,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,H1 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019","Jun '19 Jun 30, 2019"
0,Cash & Equivalents,63.08,48.04,34.52,419.14,351.79,561.77,617.77,47.51,37.64,-
1,Short-Term Investments,-,69.52,-,39.25,316.66,93.71,23.33,18.99,19.37,-
2,Cash & Short-Term Investments,63.08,117.56,34.52,458.39,668.44,655.47,641.1,66.49,57.01,-
3,Cash Growth,82.72%,-74.35%,-94.84%,-30.07%,4.26%,885.76%,1024.46%,-,-,-
4,Accounts Receivable,322.52,313.79,279.45,392.55,328.79,320.68,213.34,152.71,125.63,-
5,Other Receivables,57.56,-14.31,33,4.91,4.94,5.65,4.66,552.55,546.54,-
6,Receivables,380.07,299.49,312.45,397.46,333.73,326.33,218,705.26,710.71,-
7,Inventory,0.53,0.57,0.5,0.47,0.53,0.36,0.5,0.53,0.88,-
8,Prepaid Expenses,10.38,-,-,-,-,-,-,-,-,-
9,Restricted Cash,-,-,0.57,-,1.28,1.22,1.22,1.11,1.56,-
10,Other Current Assets,0.25,12.15,6.64,159.13,5.23,4.46,5.16,9.72,8.36,-
11,Total Current Assets,454.31,429.77,354.67,1015,1009,987.84,865.97,783.12,778.52,-
12,"Property, Plant & Equipment",24.18,25.78,26.8,30.19,30.36,25.27,21.17,17.55,17.46,-
13,Long-Term Investments,1.41,1.51,1.29,5.48,5.47,5.74,1.84,8.12,6.52,-
14,Goodwill,-,92.21,-,106.76,106.76,98.5,14.86,14.86,14.86,-
15,Other Intangible Assets,116.08,28.61,125.6,42.95,47.72,43.52,19.33,19.07,20.82,-
16,Long-Term Deferred Tax Assets,52.36,48.94,65.34,35.81,27.61,24.24,17.82,13.41,11.29,-
17,Total Assets,648.34,626.81,573.7,1237,1227,1185,940.98,856.12,849.48,-
18,Accounts Payable,69.37,74.06,80.38,52.79,61.28,35.1,23.82,19.85,15.98,-
19,Accrued Expenses,58.19,74.76,45.1,61.61,98.04,102.9,100.32,76.01,78.62,-
20,Short-Term Debt,-,-,-,-,-,-,-,304.2,300,-
21,Current Portion of Long-Term Debt,11.3,11.34,11.3,11.38,11.38,14.07,-,-,-,-
22,Current Portion of Leases,-,-,-,0.47,1.67,1.64,1.71,1.71,1.34,-
23,Current Income Taxes Payable,67.75,43.16,68.49,24.32,14.15,29.38,22.5,10.42,26.55,-
24,Current Unearned Revenue,73.75,130.96,72.99,130.09,129.85,117.37,88.23,80.65,77.33,-
25,Other Current Liabilities,400.65,384.54,237.32,215.02,230.42,222.26,181.33,164.25,181.96,-
26,Total Current Liabilities,681,718.82,515.58,495.67,546.79,522.72,417.92,657.09,681.78,-
27,Long-Term Debt,12.91,18.56,24.21,35.51,41.16,44.12,-,-,-,-
28,Long-Term Leases,-,-,-,-,0.19,0.07,0.38,0.2,1.19,-
29,Long-Term Deferred Tax Liabilities,1.27,1.23,1.66,10.37,11.61,10.53,4.45,4.77,5.21,-
30,Other Long-Term Liabilities,-,-,-,-,-,25.68,-,-,-,-
31,Total Liabilities,695.18,738.62,541.45,541.55,599.75,603.11,422.74,662.06,688.17,-
32,Common Stock,5.23,5.23,5.23,5.23,5.23,5.23,5.13,-,-,-
33,Additional Paid-In Capital,-,454.3,-,-,454.3,-,449.48,-,-,-
34,Retained Earnings,-,-490.36,-,-,254.84,-,154.36,124.59,88.93,-
35,Comprehensive Income & Other,-80.66,-107.79,0.58,667.03,-107.79,560.95,-107.79,62.21,62.21,-
36,Total Common Equity,-75.44,-138.62,5.8,672.26,606.58,566.17,501.18,186.8,151.15,-
37,Minority Interest,28.6,26.81,26.45,22.83,20.8,15.84,17.06,7.26,10.16,-
38,Shareholders' Equity,-46.84,-111.8,32.25,695.09,627.38,582.01,518.24,194.06,161.31,-
39,Total Liabilities & Equity,648.34,626.81,573.7,1237,1227,1185,940.98,856.12,849.48,-
40,Total Debt,24.21,29.9,35.51,47.36,54.4,59.89,2.09,306.11,302.52,-
41,Net Cash (Debt),38.87,87.67,-0.99,411.03,614.04,595.59,639.01,-239.61,-245.51,-
42,Net Cash Growth,-,-78.67%,-,-30.99%,-3.91%,-,-,-,-,-
43,Net Cash Per Share,0.06,0.14,-0.00,0.67,1.00,0.97,1.36,-0.53,-,-
44,Filing Date Shares Outstanding,611.71,611.71,611.71,611.71,611.71,611.71,611.71,450,450,-
45,Total Common Shares Outstanding,611.71,611.71,611.71,611.71,611.71,611.71,600,450,450,-
46,Working Capital,-226.68,-289.05,-160.91,519.78,462.41,465.12,448.06,126.02,96.74,-
47,Book Value Per Share,-0.12,-0.23,0.01,1.10,0.99,0.93,0.84,0.42,0.34,-
48,Tangible Book Value,-191.52,-259.43,-119.8,522.55,452.09,424.15,467,152.88,115.47,-
49,Tangible Book Value Per Share,-0.31,-0.42,-0.20,0.85,0.74,0.69,0.78,0.34,0.26,-
50,Buildings,-,6.44,-,-,6.73,-,2.48,2.48,2.12,-
51,Machinery,-,57.38,-,-,44.23,-,31.18,24.23,22.83,-
