,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,1971,1777,1292,1777,2229,2119,2035,2100,2145,2287,2177,4090,1958,1848,1958,1887,1958,2158,2171,2184,2597,Upgrade
1,Market Cap Growth,-16.16%,-16.16%,-36.51%,-15.38%,3.92%,-7.34%,-6.53%,-48.66%,9.57%,23.78%,11.22%,116.78%,0%,-14.37%,-9.82%,-13.61%,-24.63%,-16.50%,-26.32%,-36.70%,-10.47%,Upgrade
2,Enterprise Value,2702,2369,1866,2360,2812,2653,2599,2716,2761,2735,2661,4615,2483,2702,2790,2765,2836,3004,3002,3000,3414,Upgrade
3,Last Close Price,3.05,2.75,1.99,2.74,3.44,3.27,3.14,3.24,3.31,3.53,3.36,6.31,3.02,2.85,3.01,2.90,3.01,3.32,3.34,3.36,3.99,Upgrade
4,PE Ratio,-,-,-,-,175.65,-,-,-,211.02,-,-,-,194.45,-,-,-,59.29,-,-,-,-,Upgrade
5,PS Ratio,16.74,15.06,5.17,3.94,4.83,3.76,4.04,5.31,4.35,3.54,3.51,4.89,2.15,2.52,2.43,3.22,4.27,4.50,5.10,4.61,3.83,Upgrade
6,PB Ratio,1.15,1.03,0.74,1.01,1.26,1.23,1.17,1.20,1.22,1.34,1.26,2.36,1.12,1.09,1.15,1.09,1.12,1.29,1.28,1.29,1.52,Upgrade
7,P/TBV Ratio,1.03,1.03,0.74,1.01,1.26,1.23,1.17,1.20,1.22,1.34,1.26,2.36,1.12,1.09,1.15,1.09,1.12,1.29,1.28,1.29,1.52,Upgrade
8,P/FCF Ratio,4.24,-,2.34,3.78,4.96,5.38,12.20,11.60,13.44,-,16.28,-,48.05,-318.20,-,-,88.62,-,-77.45,35.48,30.06,Upgrade
9,P/OCF Ratio,3.55,-,2.20,3.51,4.90,3.85,6.29,6.22,6.78,-,16.25,-,47.92,-341.39,-,-,85.93,-,-78.36,35.33,29.97,Upgrade
10,EV/Sales Ratio,22.91,20.08,7.46,5.23,6.09,4.71,5.16,6.86,5.60,4.23,4.29,5.52,2.72,3.68,3.47,4.72,6.19,6.26,7.05,6.33,5.04,Upgrade
11,EV/EBITDA Ratio,37.75,-,27.39,35.60,37.16,-,-,34.63,39.00,40.83,-,60.45,31.68,-832.27,-,-154920.23,-,-,51.90,38.45,31.76,Upgrade
12,EV/EBIT Ratio,44.34,-,-,-,39.16,-,-,36.01,40.80,-,-,63.16,33.06,-413.46,-,-925.77,-,-,54.04,39.63,32.46,Upgrade
13,EV/FCF Ratio,5.82,-,3.38,5.02,6.25,6.73,15.58,15.00,17.29,-,19.90,-,60.94,-465.25,-,-,128.40,-,-107.10,48.74,39.51,Upgrade
14,Debt / Equity Ratio,0.50,0.50,0.57,0.47,0.49,0.51,0.39,0.39,0.41,0.41,0.39,0.40,0.44,0.54,0.57,0.52,0.56,0.57,0.54,0.51,0.52,Upgrade
15,Debt / EBITDA Ratio,11.99,-,149.95,442.33,3.20,-,-,17.27,2.58,442.44,-,78.01,2.93,24.86,-,52.17,-,-,15.56,30.02,13.13,Upgrade
16,Debt / FCF Ratio,1.85,-,1.80,1.77,1.93,2.21,4.08,3.76,4.50,-,4.99,-,18.92,-156.12,-,-,44.40,-,-32.62,13.97,10.38,Upgrade
17,Asset Turnover,0.01,0.02,0.02,0.12,0.19,0.31,0.03,0.27,0.12,0.16,0.17,0.48,0.07,0.45,0.26,0.21,0.17,0.15,0.09,0.25,Upgrade,
18,Inventory Turnover,0.00,0.01,0.02,0.02,-,0.26,0.40,0.02,0.17,0.14,0.19,0.21,0.44,0.08,0.57,0.33,0.26,0.18,0.13,0.09,0.23,Upgrade
19,Quick Ratio,0.34,0.34,0.42,0.35,0.45,0.43,0.30,0.31,0.35,0.24,0.41,0.43,0.52,0.44,0.50,0.50,0.50,0.11,0.13,0.07,0.12,Upgrade
20,Current Ratio,2.19,2.19,2.17,2.39,2.38,2.42,2.98,2.65,2.64,2.94,2.77,2.89,2.91,2.73,2.80,3.11,2.66,2.88,3.02,3.15,3.01,Upgrade
21,Return on Equity (ROE),-4.12%,-3.62%,-3.37%,11.03%,-4.11%,-3.45%,-0.60%,10.56%,-2.67%,-2.88%,-2.70%,12.56%,-2.72%,-4.18%,-3.33%,16.81%,-5.50%,-0.60%,-3.06%,-0.49%,Upgrade,
22,Return on Assets (ROA),-0.23%,-0.06%,-0.13%,5.58%,-0.24%,-0.02%,0.80%,6.25%,-0.06%,-0.14%,0.11%,5.70%,0.69%,-0.07%,0.26%,-1.40%,-0.33%,1.27%,0.56%,1.38%,Upgrade,
23,Return on Capital (ROIC),-0.26%,-0.06%,-0.14%,6.29%,-0.27%,-0.02%,0.91%,7.01%,-0.07%,-0.15%,0.12%,6.32%,0.76%,-0.08%,0.30%,-1.58%,-0.37%,1.41%,0.62%,1.56%,Upgrade,
24,Return on Capital Employed (ROCE),3.34%,-,-,-,3.77%,-,-,4.02%,3.63%,-,-,3.99%,3.96%,-0.35%,-,-0.15%,-,-,2.78%,3.79%,5.26%,Upgrade
25,Earnings Yield,-0.01%,-0.02%,-0.02%,0.02%,0.57%,0.49%,0.82%,0.92%,0.47%,0.80%,0.84%,0.31%,0.51%,1.51%,0.83%,1.68%,1.69%,-1.89%,-0.88%,-0.31%,0.58%,Upgrade
26,FCF Yield,23.56%,26.13%,42.76%,26.46%,20.17%,18.59%,8.20%,8.62%,7.44%,-1.67%,6.14%,2.01%,2.08%,-0.31%,-1.63%,-1.34%,1.13%,-0.13%,-1.29%,2.82%,3.33%,Upgrade
