,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,409.41,272.48,250.94,273.59,320.67,330.1,158.53,162.21,128.56,228.85,117.61,164.56,194.13,125,421.71,227.65,103.26,84.44,25.02,57.67,Upgrade
1,Cash & Short-Term Investments,409.41,272.48,250.94,273.59,320.67,330.1,158.53,162.21,128.56,228.85,117.61,164.56,194.13,125,421.71,227.65,103.26,84.44,25.02,57.67,Upgrade
2,Cash Growth,27.67%,-17.46%,58.30%,68.67%,149.43%,44.24%,34.79%,-1.43%,-33.78%,83.08%,-72.11%,-27.71%,88.00%,48.03%,1585.59%,294.77%,67.86%,-56.07%,-87.61%,-43.59%,Upgrade
3,Accounts Receivable,1622,1536,1220,1246,1239,1076,908.48,1017,794.84,904.98,982.17,1049,1037,1099,1105,1111,965.1,935.7,877.86,837.59,Upgrade
4,Other Receivables,29.28,29.56,31.01,30.85,28.26,32.95,30.33,21.91,14.44,12.84,20.31,22.01,25.23,23.97,25.3,36.71,73.55,29.93,24.53,43.26,Upgrade
5,Receivables,1651,1566,1251,1277,1267,1109,938.81,1039,809.28,917.81,1002,1071,1063,1123,1130,1148,1039,965.64,902.39,880.84,Upgrade
6,Inventory,106.48,97.76,114.06,71.84,93.14,79.97,85.83,56.69,101.82,69.83,74.48,73.15,103.61,116.55,84.07,78.56,128.57,88,79.56,162.87,Upgrade
7,Prepaid Expenses,-,2.36,-,2.01,-,0.87,-,0.55,-,0.84,-,2.35,-,-,-,0.69,-,-,-,-,Upgrade
8,Other Current Assets,70.99,67.89,74.1,76.13,81.35,71.46,75.91,65.19,73.08,84.34,87.14,70.55,81.51,90.72,81.45,67.4,73.06,76.78,63.61,55.14,Upgrade
9,Total Current Assets,2238,2006,1690,1701,1762,1591,1259,1323,1113,1302,1282,1382,1442,1455,1718,1522,1344,1215,1071,1157,Upgrade
10,"Property, Plant & Equipment",960.23,973.15,1198,1215,1248,1264,1278,1296,1369,1396,1348,1370,1057,1073,1089,1100,1115,1116,1576,1577,Upgrade
11,Long-Term Investments,2.59,2.59,2.59,2.59,10.31,10.31,10.31,10.31,11.68,11.68,11.68,11.68,12.68,12.68,12.68,12.68,12.68,12.68,12.68,12.68,Upgrade
12,Other Intangible Assets,85.4,86.19,88.69,89.44,90.69,91.53,94.5,95.37,96.23,96.96,94.84,95.29,93.72,94.53,95.33,96.13,96.61,97.41,106.72,135.75,Upgrade
13,Long-Term Accounts Receivable,-,11.22,-,9.38,-,2.55,-,5.83,-,6.48,-,6.56,-,-,-,-,-,-,-,-,Upgrade
