,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,823.75,79.28,142.7,113.95,95.76,14.95,12.97,9.84,2.61,12.2
1,Revenue Growth (YoY),477.25%,-30.42%,49.01%,662.45%,638.63%,51.93%,396.17%,-19.34%,12.78%,138.72%
2,Cost of Revenue,15.06,12.39,18.15,16.98,5.02,0.74,2.59,1.97,-,2.1
3,Gross Profit,808.69,66.89,124.55,96.97,90.74,14.21,10.38,7.87,2.61,10.1
4,"Selling, General & Admin",176.63,201.8,174.66,174.33,153.69,116.74,74.52,68.64,61.7,99.85
5,Research & Development,444.08,397.16,309.81,401.7,341.41,448.95,317.54,313.12,251.46,264.9
6,Operating Expenses,620.7,598.96,484.47,576.03,495.09,565.69,392.06,381.76,313.15,364.75
7,Operating Income,187.98,-532.07,-359.93,-479.06,-404.35,-551.48,-381.69,-373.89,-310.54,-354.65
8,Interest Expense,-34.08,-43.34,-52.72,-33.71,-19.07,-8.35,-8.38,-4.43,-1.83,-2.26
9,Interest & Investment Income,6.03,26.38,9.35,4.69,5.04,3.85,3.26,1.71,3.51,3.61
10,Earnings From Equity Investments,-1.25,0.88,0.2,-0.28,-,-,-,-,-,-
11,Currency Exchange Gain (Loss),-0.43,2.15,-0.52,4.8,-7.44,8.38,1.53,22.16,-5.07,-0.58
12,Other Non Operating Income (Expenses),5.14,13.28,4.18,21.3,28.61,127.84,11.63,32.81,-13.81,-446.46
13,EBT Excluding Unusual Items,163.4,-532.73,-399.44,-482.26,-397.21,-419.76,-373.65,-321.64,-327.74,-800.35
14,Gain (Loss) on Sale of Investments,-0.5,-0.54,-0.16,-2.65,-7.11,-20.16,-0.73,-11.5,7.76,-6.64
15,Gain (Loss) on Sale of Assets,-,0,-,-0.01,2.07,-0.03,-,-,-,-
16,Other Unusual Items,-,-,-,-,-,-17.92,-,-22.33,-,-41.21
17,Pretax Income,162.9,-533.26,-399.6,-484.92,-402.25,-457.87,-374.38,-355.47,-319.98,-848.2
18,Income Tax Expense,0.07,-9.9,2.75,-8.73,4.48,-52.13,2.31,2.96,-0.8,-0.8
19,Earnings From Continuing Operations,162.83,-523.36,-402.35,-476.19,-406.73,-405.74,-376.68,-358.43,-319.18,-847.4
20,Minority Interest in Earnings,0.18,0.08,-0,-,-,-,-,-,-,-
21,Net Income,163,-523.29,-402.35,-476.19,-406.73,-405.74,-376.68,-358.43,-319.18,-847.4
22,Net Income to Common,163,-523.29,-402.35,-476.19,-406.73,-405.74,-376.68,-358.43,-319.18,-847.4
23,Shares Outstanding (Basic),292,290,275,264,264,262,247,223,209,136
24,Shares Outstanding (Diluted),296,290,275,264,264,262,247,223,209,136
25,Shares Change (YoY),7.82%,10.01%,4.13%,0.57%,6.73%,17.61%,18.27%,63.72%,114.70%,-
26,EPS (Basic),0.56,-1.80,-1.47,-1.81,-1.54,-1.55,-1.52,-1.61,-1.53,-6.22
27,EPS (Diluted),0.55,-1.80,-1.47,-1.81,-1.54,-1.55,-1.52,-1.61,-1.53,-6.22
28,Free Cash Flow,-370.92,-369.75,-402.44,-410.56,-446.64,-473.28,-566.82,-432.06,-427.81,-303.52
29,Free Cash Flow Per Share,-1.25,-1.27,-1.47,-1.56,-1.69,-1.81,-2.29,-1.94,-2.05,-2.23
30,Operating Margin,22.82%,-671.10%,-252.22%,-420.42%,-422.24%,-3690.08%,-2943.98%,-3800.83%,-11884.46%,-2907.95%
31,Profit Margin,19.79%,-660.02%,-281.95%,-417.90%,-424.73%,-2714.90%,-2905.38%,-3643.68%,-12214.96%,-6948.17%
32,Free Cash Flow Margin,-45.03%,-466.36%,-282.02%,-360.30%,-466.41%,-3166.79%,-4371.90%,-4392.23%,-16372.48%,-2488.72%
33,EBITDA,229.59,-492.67,-320.15,-454.92,-381.07,-543.25,-372.74,-365.99,-301.48,-346.04
34,D&A For EBITDA,41.6,39.4,39.78,24.14,23.28,8.24,8.95,7.9,9.06,8.61
35,EBIT,187.98,-532.07,-359.93,-479.06,-404.35,-551.48,-381.69,-373.89,-310.54,-354.65
