,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,12781,7905,7772,6004,6636,5504,7264,11649,8500,9611,6109
1,Market Cap Growth,31.66%,31.66%,17.11%,9.08%,-8.65%,-52.75%,-14.53%,21.20%,39.14%,-,-
2,Enterprise Value,13436,8682,7885,6330,6475,4689,6225,11058,8105,8735,8099
3,Last Close Price,37.30,25.55,27.30,21.10,25.70,21.30,28.20,47.00,38.50,47.20,30.00
4,PE Ratio,-,-20.42,-,-,-,-,-,-,-,-,-
5,PS Ratio,11.18,8.15,31.78,21.65,27.99,42.44,212.05,424.79,574.86,591.55,376.27
6,PB Ratio,14.01,9.47,99.87,9.26,14.36,5.36,4.79,6.68,8.45,14.31,6.13
7,P/TBV Ratio,11.11,11.11,-,11.45,19.59,6.17,5.15,7.11,9.47,16.93,6.88
8,EV/Sales Ratio,13.85,8.95,32.24,22.83,27.31,36.16,181.70,403.23,548.18,537.60,498.86
9,EV/EBITDA Ratio,-,-30.71,-,-,-,-,-,-,-,-,-
10,EV/EBIT Ratio,-,-23.48,-,-,-,-,-,-,-,-,-
11,Debt / Equity Ratio,2.19,2.19,25.42,2.79,4.39,1.78,0.88,0.46,0.63,0.47,0.11
12,Return on Capital Employed (ROCE),-,-16.85%,-,-,-,-,-,-,-,-,-
13,Earnings Yield,-3.03%,-4.90%,-13.12%,-15.81%,-15.04%,-17.29%,-13.22%,-7.59%,-9.47%,-13.32%,-27.12%
14,FCF Yield,-6.23%,-10.07%,-10.95%,-14.63%,-14.60%,-19.58%,-17.57%,-10.31%,-12.01%,-8.35%,-9.85%
15,Buyback Yield / Dilution,-8.10%,-7.82%,-10.01%,-4.13%,-0.57%,-6.73%,-17.61%,-18.27%,-63.72%,-114.70%,-
16,Total Shareholder Return,-8.10%,-7.82%,-10.01%,-4.13%,-0.57%,-6.73%,-17.61%,-18.27%,-63.72%,-114.70%,-
