,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,48916,59224,71294,72095,86994,88104,98981,77006,78258,60782,Upgrade
1,Trading Asset Securities,-,2,2,34.93,107.83,81.51,76,440,100,450,Upgrade
2,Cash & Short-Term Investments,48916,59226,71296,72130,87102,88186,99057,77446,78358,61232,Upgrade
3,Cash Growth,-31.39%,-17.89%,-18.15%,-18.21%,-12.07%,13.87%,26.41%,26.48%,35.24%,35.82%,Upgrade
4,Accounts Receivable,5141,4596,6180,5447,4254,3719,3198,2631,2923,3120,Upgrade
5,Other Receivables,99817,98695,101760,111771,128819,110914,104671,92955,86292,76284,Upgrade
6,Receivables,104958,103291,107939,117218,133073,114633,107869,95586,89214,79404,Upgrade
7,Inventory,251789,254841,314893,325469,392592,405492,426994,375623,361941,331973,Upgrade
8,Other Current Assets,25743,24833,28535,25421,36147,36077,33188,28122,26580,22653,Upgrade
9,Total Current Assets,431406,442191,522664,540238,648914,644388,667109,576776,556093,495261,Upgrade
10,"Property, Plant & Equipment",3017,2780,3683,4120,5106,5345,4909,4338,2564,2517,Upgrade
11,Long-Term Investments,37621,38091,38715,37295,37009,34019,24746,22202,19819,16841,Upgrade
12,Goodwill,3835,3835,3835,3835,3835,3839,942.05,275.98,275.98,-,Upgrade
13,Other Intangible Assets,1907,2009,2111,2196,2284,2403,701.53,213.85,213.01,66.71,Upgrade
14,Long-Term Deferred Tax Assets,11603,11390,10671,11217,11413,10891,9686,8867,7975,6726,Upgrade
15,Other Long-Term Assets,204927,200110,192907,187873,180467,174765,165352,152486,141704,130833,Upgrade
16,Total Assets,694317,700407,774586,786774,889028,875651,873446,765159,728643,652245,Upgrade
17,Accounts Payable,39589,25389,22095,47637,80107,85520,86487,76368,69907,62426,Upgrade
18,Accrued Expenses,5371,7487,8626,10544,12245,10589,6680,7607,5075,4861,Upgrade
19,Short-Term Debt,15609,-,16735,-,21615,18609,17010,14674,13201,15836,Upgrade
20,Current Portion of Long-Term Debt,29598,27078,37114,20921,22127,14611,18142,18340,17244,13927,Upgrade
21,Current Portion of Leases,1535,1667,1517,1461,1439,1383,1283,1273,1100,1009,Upgrade
22,Current Income Taxes Payable,23684,27540,29450,33611,33728,37014,29210,33353,27716,28288,Upgrade
23,Current Unearned Revenue,109211,102786,156070,125176,181972,194874,240877,182389,195380,155156,Upgrade
24,Other Current Liabilities,38216,75044,68215,96525,88966,83943,72207,65504,50133,52416,Upgrade
25,Total Current Liabilities,262813,266989,339822,335875,442199,446543,471895,399508,379756,333920,Upgrade
26,Long-Term Debt,158311,166693,170995,188990,192045,179194,174814,149924,151496,132122,Upgrade
27,Long-Term Leases,12577,13165,13181,13403,14608,14684,14070,12439,11451,10247,Upgrade
28,Long-Term Deferred Tax Liabilities,18379,17042,15149,14812,13858,12779,12015,10563,10435,9245,Upgrade
29,Other Long-Term Liabilities,54.25,58.25,64.14,515.14,570.68,573.17,-,-,-,33.69,Upgrade
30,Total Liabilities,452135,463949,539210,553595,663281,653773,672794,572435,553138,485567,Upgrade
31,Common Stock,590.43,574.48,551.77,546.29,528.84,528.53,527.82,527.21,521.78,520.73,Upgrade
32,Retained Earnings,159040,153657,147242,143119,123195,123460,109566,108718,95348,93976,Upgrade
33,Comprehensive Income & Other,-2084,-2264,-1029,-1565,31.95,960.41,-391.28,-901.2,-1353,-540.87,Upgrade
34,Total Common Equity,157546,151967,146765,142100,123756,124949,109702,108344,94517,93956,Upgrade
35,Minority Interest,84636,84492,88610,91079,101991,96928,90950,84380,80988,72721,Upgrade
36,Shareholders' Equity,242182,236458,235375,233179,225747,221878,200652,192724,175505,166678,Upgrade
37,Total Liabilities & Equity,694317,700407,774586,786774,889028,875651,873446,765159,728643,652245,Upgrade
38,Total Debt,217631,208603,239542,224775,251834,228482,225318,196651,194492,173141,Upgrade
39,Net Cash (Debt),-168715,-149377,-168246,-152644,-164732,-140296,-126262,-119205,-116134,-111908,Upgrade
40,Net Cash Per Share,-25.79,-23.64,-27.31,-25.23,-27.59,-23.48,-21.06,-19.94,-19.41,-18.64,Upgrade
41,Filing Date Shares Outstanding,6767,6592,6342,6282,6078,6074,6066,6059,5995,5983,Upgrade
42,Total Common Shares Outstanding,6767,6592,6342,6282,6078,6074,6066,6059,5995,5983,Upgrade
43,Working Capital,168593,175202,182842,204363,206715,197845,195213,177268,176337,161341,Upgrade
44,Book Value Per Share,23.28,23.05,23.14,22.62,20.36,20.57,18.09,17.88,15.77,15.70,Upgrade
45,Tangible Book Value,151805,146123,140820,136069,117637,118707,108059,107854,94028,93890,Upgrade
46,Tangible Book Value Per Share,22.43,22.17,22.21,21.66,19.35,19.54,17.81,17.80,15.69,15.69,Upgrade
47,Land,-,2044,-,1773,-,1532,-,1300,-,708.7,Upgrade
48,Buildings,-,173.92,-,227.6,-,630.5,-,353.7,-,92.68,Upgrade
49,Machinery,-,771.91,-,855.87,-,961.88,-,698.96,-,581.82,Upgrade
