,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,46855,118692,62044,155761,94805,162760,60615,133406,51141,112457,Upgrade
1,Revenue Growth (YoY),-24.48%,-23.80%,-34.56%,-4.30%,56.40%,22.00%,18.52%,18.63%,32.59%,26.82%,Upgrade
2,Cost of Revenue,37215,102008,48145,122869,74658,122995,43839,95122,35394,74241,Upgrade
3,Gross Profit,9640,16684,13900,32892,20147,39765,16776,38284,15747,38215,Upgrade
4,"Selling, General & Admin",4195,5476,5289,5882,6250,9264,7021,7715,4613,7215,Upgrade
5,Operating Expenses,4195,5476,5289,5882,6250,9264,7021,7715,4613,7215,Upgrade
6,Operating Income,5445,11208,8611,27010,13897,30501,9755,30569,11134,31000,Upgrade
7,Interest Expense,-458.81,-462.95,-479.26,-518.34,-528.02,-461.36,-470.94,-419.09,-412.83,-342.44,Upgrade
8,Interest & Investment Income,338.36,401.75,472.61,782.79,519.49,516.45,690.24,457.46,365.76,299.52,Upgrade
9,Earnings From Equity Investments,756.89,167.24,1387,1008,413.35,2232,700.37,569.13,712.93,295.22,Upgrade
10,Currency Exchange Gain (Loss),-807.48,464.07,-1398,-2142,-1600,479.75,278.14,2425,-410.65,-404.1,Upgrade
11,Other Non Operating Income (Expenses),1446,-279.79,1815,2489,1623,-80.19,55.85,-1505,489.07,579.2,Upgrade
12,EBT Excluding Unusual Items,6720,11498,10408,28630,14325,33188,11009,32096,11878,31428,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,357.3,-,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,55.83,158.46,-168.13,-543.64,-98.38,-2.58,-0.14,1.64,1.08,-5.26,Upgrade
15,Asset Writedown,1500,145.81,1866,1310,1578,301.18,2548,575.54,1734,1423,Upgrade
16,Other Unusual Items,854.59,552.43,268.48,141.43,123.13,268.87,314.24,59.34,24.65,46.33,Upgrade
17,Pretax Income,9131,12355,12375,29895,15927,33756,13871,32733,13637,32891,Upgrade
18,Income Tax Expense,2156,4517,3079,7955,5044,12097,3742,12657,4872,14489,Upgrade
19,Earnings From Continuing Operations,6975,7837,9295,21939,10883,21659,10129,20075,8765,18403,Upgrade
20,Minority Interest in Earnings,-1109,-3045,-1237,-5057,-3403,-5225,-2710,-6412,-2426,-6376,Upgrade
21,Net Income,5866,4792,8058,16882,7480,16434,7419,13663,6339,12027,Upgrade
22,Net Income to Common,5866,4792,8058,16882,7480,16434,7419,13663,6339,12027,Upgrade
23,Net Income Growth,-27.21%,-71.61%,7.73%,2.72%,0.82%,20.28%,17.05%,13.61%,0.45%,11.28%,Upgrade
24,Shares Outstanding (Basic),6527,6318,6125,6029,5901,5894,5893,5865,5873,5865,Upgrade
25,Shares Outstanding (Diluted),6541,6318,6161,6050,5970,5975,5994,5979,5983,6003,Upgrade
26,Shares Change (YoY),6.17%,4.42%,3.20%,1.26%,-0.40%,-0.07%,0.18%,-0.39%,0.48%,0.97%,Upgrade
27,EPS (Basic),0.90,0.76,1.32,2.80,1.27,2.79,1.26,2.33,1.08,2.05,Upgrade
28,EPS (Diluted),0.90,0.76,1.31,2.79,1.25,2.75,1.24,2.28,1.06,2.01,Upgrade
29,EPS Growth,-31.42%,-72.83%,4.39%,1.17%,1.21%,20.73%,16.90%,13.72%,-0.09%,10.13%,Upgrade
30,Free Cash Flow,5940,19328,12830,5590,4069,18770,9228,17559,18306,26259,Upgrade
31,Free Cash Flow Per Share,0.91,3.06,2.08,0.92,0.68,3.14,1.54,2.94,3.06,4.37,Upgrade
32,Dividend Per Share,0.220,0.230,0.320,0.800,0.330,1.230,0.470,1.030,0.400,0.840,Upgrade
33,Dividend Growth,-31.25%,-71.25%,-3.03%,-34.96%,-29.79%,19.42%,17.50%,22.62%,11.11%,21.74%,Upgrade
34,Operating Margin,11.62%,9.44%,13.88%,17.34%,14.66%,18.74%,16.09%,22.91%,21.77%,27.57%,Upgrade
35,Profit Margin,12.52%,4.04%,12.99%,10.84%,7.89%,10.10%,12.24%,10.24%,12.39%,10.69%,Upgrade
36,Free Cash Flow Margin,12.68%,16.28%,20.68%,3.59%,4.29%,11.53%,15.22%,13.16%,35.80%,23.35%,Upgrade
37,EBITDA,5645,11416,8825,27260,14163,30769,9885,30663,11217,31081,Upgrade
38,D&A For EBITDA,200.13,208.37,214.31,250.13,266.31,267.6,130.01,94,83.23,80.2,Upgrade
39,EBIT,5445,11208,8611,27010,13897,30501,9755,30569,11134,31000,Upgrade
