,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,75079,72547,82397,120746,152641,225191,222927,263860,275057,220904,218384,Upgrade
1,Market Cap Growth,-39.92%,-39.92%,-46.02%,-46.38%,-31.53%,-14.65%,-18.95%,19.45%,25.95%,25.87%,57.16%,Upgrade
2,Enterprise Value,347304,330194,359941,417250,465075,516381,484162,505636,491325,427442,420855,Upgrade
3,Last Close Price,10.90,10.22,11.92,16.81,21.45,30.82,30.53,35.65,36.20,29.07,28.09,Upgrade
4,PE Ratio,6.12,6.34,5.82,4.48,5.54,8.04,7.61,10.41,11.58,10.96,10.65,Upgrade
5,Forward PE,8.13,5.50,3.45,4.78,5.40,7.48,7.49,9.47,10.59,10.05,10.17,Upgrade
6,PS Ratio,0.39,0.41,0.41,0.51,0.54,0.75,0.81,1.13,1.26,1.23,1.29,Upgrade
7,PB Ratio,0.44,0.28,0.32,0.47,0.58,0.85,0.82,1.09,1.20,1.15,1.17,Upgrade
8,P/TBV Ratio,0.44,0.44,0.51,0.79,0.99,1.63,1.53,2.03,2.15,2.14,2.08,Upgrade
9,P/FCF Ratio,2.77,2.67,2.33,6.07,13.98,8.42,6.49,8.19,6.46,4.52,5.73,Upgrade
10,P/OCF Ratio,2.58,2.58,2.27,5.98,13.55,8.29,6.37,7.88,6.31,4.49,5.70,Upgrade
11,PEG Ratio,-,-,-,0.85,1.20,1.37,0.56,0.53,0.55,0.50,0.51,Upgrade
12,EV/Sales Ratio,1.95,1.86,1.81,1.77,1.64,1.71,1.77,2.17,2.24,2.38,2.49,Upgrade
13,EV/EBITDA Ratio,17.94,18.01,16.14,10.70,9.93,9.81,9.70,10.37,9.88,9.21,9.32,Upgrade
14,EV/EBIT Ratio,18.39,18.45,16.49,10.84,10.06,9.93,9.80,10.43,9.92,9.25,9.35,Upgrade
15,EV/FCF Ratio,12.79,12.16,10.16,20.96,42.59,19.30,14.09,15.70,11.54,8.74,11.04,Upgrade
16,Debt / Equity Ratio,0.90,0.90,0.88,1.02,0.96,1.12,1.03,1.12,1.02,1.11,1.04,Upgrade
17,Debt / FCF Ratio,8.61,8.61,6.49,13.00,23.27,11.03,8.16,8.41,5.48,4.36,5.08,Upgrade
18,Return on Capital Employed (ROCE),3.86%,3.86%,4.57%,8.19%,9.07%,9.94%,9.38%,10.04%,11.40%,12.08%,12.64%,Upgrade
19,Earnings Yield,15.25%,15.79%,17.18%,22.32%,18.04%,12.44%,13.13%,9.61%,8.64%,9.12%,9.39%,Upgrade
20,FCF Yield,36.16%,37.42%,43.00%,16.48%,7.15%,11.88%,15.42%,12.21%,15.49%,22.13%,17.46%,Upgrade
21,Dividend Yield,4.34%,4.73%,5.08%,7.20%,5.95%,5.93%,6.84%,5.06%,4.69%,4.68%,4.78%,Upgrade
22,Buyback Yield / Dilution,-5.22%,-6.17%,-4.42%,-3.20%,-1.26%,0.40%,0.07%,-0.18%,0.39%,-0.48%,-0.97%,Upgrade
23,Total Shareholder Return,-0.89%,-1.44%,0.66%,4.00%,4.70%,6.33%,6.91%,4.88%,5.08%,4.20%,3.80%,Upgrade
