,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+19 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+19 Quarters
0,Operating Revenue,45.68,11.37,43.39,-36.35,47.66,50.05,118.32,92.02,102.52,99.74,201.28,138.75,139.48,94.72,92.59,64.22,45.02,41.23,40.82,32.21,Upgrade
1,Other Revenue,-6.12,6.12,-,12.82,-6.42,6.42,-,19.39,-7.22,7.22,-,14.3,-6.83,6.83,-,12.32,-5.92,5.92,-,16.06,Upgrade
2,Revenue,39.57,17.49,43.39,-23.52,41.25,56.47,118.32,111.41,95.3,106.96,201.28,153.05,132.65,101.55,92.59,76.54,39.09,47.15,40.82,48.28,Upgrade
3,Revenue Growth (YoY),-4.08%,-69.03%,-63.33%,-,-56.72%,-47.21%,-41.22%,-27.21%,-28.15%,5.33%,117.39%,99.95%,239.30%,115.36%,126.84%,58.56%,-38.48%,-3.03%,-25.93%,-58.13%,Upgrade
4,Cost of Revenue,31.47,13.7,37.57,-19.5,21.99,36.7,43.98,36.04,21.98,0.25,39.11,13.39,10.9,9.19,12.32,4.97,20.04,26.07,20.11,36.84,Upgrade
5,Gross Profit,8.09,3.78,5.81,-4.02,19.25,19.77,74.34,75.37,73.32,106.71,162.16,139.66,121.75,92.36,80.27,71.57,19.05,21.08,20.7,11.43,Upgrade
6,"Selling, General & Admin",27.56,19.47,24.17,14.02,39.02,25.92,47.53,65.07,40.56,56.62,11.1,154.23,12.53,14.03,12.34,20.28,7.5,8.34,9.77,12.06,Upgrade
7,Research & Development,0.7,0.02,-,-,-,-,-,3.08,4.54,4.63,4.7,4.09,4.83,4.97,4.75,2.53,4.55,4.41,4.52,5.27,Upgrade
8,Other Operating Expenses,0.45,0.34,0.31,3.13,0.52,-1.36,0.7,2.95,0.67,-0.44,0.63,2.67,0.75,0.38,0.29,4.1,-0,-0.62,-1.79,4.78,Upgrade
9,Operating Expenses,48.13,21.72,25.04,16.98,39.67,25.06,48.53,68.11,41.79,55.16,22.81,147.81,17.49,41.38,17.9,38.19,13.33,14.1,14.95,28.51,Upgrade
10,Operating Income,-40.04,-17.93,-19.22,-21,-20.41,-5.29,25.81,7.26,31.53,51.55,139.35,-8.16,104.26,50.98,62.37,33.38,5.72,6.99,5.76,-17.07,Upgrade
11,Interest Expense,-1.09,-1.23,-1.13,-0.85,-0.48,-0.5,-0.4,-0.12,-0.18,-0.15,-0.16,-0.23,-0.17,-0.23,-0.29,-1.15,-0.75,-2.23,-2.31,-2.53,Upgrade
12,Interest & Investment Income,0.31,2.51,0.06,3.6,0.34,3.74,2.74,3.02,2.56,2.24,2.27,3.57,1.81,1.21,1.9,3.18,0.95,1.46,0.59,0.88,Upgrade
13,Earnings From Equity Investments,-,-,-,-,-,-,-,3.19,-3.19,0.69,-0.69,2.8,-1.43,-1.17,-0.2,-1.36,-2.01,-1.44,-1.88,-,Upgrade
14,Currency Exchange Gain (Loss),-0,0,-,0,-0,0,-,-4.35,5.31,-5.31,-,-0.29,0.85,-0.85,-,2.08,1.11,-1.11,-,1.45,Upgrade
15,Other Non Operating Income (Expenses),18.19,-19.32,1.07,-0.34,0.47,-0.16,-0.14,14.4,-11.96,0.57,0.07,1.57,-1.25,-0.08,-0.5,-1.21,1.07,0.73,-0.74,-1.61,Upgrade
16,EBT Excluding Unusual Items,-22.63,-35.97,-19.22,-18.58,-20.08,-2.2,28.01,23.4,24.07,49.59,140.85,-0.73,104.07,49.85,63.27,34.92,6.09,4.38,1.42,-18.89,Upgrade
17,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-9.29,-,-,-,-,-,-,-,-157.91,Upgrade
18,Gain (Loss) on Sale of Investments,21.67,-5.88,-39.22,-199.13,-17.02,-10.13,23.46,-26.56,-28.79,-25.94,-65.85,-4.61,22.26,117.58,-,3.72,-,-,-,-,Upgrade
19,Gain (Loss) on Sale of Assets,-,-,-,0.03,-,0.04,-0.21,-,0.23,-,-,-,-,0.05,1.12,-,-,0.58,64.49,-0.34,Upgrade
20,Asset Writedown,-,-,-,24.09,-,-,-,-3.3,-,-,-,-,-,-,-,-0.94,0,-0,-,-105.88,Upgrade
21,Other Unusual Items,-0.27,0.71,-0.05,-0.08,-,-,-,111.11,-,-,-,23.41,-,-,-,70.9,-,-,-,49.63,Upgrade
