,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,181.03,148.5,182.5,160.3,224.18,185.03,176.38,74.58,153.16,111.08,114.9,101.2,138.1,136.28,109.24,120.32,119.46,56.8,63.75,66.78,Upgrade
1,Other Revenue,-17.71,17.71,-,34.27,-17.3,17.3,-,31.04,-10.5,10.5,-,34.47,-9.55,9.55,-,50.53,-8.55,8.55,-,39.48,Upgrade
2,Revenue,163.32,166.21,182.5,194.58,206.87,202.34,176.38,105.62,142.65,121.58,114.9,135.67,128.55,145.83,109.24,170.85,110.91,65.36,63.75,106.25,Upgrade
3,Revenue Growth (YoY),-21.05%,-17.85%,3.47%,84.22%,45.02%,66.42%,53.51%,-22.15%,10.97%,-16.63%,5.18%,-20.59%,15.91%,123.12%,71.36%,60.80%,-15.98%,-48.65%,-52.75%,-12.16%,Upgrade
4,Cost of Revenue,161.18,164.71,173.99,205.43,146.77,141.81,135.66,111.31,116.99,98.68,100.03,125.78,97.54,103.56,94.84,106.92,73.4,49.22,63.52,70.25,Upgrade
5,Gross Profit,2.14,1.5,8.5,-10.85,60.1,60.52,40.73,-5.68,25.67,22.9,14.87,9.89,31,42.27,14.4,63.92,37.51,16.13,0.23,36,Upgrade
6,"Selling, General & Admin",23.26,23.91,30.11,31.24,72.89,69.12,64.61,67.82,64.41,64.91,56.96,69.34,64.91,59.57,51.38,74.55,52.31,41.9,42.94,53.15,Upgrade
7,Other Operating Expenses,4.06,-0.68,1.61,1.94,-0.29,0.52,0.39,9.62,0.17,-4.66,0.05,7.42,0.8,-2,0.63,13.89,-3.46,-4.54,1.12,3.29,Upgrade
8,Operating Expenses,27.31,23.64,31.72,29.12,73.72,72.31,65.01,77.74,64.57,60.7,57.01,78.14,64.43,57.85,52.01,85.51,50.88,38.25,44.07,56.38,Upgrade
9,Operating Income,-25.17,-22.15,-23.22,-39.97,-13.61,-11.79,-24.28,-83.43,-38.9,-37.79,-42.15,-68.25,-33.43,-15.58,-37.6,-21.59,-13.37,-22.12,-43.84,-20.37,Upgrade
10,Interest Expense,-7.52,-7.42,-7.01,-6.72,-7.75,-6.92,-7.09,-6.31,-6.07,-8.49,-7.51,-16.88,-4.41,-1.47,-4.5,-4.84,-1.7,-1.95,-2.83,-3.52,Upgrade
11,Interest & Investment Income,0.1,0.06,0.1,1.97,0.12,0.13,0.15,0.16,0.18,0.3,0.32,0.18,0.6,0.93,0.31,0.98,0.18,1.94,0.49,1.79,Upgrade
12,Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-,-0.04,-,-,-,-,-,-,-,-,Upgrade
13,Other Non Operating Income (Expenses),-0.51,-0.16,-0.36,-0.29,1.32,-0.52,-0.38,-1.4,-0.63,-0.43,-0.2,5.69,-2.42,-5.67,1.11,-2.45,2.26,-3.31,-0.14,-4.44,Upgrade
14,EBT Excluding Unusual Items,-33.09,-29.67,-30.48,-45.01,-19.93,-19.1,-31.6,-90.97,-45.42,-46.41,-49.53,-79.3,-39.66,-21.8,-40.68,-27.9,-12.64,-25.45,-46.32,-26.54,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-0.62,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Assets,0.5,-0.3,0.01,0.23,-0.01,0,0.06,0.16,0.18,0.05,0.01,0.04,-,-,-,0.22,0.17,-0,-,0.09,Upgrade
17,Asset Writedown,-,-0.03,-,-0.03,-,-,-,-0.08,-0.01,-,-,-,-,-,-,-0.01,-,-,-,-0.12,Upgrade
18,Other Unusual Items,2.79,-0.22,0.31,1.76,-,-,-,11.4,-,-,-,11.46,-,-,-,120.68,-,-0.35,0.35,3.12,Upgrade
19,Pretax Income,-29.8,-30.22,-30.16,-43.05,-19.93,-19.1,-31.54,-80.12,-45.24,-46.36,-49.52,-67.8,-39.66,-21.8,-40.68,93,-12.47,-25.8,-45.97,-23.45,Upgrade
20,Income Tax Expense,-0.02,-0.23,0,9.58,-0,-3.97,-,-0.59,-0.04,-0.03,0.09,1.2,0.08,-,0.25,2.28,-,-1.21,-,0.25,Upgrade
