,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,300,440,665,1030,1266,1287,1349,1448,1389,1080,1233,Upgrade
1,Market Cap Growth,-57.29%,-57.29%,-47.43%,-19.93%,-6.17%,-11.17%,-2.87%,34.10%,12.65%,-11.61%,-16.29%,Upgrade
2,Enterprise Value,1884,1879,2016,2157,2314,2478,3389,3927,3624,2499,1712,Upgrade
3,Last Close Price,0.28,0.41,0.62,0.95,1.10,1.07,1.08,1.14,1.05,0.81,0.87,Upgrade
4,PE Ratio,-,-,-,-,-32.93,-,8.74,5.45,5.05,5.92,5.57,Upgrade
5,PS Ratio,0.16,0.23,0.41,0.78,1.03,0.99,0.94,0.96,0.96,0.88,1.29,Upgrade
6,PB Ratio,0.08,0.12,0.18,0.27,0.31,0.32,0.32,0.35,0.34,0.27,0.31,Upgrade
7,P/TBV Ratio,0.12,0.12,0.18,0.27,0.31,0.32,0.32,0.35,0.34,0.27,0.31,Upgrade
8,EV/Sales Ratio,0.97,0.97,1.25,1.63,1.88,1.90,2.36,2.62,2.50,2.03,1.79,Upgrade
9,EV/EBITDA Ratio,33.99,33.75,57.43,-,-399.87,-,-,-,-,-,-,Upgrade
10,EV/EBIT Ratio,50.50,47.32,103.93,-,-,-,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,-5.17,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,0.54,0.54,0.50,0.44,0.38,0.40,0.43,0.58,0.77,0.69,0.43,Upgrade
13,Return on Capital Employed (ROCE),0.51%,0.90%,0.51%,-,-,-,-,-,-,-,-,Upgrade
14,Earnings Yield,-100.18%,-68.42%,-32.47%,-6.69%,-3.04%,-1.30%,11.44%,18.36%,19.80%,16.89%,17.96%,Upgrade
15,FCF Yield,-121.23%,-82.79%,-32.79%,-17.83%,-13.55%,-18.35%,-13.33%,-59.86%,-61.33%,-23.54%,-26.67%,Upgrade
16,Dividend Yield,0.00%,-,-,6.33%,6.85%,7.01%,6.95%,6.60%,7.14%,9.31%,8.57%,Upgrade
17,Buyback Yield / Dilution,1.88%,1.50%,2.25%,1.54%,0.69%,-0.00%,-1.72%,-1.42%,-0.08%,0.02%,-2.89%,Upgrade
18,Total Shareholder Return,1.88%,1.50%,2.25%,7.86%,7.53%,7.00%,5.24%,5.18%,7.05%,9.33%,5.68%,Upgrade
