,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Cash & Equivalents,649.34,649.34,965.74,965.74,1365,-,890.62,-,1036,-,1126,-,1192,1192,1190,-,964.26,-,949.42,609.82,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,-,421.51,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,649.34,649.34,965.74,965.74,1365,890.62,890.62,-,1458,1126,1126,1192,1192,1192,1190,964.26,964.26,949.42,949.42,609.82,Upgrade
3,Cash Growth,-52.42%,-27.09%,8.43%,-,-6.38%,-20.89%,-20.89%,-,22.33%,-5.53%,-5.38%,23.59%,23.59%,25.52%,25.32%,58.12%,18.60%,15.55%,-17.22%,-38.27%,Upgrade
4,Accounts Receivable,1072,1072,984.08,984.08,978.43,-,1015,-,1094,-,937.77,-,1185,1185,974.79,-,1307,-,1197,1488,Upgrade
5,Other Receivables,219.87,219.87,158.67,158.67,211.95,-,173.22,-,180.8,-,166.46,-,222.11,222.11,196.09,-,275.2,-,196.81,100.51,Upgrade
6,Receivables,1328,1328,1181,1181,1190,-,1188,-,1275,-,1104,-,1407,1407,1171,-,1582,-,1394,1589,Upgrade
7,Inventory,1559,1559,1615,1615,1555,-,1597,-,1354,-,1619,-,1282,1282,1503,-,1313,-,1564,1453,Upgrade
8,Prepaid Expenses,0.04,0.04,5.98,5.98,1.69,-,5.27,-,2.47,-,5.5,-,3.8,3.8,4.37,-,-,-,-,-,Upgrade
9,Other Current Assets,964.02,964.02,1180,1180,862.41,-,1183,-,747.66,-,992.92,-,909.75,909.75,969.37,-,1054,-,1255,937.51,Upgrade
10,Total Current Assets,4501,4501,4948,4948,4975,-,4864,-,4837,-,4847,-,4795,4795,4838,-,4914,-,5163,4588,Upgrade
11,"Property, Plant & Equipment",1704,1704,1370,1370,1557,-,1643,-,1918,-,1903,-,1961,1961,1983,-,2123,-,2184,2102,Upgrade
12,Long-Term Investments,95.87,95.87,99.54,99.54,110.16,-,115.03,-,96.65,-,104.78,-,155.38,155.38,131.51,-,65.82,-,42.27,29.6,Upgrade
13,Goodwill,86.67,86.67,86.67,86.67,86.67,-,86.67,-,86.67,-,86.67,-,86.67,86.67,86.67,-,86.67,-,86.67,86.67,Upgrade
14,Other Intangible Assets,259.23,259.23,261.54,261.54,269.29,-,274.4,-,281.93,-,265.13,-,272.22,272.22,280.15,-,288.54,-,289.75,292.44,Upgrade
15,Long-Term Deferred Tax Assets,32.8,32.8,20.52,20.52,22.79,-,22.35,-,23.98,-,23.24,-,22.33,22.33,20.88,-,23.24,-,10.52,18.28,Upgrade
16,Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,-,-,-,269.13,269.13,-,-,305.56,-,331.35,344.84,Upgrade
17,Other Long-Term Assets,333.61,333.61,345.55,345.55,407.39,-,438.59,-,418.93,-,505.64,-,265.37,265.37,534.78,-,239.74,-,257.71,352.94,Upgrade
18,Total Assets,7013,7013,7132,7132,7468,-,7487,-,7708,-,7842,-,7935,7935,8010,-,8182,-,8502,7815,Upgrade
19,Accounts Payable,803.25,803.25,830.62,830.62,1339,-,1704,-,1374,-,1208,-,1334,1334,1170,-,1381,-,1340,1209,Upgrade
20,Accrued Expenses,34.58,34.58,56.76,56.76,36.75,-,36.12,-,29.66,-,30.32,-,49.22,49.22,41.26,-,128.42,-,103.61,5.8,Upgrade
21,Short-Term Debt,2564,2564,3148,3148,2707,-,2213,-,2153,-,2381,-,2188,2188,2334,-,2240,-,2532,2403,Upgrade
22,Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,411.34,-,-,-,-,-,-,-,-,-,-,-,Upgrade
