,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,139.42,147.99,156.09,140.14,139.31,133.73,150.68,191.82,148.72,175.38,219.4,685.72,-,73.47,-,41.61,41.61,27.06,27.06
1,Short-Term Investments,-,120.21,-,66.11,-,167.57,-,196.1,-,-,-,-,-,-,-,-,-,-,-
2,Trading Asset Securities,-,-,-,-,-,-,-,-,292.67,271.91,310.68,-,-,13.01,-,0.5,0.5,3.43,3.43
3,Cash & Short-Term Investments,139.42,268.2,156.09,206.25,139.31,301.3,150.68,387.92,441.39,447.3,530.08,685.72,-,86.48,42.11,42.11,42.11,30.49,30.49
4,Cash Growth,0.08%,-10.99%,3.59%,-46.83%,-68.44%,-32.64%,-71.57%,-43.43%,-,417.20%,1158.90%,1528.54%,-,183.61%,38.08%,-,-,-,-
5,Accounts Receivable,289.77,313.87,321.4,274.25,181.76,231,224.25,247.67,200.53,228.74,198.83,197.08,-,191.4,-,225.33,225.33,139.01,139.01
6,Other Receivables,74.33,0.82,3.34,0.78,2.17,0.83,16.8,0.25,1.37,1.15,1.51,0.11,-,2.45,-,2.51,2.51,2.88,2.88
7,Receivables,364.1,314.69,324.74,275.03,183.92,231.83,241.06,247.92,201.9,229.89,200.33,197.19,-,193.86,-,227.84,227.84,141.89,141.89
8,Inventory,610.02,446.59,259.25,222.04,136.53,125.16,140.78,130.81,154.31,160.25,150.87,136.28,-,132.4,-,97.79,97.79,86.65,86.65
9,Other Current Assets,122.21,24.67,155.87,26.49,174.38,6.36,193.05,9.23,4.59,4.12,10.07,12.47,-,10.92,-,7.84,7.84,8.22,8.22
10,Total Current Assets,1236,1054,895.95,729.81,634.14,664.65,725.56,775.88,802.19,841.56,891.35,1032,-,423.66,-,375.58,375.58,267.26,267.26
11,"Property, Plant & Equipment",450.48,447.48,441.47,432.55,324.81,320.71,293.6,277.41,228.71,224.27,216.86,214.71,-,212.07,-,180.08,180.08,172.01,172.01
12,Goodwill,8.25,8.25,8.25,8.25,20.84,20.84,20.84,-,-,-,-,-,-,-,-,-,-,-,-
13,Other Intangible Assets,16.85,17.6,17.93,18.83,20.42,20.76,20.73,8.97,8.95,9.33,9.34,9.25,-,9.32,-,9.22,9.22,9.11,9.11
14,Long-Term Deferred Tax Assets,72.93,61.04,53.35,54.7,31.05,27.79,23.14,22.02,3.02,3.48,3.71,3.71,-,3.1,-,3.38,3.38,2.59,2.59
15,Long-Term Deferred Charges,51.78,53.39,58.23,59.17,58.28,57.69,51.61,50.37,44.69,32.49,32.84,28.67,-,25.92,-,23.62,23.62,18.44,18.44
16,Other Long-Term Assets,40.26,40.78,47.17,34.14,106.18,57.1,45.58,24.15,56.5,41.52,21.26,23.53,-,20.87,-,13.69,13.69,10.05,10.05
