,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,8.41,10.13,17.74,22.39,2.34,11.5,11.18,22.02,44.34,57.92
1,Cash & Short-Term Investments,8.41,10.13,17.74,22.39,2.34,11.5,11.18,22.02,44.34,57.92
2,Cash Growth,-52.61%,-54.75%,659.05%,94.63%,-79.10%,-47.76%,-74.78%,-61.99%,-4.75%,11.60%
3,Accounts Receivable,58.79,45.57,38.22,57.71,77.16,53.78,59.78,76.85,130.16,143.53
4,Other Receivables,0,-0.47,0,-1.08,0.7,0.86,0.7,2.21,0.49,1.17
5,Receivables,58.79,45.1,38.22,56.62,77.86,54.64,60.48,79.06,130.65,144.7
6,Inventory,-,-,-,-,-,3.36,-,-,-,-
7,Prepaid Expenses,14.93,8.21,8.31,8.68,14.95,16.37,16.93,11.36,20.23,11.08
8,Other Current Assets,11.52,11.13,11.13,14.65,15.08,14.46,14.43,14.15,3.6,3.6
9,Total Current Assets,93.65,74.56,75.4,102.34,110.23,100.33,103.02,126.58,198.82,217.3
10,"Property, Plant & Equipment",73.32,73.62,76.17,76.63,80.37,80.91,81.51,82.58,95.78,97.03
11,Long-Term Investments,9.17,8.33,8.34,8.31,8.27,8.3,-,-,-,-
12,Other Long-Term Assets,22.66,23.79,24.31,24.82,25.85,26.99,26.99,25.85,26.37,28.12
13,Total Assets,198.79,180.31,184.22,212.1,224.72,216.53,211.52,235.01,320.97,342.45
14,Accounts Payable,19.69,20.25,12.13,25.69,17.2,24.25,15.73,24.28,21.7,25.94
15,Accrued Expenses,-,11.91,-,12.9,-,10.23,-,12.7,-,15.21
16,Short-Term Debt,38.24,33.54,30.69,31.05,-,46.64,-,50.77,52.81,54.79
17,Current Portion of Long-Term Debt,-,-,-,-,56.43,0.67,49.37,0.65,-,-
18,Current Portion of Leases,-,-,-,-,-,-,-,0.48,2.6,2.09
19,Current Income Taxes Payable,0.12,0.12,0.06,-,0.06,0.02,0.58,0.58,2.06,2.03
20,Current Unearned Revenue,12.03,6.04,9.88,15.32,19.29,13.25,4.61,2.88,5.22,3.45
21,Other Current Liabilities,14.7,0.01,13.73,0.01,10.5,0.01,15.36,0.01,19.62,0.01
22,Total Current Liabilities,84.78,71.87,66.48,84.97,103.48,95.06,85.65,92.35,104.01,103.51
23,Long-Term Debt,-,-,-,-,0.18,0.52,0.86,1.2,-,-
24,Long-Term Leases,-,-,-,-,-,-,-,-,10.14,10.97
25,Long-Term Deferred Tax Liabilities,3.22,3.36,3.6,3.66,2.66,2.8,2.72,2.59,1.91,3.9
26,Total Liabilities,88.17,75.36,70.08,88.63,106.32,98.38,89.23,96.13,116.06,118.38
27,Common Stock,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12,4.12
28,Additional Paid-In Capital,105.39,105.39,105.39,105.39,-,105.39,105.39,105.39,105.39,105.39
29,Retained Earnings,-14.8,-20.08,-10.9,-1.54,-,-6.85,-2.71,13.89,79.92,99.08
30,Comprehensive Income & Other,15.91,15.52,15.54,15.5,114.29,15.49,15.49,15.49,15.49,15.49
31,Shareholders' Equity,110.62,104.94,114.15,123.47,118.41,118.14,122.28,138.88,204.91,224.07
32,Total Liabilities & Equity,198.79,180.31,184.22,212.1,224.72,216.53,211.52,235.01,320.97,342.45
33,Total Debt,38.24,33.54,30.69,31.05,56.6,47.83,50.24,53.09,65.55,67.85
34,Net Cash (Debt),-29.83,-23.41,-12.95,-8.66,-54.27,-36.33,-39.05,-31.08,-21.21,-9.93
35,Net Cash Per Share,-0.07,-0.06,-0.03,-0.02,-0.14,-0.09,-0.10,-0.08,-0.05,-0.02
36,Filing Date Shares Outstanding,400,400,400,400,400,400,400,400,400,400
37,Total Common Shares Outstanding,400,400,400,400,400,400,400,400,400,400
38,Working Capital,8.87,2.7,8.92,17.37,6.75,5.27,17.38,34.24,94.82,113.79
39,Book Value Per Share,0.28,0.26,0.29,0.31,0.30,0.30,0.31,0.35,0.51,0.56
40,Tangible Book Value,110.62,104.94,114.15,123.47,118.41,118.14,122.28,138.88,204.91,224.07
41,Tangible Book Value Per Share,0.28,0.26,0.29,0.31,0.30,0.30,0.31,0.35,0.51,0.56
42,Land,-,85.88,-,85.88,-,85.88,-,85.88,-,85.88
43,Machinery,-,3.43,-,3.43,-,3.43,-,3.68,-,3.5
44,Leasehold Improvements,-,0.97,-,0.97,-,1.09,-,2.24,-,2.2
45,Order Backlog,90,-,72.7,-,148,-,58.8,-,123.3,-
