,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,108,130,136,156,220,120,128,204,228,208,280
1,Market Cap Growth,-16.67%,-16.67%,-38.18%,30.00%,71.88%,-41.18%,-43.86%,-1.92%,-18.57%,-16.13%,4.48%
2,Enterprise Value,137,153,149,164,273,155,166,234,249,218,303
3,Last Close Price,0.27,0.33,0.34,0.39,0.55,0.30,0.32,0.51,0.57,0.52,0.69
4,PE Ratio,-,-34.34,-,-,42.63,-32.00,-,-,-,-,45.17
5,PS Ratio,0.79,0.96,1.59,1.17,1.31,0.89,0.91,1.39,1.49,0.89,1.10
6,PB Ratio,1.01,1.21,1.33,1.41,1.84,1.04,1.12,1.72,1.69,1.05,1.29
7,P/TBV Ratio,1.21,1.21,1.33,1.41,1.84,1.04,1.12,1.72,1.69,1.05,1.29
8,P/FCF Ratio,-,-,-,-,7.76,-,36.60,-,-,-,18.17
9,P/OCF Ratio,-,-,-,-,7.76,-,33.32,-,-,-,15.82
10,EV/Sales Ratio,1.01,1.12,1.73,1.24,1.63,1.15,1.19,1.60,1.62,0.94,1.19
11,EV/EBITDA Ratio,-,-59.59,-,-,25.00,-10.51,-,-,-,-,36.10
12,EV/EBIT Ratio,-,-45.12,-,-,27.45,-9.79,-,-,-,-,44.30
13,EV/FCF Ratio,-8.71,-,-,-,9.62,-,47.44,-,-,-,19.70
14,Debt / Equity Ratio,0.35,0.35,0.32,0.27,0.25,0.48,0.40,0.41,0.38,0.32,0.30
15,Debt / FCF Ratio,-,-,-,-,1.06,-,13.28,-,-,-,4.28
16,Return on Capital Employed (ROCE),-,-3.06%,-,-,8.05%,-13.47%,-,-,-,-,2.95%
17,Earnings Yield,-3.51%,-2.91%,-13.24%,-2.69%,2.35%,-3.12%,-15.73%,-37.12%,-34.30%,-6.46%,2.21%
18,FCF Yield,-14.55%,-12.09%,-12.72%,23.75%,12.88%,-4.36%,2.73%,-6.45%,-6.63%,2.59%,5.50%
