,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,545,231,108,236,454,1180,2042,2178,2019,2087,1907,Upgrade
1,Market Cap Growth,-2.24%,-2.24%,-76.20%,-80.00%,-77.78%,-45.83%,1.12%,4.35%,5.88%,50.69%,-5.00%,Upgrade
2,Enterprise Value,6988,7337,7352,9407,9135,7285,6334,5252,4792,3660,3317,Upgrade
3,Last Close Price,0.67,0.39,0.22,0.47,0.91,2.37,4.10,4.37,4.05,4.19,4.32,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,5.39,4.71,-10.20,-,Upgrade
5,Forward PE,-,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.87,Upgrade
6,PS Ratio,0.10,0.08,0.03,0.06,0.13,0.23,0.30,0.32,0.45,1.13,1.08,Upgrade
7,PB Ratio,0.28,0.18,0.04,0.08,0.11,0.23,0.29,0.29,0.29,0.36,0.34,Upgrade
8,P/TBV Ratio,0.18,0.18,0.04,0.08,0.12,0.24,0.33,0.32,0.31,0.36,0.35,Upgrade
9,P/FCF Ratio,0.37,0.16,0.07,0.45,-,-,-,-,2.93,-,3.30,Upgrade
10,P/OCF Ratio,0.16,0.16,0.07,0.45,-,-,-,-,2.90,-,3.20,Upgrade
11,PEG Ratio,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,Upgrade
12,EV/Sales Ratio,2.35,2.47,1.89,2.51,2.55,1.45,0.93,0.78,1.08,1.98,1.87,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,-,-,4.44,4.84,16.14,-225.09,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,-,-,4.51,4.95,18.46,-,Upgrade
15,EV/FCF Ratio,4.71,4.94,4.60,17.87,-,-,-,-,6.96,-,5.73,Upgrade
16,Debt / Equity Ratio,5.07,5.07,2.95,2.64,2.37,1.77,1.17,0.90,0.55,0.60,0.64,Upgrade
17,Debt / FCF Ratio,4.45,4.45,4.56,14.27,-,-,-,-,5.61,-,6.17,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,10.33%,11.65%,2.25%,-,Upgrade
19,Earnings Yield,-312.03%,-737.86%,-1239.25%,-656.90%,-391.63%,-136.13%,-29.97%,18.55%,21.22%,-9.80%,-15.91%,Upgrade
20,FCF Yield,272.26%,643.82%,1479.79%,223.13%,-222.13%,-141.53%,-215.96%,-99.50%,34.08%,0.69%,30.33%,Upgrade
21,Buyback Yield / Dilution,-1.83%,-3.66%,-,-,-0.00%,0.00%,-0.20%,-11.81%,-12.79%,-1.08%,-,Upgrade
22,Total Shareholder Return,-1.83%,-3.66%,-,-,-0.00%,0.00%,-0.20%,-11.81%,-12.79%,-1.08%,-,Upgrade
