,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+14 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Cash & Equivalents,36.77,36.77,8.87,8.87,20.59,-,24.84,-,16.83,-,13.71,-,18.96,-,37.61,-,26.94,-,30.59,-,Upgrade
1,Short-Term Investments,-,-,-,-,24.53,-,-,-,101.5,-,5.96,-,-,-,33.04,-,26.25,-,-,-,Upgrade
2,Trading Asset Securities,24.92,24.92,32.63,32.63,35.06,-,24.35,-,3.55,-,1.06,-,1.06,-,0.58,-,0.58,-,0.13,-,Upgrade
3,Accounts Receivable,13.86,13.86,23.83,23.83,32.44,-,18.25,-,15.99,-,11.75,-,1.72,-,6.87,-,15.87,-,11.52,-,Upgrade
4,Other Receivables,10.27,10.27,-,-,24.11,-,-,-,0.08,-,0.34,-,0.24,-,-,-,0.11,-,0.41,-,Upgrade
5,"Property, Plant & Equipment",15.79,15.79,18.5,18.5,18.31,-,21.33,-,23.65,-,17.33,-,8.85,-,7.93,-,11.87,-,16.03,-,Upgrade
6,Goodwill,41.66,41.66,84.56,84.56,84.56,-,84.83,-,43.67,-,48.82,-,3.56,-,12.97,-,12.97,-,19.97,-,Upgrade
7,Other Intangible Assets,1.83,1.83,2.64,2.64,3.45,-,3.97,-,4.76,-,3.57,-,-,-,0.61,-,0.61,-,-,-,Upgrade
8,Investments in Debt & Equity Securities,17.41,17.41,25.24,25.24,23.77,-,2.39,-,2.89,-,11.99,-,2.57,-,3.6,-,3.49,-,2.13,-,Upgrade
9,Other Current Assets,5.16,5.16,26.32,26.32,5.61,-,40.02,-,53.51,-,40.53,-,32.49,-,3.39,-,3.13,-,5.42,-,Upgrade
10,Long-Term Deferred Tax Assets,0.21,0.21,0.17,0.17,0.17,-,0.2,-,0.17,-,0.17,-,-,-,-,-,-,-,-,-,Upgrade
11,Other Long-Term Assets,-,-,0.68,0.68,-,-,-,-,-,-,-,-,-,-,0.21,-,0.21,-,10,-,Upgrade
12,Total Assets,167.87,167.87,223.42,223.42,272.59,-,220.17,-,266.61,-,155.21,-,69.45,-,106.8,-,102.04,-,96.2,-,Upgrade
13,Accounts Payable,-,-,5.49,5.49,24.59,-,-,-,101.5,-,-,-,-,-,34.16,-,33.33,-,-,-,Upgrade
14,Accrued Expenses,-,-,-,-,-,-,11.27,-,-,-,12.1,-,4.65,-,12.91,-,3.06,-,-,-,Upgrade
15,Short-Term Debt,16.32,16.32,23.02,23.02,25.55,-,25.51,-,25.92,-,26.46,-,2,-,4,-,2.5,-,-,-,Upgrade
16,Current Portion of Long-Term Debt,-,-,-,-,0.24,-,0.36,-,0.36,-,0.36,-,-,-,-,-,-,-,-,-,Upgrade
17,Current Portion of Leases,3.51,3.51,3.65,3.65,2.7,-,1.96,-,3.66,-,3.43,-,3.13,-,1.16,-,4.6,-,6.44,-,Upgrade
18,Other Current Liabilities,9.17,9.17,-,-,12.02,-,-,-,48.34,-,18.09,-,17.21,-,2,-,-,-,5.84,-,Upgrade
19,Long-Term Debt,-,-,-,-,-,-,-,-,5.44,-,5.04,-,0.36,-,0.36,-,0.24,-,-,-,Upgrade
20,Long-Term Leases,4.98,4.98,6.43,6.43,5.82,-,8.67,-,8.84,-,10.48,-,3.38,-,3.52,-,3.65,-,4.59,-,Upgrade
21,Long-Term Deferred Tax Liabilities,1.01,1.01,1.28,1.28,1.28,-,1.28,-,1.28,-,1.08,-,0.46,-,0.46,-,0.46,-,0.46,-,Upgrade
