,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+14 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Interest and Dividend Income,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.02,-,-,Upgrade
1,Total Interest Expense,-,-,0.38,0.38,0.48,0.36,0.36,0.5,0.41,0.42,0.66,0.97,0.12,0.13,0.21,0.26,-,0.27,0.21,0.12,Upgrade
2,Net Interest Income,-,-,-0.38,-0.38,-0.48,-0.36,-0.36,-0.5,-0.41,-0.42,-0.66,-0.97,-0.12,-0.13,-0.21,-0.26,-,-0.25,-0.21,-0.12,Upgrade
3,Brokerage Commission,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,-,-,Upgrade
4,Asset Management Fee,-,-,0,0,0.01,0.02,0.02,0.02,0.14,0.02,0.07,0.05,0.03,0.02,0.02,0.03,-,-,-,-,Upgrade
5,Underwriting & Investment Banking Fee,-,-,7.98,7.98,6.4,6.57,2.93,6.79,5.15,5.28,4.39,4.82,3.67,4.53,8,6.97,-,6.77,22.99,4.01,Upgrade
6,Gain on Sale of Investments (Rev),-,-,-0.95,-0.95,-9.43,5.17,1.4,2.7,-1.12,1.11,0.01,0.01,0.48,-,-,-,-,0.13,-,-,Upgrade
7,Other Revenue,-,-,14.05,14.05,42.97,14.19,16.36,13.44,8.92,22.58,12.27,8,2.32,1.57,2.69,1.43,-,1.11,1.09,1.05,Upgrade
8,Revenue,-,-,20.71,20.71,39.47,25.59,20.35,22.45,12.68,28.57,16.08,11.91,6.39,5.99,10.5,8.16,-,7.9,23.87,4.95,Upgrade
