,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+14 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+14 Quarters
0,Market Capitalization,13,17,21,30,34,67,145,1126,635,274,534,512,310,218,262,103,51,62,101,169,149,Upgrade
1,Market Cap Growth,-88.15%,-74.40%,-85.19%,-97.37%,-94.66%,-75.59%,-72.92%,119.98%,104.71%,25.44%,103.56%,398.88%,504.10%,251.84%,160.65%,-39.39%,-65.52%,-68.16%,-60.00%,-45.00%,-47.27%,Upgrade
2,Last Close Price,0.29,0.29,0.36,0.60,0.68,1.35,2.91,23.72,15.81,6.83,13.30,12.76,9.34,7.19,8.63,3.59,1.80,2.17,3.52,5.93,5.21,Upgrade
3,PE Ratio,-,-,-,-,-,-4.84,-6.19,-,-,-,-55.29,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PS Ratio,0.17,-,-,0.28,0.32,0.62,1.78,13.40,7.95,3.96,8.48,12.68,8.91,7.04,10.64,3.87,1.29,-,2.00,2.99,4.06,Upgrade
5,PB Ratio,0.10,0.13,0.16,0.16,0.19,0.34,0.86,6.67,9.15,3.95,-,6.62,8.31,5.86,-,2.22,0.98,1.19,-,2.23,1.71,Upgrade
6,Debt / Equity Ratio,0.19,0.19,0.19,0.18,0.18,0.17,0.22,0.22,0.64,0.64,-,0.59,0.24,0.24,-,0.20,0.21,0.21,-,0.15,-,Upgrade
7,Asset Turnover,-,-,0.37,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
8,Quick Ratio,2.90,2.90,2.90,1.99,1.99,2.04,-,1.64,-,0.76,-,0.54,-,0.79,-,1.39,-,1.53,-,2.82,-,Upgrade
9,Current Ratio,3.08,3.08,3.08,2.80,2.80,2.12,-,2.61,-,1.06,-,1.20,-,1.95,-,1.45,-,1.60,-,3.18,-,Upgrade
10,Return on Equity (ROE),-,-,-16.80%,-16.12%,2.23%,15.24%,-21.68%,-117.32%,-,-,-14.73%,-8.02%,-,-,-70.94%,-1.22%,-,-,-10.17%,-35.87%,Upgrade,
11,Return on Assets (ROA),-,-,-13.75%,-12.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
12,Earnings Yield,-610.28%,-,-,-25.47%,-18.30%,-20.67%,-16.15%,-2.25%,-3.45%,-3.01%,-1.81%,-3.49%,-6.52%,-9.26%,-4.08%,-11.62%,-17.29%,-,-21.02%,-10.63%,-19.57%,Upgrade
13,FCF Yield,158.54%,-,-,-39.73%,-17.36%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Buyback Yield / Dilution,-23.91%,-,-,-8.75%,-23.10%,-23.67%,-24.81%,-29.89%,-25.07%,-32.09%,-45.09%,-23.05%,-12.89%,-,-0.21%,-,-,-,-,-,-,Upgrade
15,Total Shareholder Return,-23.91%,-,-,-8.75%,-23.10%,-23.67%,-24.81%,-29.89%,-25.07%,-32.09%,-45.09%,-23.05%,-12.89%,-,-0.21%,-,-,-,-,-,-,Upgrade
