,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,708.57,1086,1041,1213,696.21,808.73,933.02,925.36,668.57,901.61,496.64,965.93,820.47,1286,1145,1058,475.64,628.45,733.47,745.95,Upgrade
1,Trading Asset Securities,-,-,-,-,-,-,-,100.6,-,-,-,-,-,-,170,339,368,383.8,260,260,Upgrade
2,Cash & Short-Term Investments,708.57,1086,1041,1213,696.21,808.73,933.02,1026,668.57,901.61,496.64,965.93,820.47,1286,1315,1397,843.64,1012,993.47,1006,Upgrade
3,Cash Growth,1.77%,34.27%,11.54%,18.22%,4.13%,-10.30%,87.87%,6.21%,-18.51%,-29.87%,-62.23%,-30.84%,-2.75%,27.01%,32.37%,38.84%,12.07%,8.89%,17.56%,76.55%,Upgrade
4,Accounts Receivable,4552,4405,4211,3946,4488,4382,3902,4005,4397,3859,3775,3380,3777,3092,2835,2646,3090,2953,2349,2221,Upgrade
5,Other Receivables,54.71,66.62,53.11,57.25,84.3,99.63,69.55,76.55,76.34,75.93,80.53,73.32,89.8,96.46,104.69,64.27,84.93,94.33,121.29,94.89,Upgrade
6,Receivables,4607,4472,4264,4003,4572,4482,3971,4082,4473,3935,3855,3453,3866,3189,2940,2711,3175,3047,2471,2316,Upgrade
7,Inventory,1939,1996,1861,1731,1702,1734,1654,1684,1707,1974,2128,1896,1918,1935,1377,1391,1302,1328,1387,1333,Upgrade
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.58,-,-,-,-,Upgrade
9,Other Current Assets,362.76,310.17,249.82,203.21,218.44,222.81,230.25,225.89,343.27,318.2,395.05,289.89,412.22,407.41,316.99,229.67,266.27,117.13,269.35,199.74,Upgrade
10,Total Current Assets,7617,7863,7416,7150,7189,7247,6788,7018,7192,7129,6875,6605,7017,6817,5949,5728,5587,5505,5120,4855,Upgrade
11,"Property, Plant & Equipment",2357,2436,2420,2330,2179,2058,1970,1936,1821,1812,1787,1776,1726,1705,1690,1688,1467,1448,1437,1433,Upgrade
12,Long-Term Investments,91.69,101.78,100.95,100.47,104.89,105.61,106.69,106.4,111.8,111.26,111.18,111.09,112.73,110.13,107.65,110.42,107.04,107.39,107.76,108.38,Upgrade
13,Other Intangible Assets,221.82,223.41,225.02,226.62,228.23,229.83,231.44,233.05,206.19,207.58,209.09,210.51,211.75,213.43,215.15,216.87,176.32,177.61,178.91,180.2,Upgrade
14,Long-Term Deferred Tax Assets,69.36,65.59,58.12,59.27,61.13,64.17,57.02,52.78,50.35,50.1,50.95,42.98,44.98,43.22,38.8,33.81,40.74,41.02,52.41,32.75,Upgrade
15,Long-Term Deferred Charges,0.52,1.92,1.58,1.08,0.66,0.77,0.92,1.07,-,1.26,1.26,1.37,1.51,1.49,1.1,1.19,1.2,1.21,1.3,1.39,Upgrade
16,Other Long-Term Assets,32.27,24.82,25.36,25.91,26.31,26.67,27.48,27.76,8.89,7.95,8.12,8.29,15.65,23.52,23.96,20.34,36.68,29.79,24.58,17.99,Upgrade
17,Total Assets,10389,10717,10246,9893,9789,9733,9182,9375,9391,9320,9042,8755,9130,8913,8025,7800,7416,7310,6921,6629,Upgrade
18,Accounts Payable,1728,1748,1716,1229,1014,1082,1177,1147,1270,1128,1018,1103,1464,1351,1311,1121,1134,1081,1108,829.85,Upgrade
19,Accrued Expenses,44.3,136.54,4.56,151.07,4.98,145.79,4.08,131.94,4.62,115.3,3.1,135.13,6.34,115.53,3.48,129.63,3.43,76.02,2.22,93.26,Upgrade
20,Short-Term Debt,3343,3567,2878,2567,3322,3459,2950,3139,2997,3397,3144,2950,2790,2654,2111,2064,1982,2021,1870,1741,Upgrade
21,Current Portion of Long-Term Debt,791.19,506.86,952.85,1544,760.76,566.55,321.62,261.62,389.75,524.26,546.36,546.4,10,10,20,20,-,-,-,-,Upgrade
22,Current Portion of Leases,-,1.21,-,1.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Current Income Taxes Payable,-,9.37,15.11,17.4,28.87,9.35,11.34,4.12,11.09,6.16,29.25,11.74,20.36,8.08,24.63,2.26,26.07,10.96,17.96,6.6,Upgrade
24,Current Unearned Revenue,255.13,240.47,253.48,257.13,211.09,231.05,226.41,312.4,301.26,270.65,276.72,255.64,235.29,203.94,206.11,214.76,350.58,340.15,322.84,-,Upgrade
25,Other Current Liabilities,158.39,49.21,379.25,255.49,188.1,59.9,164.68,70.83,164.73,45.41,147.99,56.88,153.41,45.01,134.81,51.35,96.68,18.62,93.42,355.95,Upgrade
26,Total Current Liabilities,6320,6258,6199,6023,5529,5554,4855,5066,5138,5487,5166,5058,4680,4388,3810,3602,3593,3548,3415,3027,Upgrade
27,Long-Term Debt,863.25,1273,913.68,801.71,1211,1179,1367,1359,1332,940.02,978.37,857.88,1530,1549,1239,1236,1023,1009,877.65,869.87,Upgrade
28,Long-Term Leases,0.01,4.76,4.72,4.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
29,Long-Term Unearned Revenue,114.97,116.34,68.37,69.18,67.53,68.43,64.44,65.6,66.51,67.04,63.11,63.79,57.07,58.26,58.4,66.59,57.28,39.77,27.74,29.13,Upgrade
30,Long-Term Deferred Tax Liabilities,-,0.13,1.07,0.13,0.12,0.12,0.1,0.27,0,0,0.34,1.89,0.88,0.98,6.43,10.61,0.86,6.68,-,2.43,Upgrade
31,Other Long-Term Liabilities,1.64,1.64,1.64,1.64,1.58,1.58,1.58,1.58,1.53,1.53,1.53,1.53,1.54,1.48,1.48,1.48,1.41,1.41,1.41,1.41,Upgrade
32,Total Liabilities,7300,7654,7188,6901,6810,6803,6289,6492,6538,6496,6209,5983,6270,5997,5116,4917,4675,4605,4322,3929,Upgrade
33,Common Stock,691.38,691.38,691.38,691.07,691.06,691.06,691.06,691.06,691.06,691.06,691.05,691.05,691.05,691.04,691.04,691.04,691.04,691.03,691.03,691.03,Upgrade
34,Additional Paid-In Capital,1270,1270,1270,1114,1115,1114,1114,1114,1114,1114,1114,1114,1040,1123,1119,1244,1077,1077,1076,1077,Upgrade
35,Retained Earnings,1027,976.27,972.78,947.38,932.54,898.48,868.74,846.39,808.87,789.26,765.4,738.09,815.83,707.72,713.47,680.04,763.26,710.56,737.36,717.76,Upgrade
36,Comprehensive Income & Other,13.08,36.64,27.15,145.16,146.2,133.73,130.68,144.11,152.85,147.59,187.34,154.96,241.72,324.14,318.34,201.7,148.73,167.58,38.89,157.74,Upgrade
37,Total Common Equity,3001,2974,2961,2897,2884,2837,2804,2795,2766,2741,2757,2698,2788,2846,2842,2817,2680,2646,2543,2643,Upgrade
38,Minority Interest,88.05,88.64,96.77,95.49,94.37,92.66,88.91,87.38,85.82,82.7,76.01,74.3,72.28,70.54,67.55,65.55,60.67,59.03,56.95,56.41,Upgrade
39,Shareholders' Equity,3089,3062,3058,2993,2979,2930,2893,2882,2852,2824,2833,2772,2860,2916,2910,2883,2740,2705,2600,2699,Upgrade
