,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,520.6,452.57,328.06,260.16,182.02,53.19,23.13,9.46,13.03,20.7
1,Revenue Growth (YoY),58.69%,73.96%,80.24%,389.09%,686.87%,462.23%,77.53%,-54.30%,-47.05%,-
2,Cost of Revenue,143.7,128.58,78.06,48.09,23.48,39.71,9.14,3.82,3.14,3.96
3,Gross Profit,376.91,323.98,250,212.07,158.54,13.49,13.99,5.64,9.89,16.74
4,"Selling, General & Admin",308.59,280.85,228.48,170.75,95.79,41.16,38.03,34.96,37.84,74.73
5,Research & Development,46.06,53.92,49.97,80.9,70.27,125.95,88.75,135.87,99.33,115.27
6,Other Operating Expenses,-11,-4.01,-13.87,-8.19,-0.57,-13.61,2.66,-2.13,1.08,-12.75
7,Operating Expenses,343.65,330.45,264.58,244.06,165.49,153.5,129.43,168.71,138.25,177.26
8,Operating Income,33.26,-6.46,-14.58,-31.98,-6.95,-140.01,-115.45,-163.06,-128.36,-160.52
9,Interest Expense,-3.88,-2.91,-2.26,-3.18,-3.42,-2.19,-0.27,-0.19,-1.52,-1.88
10,Interest & Investment Income,2.18,1.7,1.28,1.85,0.42,0.26,0.71,1.18,0.7,0.08
11,Earnings From Equity Investments,-,-2.89,0.4,-0.86,-5.77,-0.02,-,-,-,-
12,Currency Exchange Gain (Loss),-,2.26,-,1.3,-,1.24,-,0.32,-,2.4
13,Other Non Operating Income (Expenses),-,-11.8,-,-,-,-,-,-,-,-23.19
14,EBT Excluding Unusual Items,31.56,-20.11,-15.16,-32.88,-15.72,-140.72,-115.01,-161.75,-129.18,-183.11
15,Gain (Loss) on Sale of Investments,-,0.94,-,0.91,-,-,-,2.21,-,1.03
16,Gain (Loss) on Sale of Assets,-,-3.42,-,-2.36,-,-5.49,-,0.22,-,-0.46
17,Asset Writedown,-,-,-,-,-,-,-,-,-,-1.07
18,Pretax Income,31.56,-22.59,-15.16,-34.32,-15.72,-146.21,-115.01,-159.32,-129.18,-183.61
19,Income Tax Expense,-,-,0,-,-,-,-,-,-,-
20,Earnings From Continuing Operations,31.56,-22.59,-15.16,-34.32,-15.72,-146.21,-115.01,-159.32,-129.18,-183.61
21,Minority Interest in Earnings,-,-,-,0.13,-,-,-,-,-,-
22,Net Income,31.56,-22.59,-15.16,-34.19,-15.72,-146.21,-115.01,-159.32,-129.18,-183.61
23,Net Income to Common,31.56,-22.59,-15.16,-34.19,-15.72,-146.21,-115.01,-159.32,-129.18,-183.61
24,Shares Outstanding (Basic),725,725,725,703,575,575,571,571,570,378
25,Shares Outstanding (Diluted),725,725,725,703,575,575,571,571,570,378
26,Shares Change (YoY),-,3.10%,26.08%,22.28%,0.65%,0.80%,0.26%,50.99%,94.30%,-
27,EPS (Basic),0.04,-0.03,-0.02,-0.05,-0.03,-0.25,-0.20,-0.28,-0.23,-0.49
28,EPS (Diluted),0.04,-0.03,-0.02,-0.05,-0.03,-0.25,-0.20,-0.28,-0.23,-0.49
29,Free Cash Flow,-41.05,-77.49,-63.36,-150.03,-29.02,-138.66,-148.76,-149.48,-134.13,-146.64
30,Free Cash Flow Per Share,-0.06,-0.11,-0.09,-0.21,-0.05,-0.24,-0.26,-0.26,-0.24,-0.39
31,Operating Margin,6.39%,-1.43%,-4.44%,-12.29%,-3.82%,-263.22%,-499.07%,-1723.54%,-985.13%,-775.38%
32,Profit Margin,6.06%,-4.99%,-4.62%,-13.14%,-8.64%,-274.87%,-497.17%,-1683.91%,-991.43%,-886.94%
33,Free Cash Flow Margin,-7.89%,-17.12%,-19.31%,-57.67%,-15.94%,-260.67%,-643.11%,-1579.94%,-1029.36%,-708.33%
34,EBITDA,61.76,15.75,2.01,-14.49,10.06,-123.69,-100.52,-148.41,-114.1,-148.2
35,D&A For EBITDA,28.5,22.22,16.58,17.49,17.01,16.32,14.93,14.65,14.26,12.32
36,EBIT,33.26,-6.46,-14.58,-31.98,-6.95,-140.01,-115.45,-163.06,-128.36,-160.52
37,Advertising Expenses,268.53,-,190.58,-,-,-,-,-,-,-
