,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,114.49,102.66,57.37,31.28,8.99,6.41,3.86,3.85,2.58,128.98,Upgrade
1,Revenue Growth (YoY),99.56%,228.17%,538.30%,387.71%,132.61%,66.73%,50.00%,-97.02%,-98.37%,-15.63%,Upgrade
2,Cost of Revenue,72.44,64.84,27.18,15.75,2.45,4.24,0.49,0.55,0.09,59.76,Upgrade
3,Gross Profit,42.05,37.82,30.19,15.53,6.54,2.18,3.37,3.3,2.49,69.21,Upgrade
4,"Selling, General & Admin",42.26,37.16,31.58,18.34,17.23,13.63,13.24,19.55,39.46,86.11,Upgrade
5,Other Operating Expenses,-1.89,-0.77,-1.49,-0.1,-0.6,0.2,-0.58,-2.43,-1.15,-6.61,Upgrade
6,Operating Expenses,40.37,36.39,30.09,18.25,16.63,13.82,12.66,17.13,38.32,79.5,Upgrade
7,Operating Income,1.68,1.43,0.1,-2.71,-10.1,-11.65,-9.28,-13.83,-35.83,-10.29,Upgrade
8,Interest Expense,-0.41,-0.43,-0.23,-0.15,-0.11,-0.19,-0.2,-0.3,-0.37,-0.73,Upgrade
9,Interest & Investment Income,1.61,1.6,1.18,0.82,0.53,0.62,0.52,0.35,0.13,0.79,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-0.83,-0.77,Upgrade
11,Currency Exchange Gain (Loss),-,-,-,-,-,0.83,0.24,-,-,0.51,Upgrade
12,EBT Excluding Unusual Items,2.89,2.6,1.05,-2.04,-9.68,-10.39,-8.73,-13.78,-36.9,-10.49,Upgrade
13,Gain (Loss) on Sale of Investments,-0.07,-0,-0.17,1.53,-0.47,-0.61,-0.69,0.71,-0.06,0.19,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,0.35,-,-,-0.06,0.21,-0.03,5.83,-,Upgrade
15,Asset Writedown,-,-,-,-1.84,-,-3.07,-,-11.24,-2.19,-22.72,Upgrade
16,Other Unusual Items,0.14,1.79,0.68,4.11,6.16,3.37,1.84,10.61,13.93,-,Upgrade
17,Pretax Income,2.96,4.39,1.91,1.76,-3.98,-10.76,-7.38,-13.73,-19.4,-33.02,Upgrade
18,Income Tax Expense,-,-3.03,-,-0.02,-,-0,-0.21,-0.26,0.03,0.1,Upgrade
19,Earnings From Continuing Operations,2.96,7.42,1.91,1.78,-3.98,-10.76,-7.16,-13.47,-19.43,-33.12,Upgrade
20,Earnings From Discontinued Operations,-0.48,-,-0.3,-,-,-,-,-,-,-,Upgrade
21,Net Income to Company,2.48,7.42,1.61,1.78,-3.98,-10.76,-7.16,-13.47,-19.43,-33.12,Upgrade
22,Minority Interest in Earnings,-,0,0,-,0,0,0,-,0,-0,Upgrade
23,Net Income,2.48,7.42,1.61,1.78,-3.98,-10.76,-7.16,-13.47,-19.42,-33.12,Upgrade
24,Net Income to Common,2.48,7.42,1.61,1.78,-3.98,-10.76,-7.16,-13.47,-19.42,-33.12,Upgrade
25,Net Income Growth,54.20%,317.21%,-,-,-,-,-,-,-,-,Upgrade
26,Shares Outstanding (Basic),510,510,510,510,510,510,510,510,510,510,Upgrade
27,Shares Outstanding (Diluted),510,510,510,510,510,510,510,510,510,510,Upgrade
28,Shares Change (YoY),-,-,-,-,-,-,-,-,-,0.55%,Upgrade
29,EPS (Basic),0.00,0.01,0.00,0.00,-0.01,-0.02,-0.01,-0.03,-0.04,-0.06,Upgrade
30,EPS (Diluted),0.00,0.01,0.00,0.00,-0.01,-0.02,-0.01,-0.03,-0.04,-0.06,Upgrade
31,EPS Growth,54.23%,317.24%,-,-,-,-,-,-,-,-,Upgrade
32,Free Cash Flow,35.49,1.8,23.35,15.63,1.02,-1.51,-9.04,-8,-33.26,-57.32,Upgrade
33,Free Cash Flow Per Share,0.07,0.00,0.05,0.03,0.00,-0.00,-0.02,-0.02,-0.07,-0.11,Upgrade
34,Operating Margin,1.47%,1.39%,0.17%,-8.68%,-112.34%,-181.56%,-240.22%,-359.45%,-1390.76%,-7.98%,Upgrade
35,Profit Margin,2.17%,7.23%,2.80%,5.68%,-44.30%,-167.73%,-185.38%,-350.06%,-754.00%,-25.68%,Upgrade
36,Free Cash Flow Margin,31.00%,1.75%,40.69%,49.98%,11.35%,-23.54%,-233.93%,-207.90%,-1291.15%,-44.44%,Upgrade
37,EBITDA,2.36,2.01,0.45,-2.62,-9.6,-11.27,-9.19,-13.18,-34.74,-8.57,Upgrade
38,D&A For EBITDA,0.68,0.58,0.35,0.09,0.49,0.37,0.1,0.65,1.08,1.71,Upgrade
39,EBIT,1.68,1.43,0.1,-2.71,-10.1,-11.65,-9.28,-13.83,-35.83,-10.29,Upgrade
