,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,178.19,146.49,138.33,110.45,127.69,119.44,101.24,94.33,131.12,104.66,100.87,132.83,117.76,120.05,104.56,102.92,102.92,78.41,78.41
1,Other Revenue,-6.02,6.02,-,3.76,-1.85,1.85,-,3.63,-2,2,-,4.56,-2,2,-,1.56,1.56,0.72,0.72
2,Revenue,172.17,152.51,138.33,114.21,125.84,121.28,101.24,97.97,129.12,106.66,100.87,137.39,115.76,122.04,104.56,104.48,104.48,79.14,79.14
3,Revenue Growth (YoY),36.81%,25.75%,36.64%,16.58%,-2.54%,13.71%,0.36%,-28.69%,11.54%,-12.61%,-3.52%,31.50%,10.80%,54.22%,32.12%,-,-,-,-
4,Cost of Revenue,123.73,118.76,109.27,93.75,88.8,84.08,71.58,68.43,92.7,81.41,74.74,105.12,80.84,88.14,73.66,70.76,70.76,52.19,52.19
5,Gross Profit,48.43,33.75,29.06,20.46,37.04,37.2,29.66,29.54,36.42,25.25,26.13,32.27,34.92,33.9,30.9,33.71,33.71,26.94,26.94
6,"Selling, General & Admin",24.85,22.8,22.67,19.61,21.92,16.91,10.69,8.36,10.9,15.61,8.41,11.52,10.02,17.47,-,8.31,8.31,6.88,6.88
7,Research & Development,8.76,11.44,10.64,9.43,9.76,7.01,6.96,7.89,4.55,6.34,6.78,5.25,5.89,11.19,-,5.25,5.25,4.03,4.03
8,Other Operating Expenses,1.76,1.87,1.53,3.32,1.52,-0.59,-0.13,7.43,0.19,-4.39,1.04,2.64,0.11,-14.3,15.6,-0.6,-0.6,0.3,0.3
9,Operating Expenses,35.41,37.36,36.91,30.88,33.91,23.92,18.87,22.22,15.45,17.15,15.94,20.07,16.77,15.18,15.6,12.98,12.98,11.41,11.41
