,Fiscal Quarter,Current,Q2 2025,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,28,32,28,17,21,19,20,25,30,31,39,33,50,54,60,41,46,45,46,76,114,Upgrade
1,Market Cap Growth,71.93%,71.93%,43.33%,-32.05%,-29.35%,-40.62%,-50.00%,-23.53%,-39.87%,-42.17%,-34.43%,-18.40%,8.51%,21.17%,28.87%,-46.58%,-59.71%,-46.48%,-54.72%,-38.03%,1.27%,Upgrade
2,Enterprise Value,-55,-46,-58,-70,-66,-68,-67,-63,-58,-49,-42,-66,-50,-36,-31,-59,-53,-52,-50,13,51,Upgrade
3,Last Close Price,0.09,0.10,0.09,0.05,0.07,0.06,0.06,0.08,0.09,0.10,0.12,0.10,0.15,0.17,0.18,0.13,0.14,0.14,0.14,0.23,0.35,Upgrade
4,PE Ratio,-,-,-,-,-,-1.63,-,-,-,-1.97,-,-,32.45,-,-,15.64,-,-2.36,-,-,-,Upgrade
5,PS Ratio,0.20,0.23,0.20,0.13,0.16,0.13,0.14,0.18,0.20,0.18,0.21,0.18,0.30,0.42,0.53,0.42,0.62,0.57,0.74,1.08,1.61,Upgrade
6,PB Ratio,0.35,0.40,0.35,0.22,0.26,0.23,0.24,0.31,0.33,0.34,0.41,0.35,-,0.50,0.52,0.36,-,0.41,0.41,0.68,-,Upgrade
7,P/TBV Ratio,0.40,0.40,0.35,0.22,0.26,0.23,0.24,0.31,0.33,0.34,0.41,0.35,-,0.50,0.52,0.36,-,0.41,0.49,0.81,-,Upgrade
8,EV/Sales Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.18,0.72,Upgrade
9,Debt / Equity Ratio,0.09,0.09,0.09,0.10,0.10,0.07,0.08,0.08,0.09,0.09,0.16,0.16,-,0.07,0.14,0.14,-,0.09,0.06,0.06,-,Upgrade
10,Debt / EBITDA Ratio,-,7.89,7.89,-,-,1.50,-,-,-,4.57,-,-,-,-,-,0.87,-,0.58,-,-,-,Upgrade
11,Asset Turnover,0.95,0.92,0.85,0.87,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
12,Inventory Turnover,20.07,22.24,38.04,128.75,31.97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Quick Ratio,2.13,2.13,2.13,1.95,1.95,2.15,-,2.31,-,2.40,-,2.02,-,2.24,-,2.75,-,2.52,-,2.79,-,Upgrade
14,Current Ratio,2.21,2.21,2.21,2.06,2.06,2.25,-,2.32,-,2.46,-,2.10,-,2.34,-,2.78,-,2.68,-,2.84,-,Upgrade
15,Return on Equity (ROE),-1.20%,-1.20%,-2.65%,-2.63%,4.16%,-8.68%,-36.47%,-10.86%,1.42%,-7.19%,-,-,-8.93%,-14.35%,-,-,13.69%,-20.04%,-,-,Upgrade,
16,Return on Assets (ROA),-0.24%,-0.23%,-3.34%,-3.43%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
17,Return on Capital (ROIC),-0.41%,-0.41%,-6.12%,-6.16%,2.59%,-4.86%,-25.00%,-6.15%,0.89%,-3.24%,-,-,-4.73%,-7.57%,-,-,8.71%,-11.22%,-,-,Upgrade,
18,Return on Capital Employed (ROCE),-,-,-,-,-,-14.69%,-,-,-,-17.16%,-,-,-,-,-,0.70%,-,-11.83%,-,-,-,Upgrade
19,Earnings Yield,-5.50%,-4.83%,-1.61%,-11.56%,-44.39%,-61.19%,-60.79%,-46.41%,-69.60%,-50.89%,-47.92%,-63.65%,3.08%,-6.06%,5.22%,6.39%,-36.51%,-42.33%,-57.25%,-30.37%,-17.15%,Upgrade
20,FCF Yield,-20.76%,-18.22%,-17.06%,-21.68%,-8.84%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
21,Buyback Yield / Dilution,-,-,-0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-0.16%,-20.23%,-56.25%,-56.25%,-56.00%,-29.96%,Upgrade,
22,Total Shareholder Return,-,-,-0.00%,0.00%,-,-,-,-,-,-,-,-,-,-,-0.16%,-20.23%,-56.25%,-56.25%,-56.00%,-29.96%,Upgrade,
