,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Market Capitalization,611,1036,710,728,644,640,496,660,752,796,936,1000,876,652,408,472,440,464,404,420,424,Upgrade
1,Market Cap Growth,61.92%,61.92%,43.04%,10.30%,-14.36%,-19.60%,-47.01%,-34.00%,-14.16%,22.09%,129.41%,111.86%,99.09%,40.52%,0.99%,12.38%,3.77%,0.87%,1.00%,23.53%,17.78%,Upgrade
2,PE Ratio,37.77,66.56,42.23,45.38,36.67,42.84,27.57,36.92,64.03,69.87,163.58,148.45,104.20,46.70,27.79,30.62,29.91,28.78,22.44,22.25,18.69,Upgrade
3,PS Ratio,1.11,1.96,1.28,1.38,1.94,1.76,1.30,1.91,2.59,3.42,6.36,7.45,8.11,7.06,5.86,8.13,8.73,9.15,7.14,6.99,7.37,Upgrade
4,PB Ratio,1.59,2.67,1.81,2.10,-,1.87,1.40,1.88,-,2.18,2.49,2.68,-,1.80,1.13,1.31,-,1.44,1.23,1.25,-,Upgrade
5,Debt / Equity Ratio,0.58,0.58,0.58,0.46,-,0.66,0.79,0.79,-,0.54,0.67,0.67,-,0.50,0.37,0.37,-,0.31,0.24,0.24,-,Upgrade
6,Quick Ratio,1.69,1.69,1.69,1.60,-,1.67,-,1.67,-,2.78,-,2.13,-,2.44,-,3.07,-,3.26,-,3.92,-,Upgrade
7,Current Ratio,2.79,2.79,2.79,1.92,-,2.38,-,2.42,-,3.26,-,2.98,-,2.62,-,3.09,-,3.27,-,3.93,-,Upgrade
8,Asset Turnover,0.55,0.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
9,Return on Equity (ROE),3.42%,3.65%,6.21%,-,5.07%,2.30%,-,-,7.84%,2.49%,-,-,1.29%,4.05%,-,-,2.18%,4.82%,-,-,Upgrade,
10,Return on Assets (ROA),1.89%,1.95%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
11,Earnings Yield,2.55%,1.50%,2.37%,2.20%,2.73%,2.33%,3.63%,2.71%,1.56%,1.43%,0.61%,0.67%,0.96%,2.14%,3.60%,3.27%,3.34%,3.47%,4.46%,4.49%,5.35%,Upgrade
12,Earnings Yield,2.55%,1.50%,2.37%,2.20%,2.73%,2.33%,3.63%,2.71%,1.56%,1.43%,0.61%,0.67%,0.96%,2.14%,3.60%,3.27%,3.34%,3.47%,4.46%,4.49%,5.35%,Upgrade
13,FCF Yield,6.85%,-11.54%,-8.50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Dividend Yield,0.00%,-,-,-,-,-,-,1.54%,-,-,-,1.03%,-,-,-,2.23%,-,-,-,3.09%,-,Upgrade
15,Buyback Yield / Dilution,-3.52%,-7.05%,-7.05%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.14%,-2.22%,Upgrade
16,Total Shareholder Return,-3.52%,-7.05%,-7.05%,-,-,-,-,1.54%,-,-,-,1.03%,-,-,-,2.23%,-,-,-,3.23%,-2.22%,Upgrade
