,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Interest and Dividend Income,4690,5978,3963,3701,4101,4511,4965,1806,3698,5283,2672,4414,5301,5091,5671,4954,5263,4559,4070,4302,Upgrade
1,Total Interest Expense,2353,2581,2774,2735,2597,2556,2523,2303,2158,2040,2253,2292,2197,2123,2115,2041,1772,1792,1840,1829,Upgrade
2,Net Interest Income,2338,3398,1189,966.86,1504,1955,2442,-497.2,1540,3243,418.8,2122,3103,2968,3556,2913,3491,2767,2230,2473,Upgrade
3,Brokerage Commission,-,-,-,14814,-,-,-,16670,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,Gain on Sale of Investments (Rev),883.36,-267.83,352.88,96.7,-363.74,54.31,212.73,1770,-1114,-166.05,-490.45,331.03,-483.14,1056,-496.87,-569.48,-730.86,2137,-170.76,84.92,Upgrade
5,Other Revenue,3482,3678,3356,-10958,3574,4015,3770,-12231,4403,4228,4724,4955,5721,5080,5154,5170,4310,3151,3299,2774,Upgrade
6,Revenue Before Loan Losses,6703,6808,4899,4920,4714,6024,6425,5713,4829,7305,4652,7408,8341,9104,8213,7513,7070,8055,5358,5332,Upgrade
7,Provision for Loan Losses,-51.71,51.71,-,-41.15,21.91,-21.91,-,-188.92,146.96,-146.96,-,356.9,-69.4,69.4,-,388.31,-2.01,2.01,-,122.47,Upgrade
8,Revenue,6755,6757,4899,4961,4692,6046,6425,5902,4682,7452,4652,7051,8411,9035,8213,7125,7072,8053,5358,5210,Upgrade
9,Revenue Growth (YoY),43.95%,11.76%,-23.76%,-15.94%,0.22%,-18.86%,38.10%,-16.30%,-44.33%,-17.52%,-43.35%,-1.04%,18.93%,12.20%,53.27%,36.76%,34.62%,74.42%,-21.66%,33.25%,Upgrade
10,Salaries & Employee Benefits,-,-,-,8773,-,-,-,8880,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,Cost of Services Provided,3959,3222,2998,-9706,3167,3464,3624,-9237,3326,3882,2564,3578,4480,4020,3883,3292,3707,3359,2386,2533,Upgrade
12,Other Operating Expenses,304.07,256.17,183.51,3427,118.34,82.11,80.07,2105,200.12,359.07,507.97,189.03,601.57,705.59,783.97,1590,103.97,78.24,153.62,178.04,Upgrade
13,Total Operating Expenses,4287,3527,3120,3442,3309,3635,3639,2822,3293,4395,2947,3340,5450,4645,4784,4450,4194,3495,2624,2314,Upgrade
14,Operating Income,2468,3230,1778,1519,1384,2411,2786,3080,1389,3056,1705,3711,2961,4389,3429,2675,2878,4557,2734,2896,Upgrade
15,Currency Exchange Gains,32.48,10.18,5.13,5.72,35.84,-31.98,-9.58,43.45,-23.11,-9.63,-10.71,-4.51,0.66,13.48,-5.37,4.93,10.26,3.64,15.78,-0.41,Upgrade
16,Other Non-Operating Income (Expenses),607.66,55.25,-,-,-6.93,767.32,61.34,-749.26,749.26,-125.41,125.41,-56.76,1172,-114.33,112.96,-916.19,886.39,-3.09,2.08,-823.15,Upgrade
17,EBT Excluding Unusual Items,3108,3295,1784,2240,1412,3146,2837,3314,2115,2921,1820,3650,4133,4288,3536,1764,3775,4558,2752,2072,Upgrade
18,Asset Writedown,8.21,-7.87,-4.91,6.45,-1.47,-8.54,-0.07,-0.01,-0.55,-11.44,-0.01,2.28,-2.28,0.65,-0.65,1.55,-1.55,4.74,-4.74,1.11,Upgrade
19,Gain (Loss) on Sale of Investments,-63.66,63.66,-,-71.66,2.53,-2.53,-,234.22,-91.45,91.45,-,-645.61,257.44,-257.44,-,-371.86,213.57,-213.57,-,-315.37,Upgrade
20,Other Unusual Items,12.57,-55.01,42.44,-821.73,-,-,-,-,-751.66,751.66,-,-,-650.36,650.36,-,1088,-757.66,757.66,-,761.36,Upgrade
21,Pretax Income,3065,3296,1821,1357,1414,3136,2838,3541,1272,3753,1821,3006,3739,4683,3536,2516,3229,5107,2747,2520,Upgrade
22,Income Tax Expense,303.76,273.96,108.09,30.72,-32.53,471.1,412.23,536.84,31.34,667.73,253.87,500.73,666.58,996.46,745.17,462.13,630.75,1155,580.45,472.94,Upgrade
23,Earnings From Continuing Ops.,2762,3022,1713,1326,1447,2664,2426,3004,1241,3085,1568,2506,3073,3686,2791,2054,2598,3952,2167,2047,Upgrade
24,Minority Interest in Earnings,-359.55,-198.3,-174.74,-158.33,-174.93,-282.79,-269.06,-309.08,-204.72,-189.87,-265.06,-292.24,-320.14,-338.53,-249.88,-155.63,-209.75,-271.39,-95.98,-123.38,Upgrade
25,Net Income,2402,2824,1538,1168,1272,2382,2157,2695,1036,2896,1303,2213,2752,3348,2541,1898,2389,3681,2071,1923,Upgrade
26,Preferred Dividends & Other Adjustments,-444.56,444.56,-,685.88,-261.33,261.33,-,198.58,-19.87,19.87,-,12.66,-,-,-,-,-,-,-,-,Upgrade
27,Net Income to Common,2847,2379,1538,481.91,1533,2120,2157,2496,1056,2876,1303,2201,2752,3348,2541,1898,2389,3681,2071,1923,Upgrade
28,Net Income Growth,88.90%,18.57%,-28.67%,-56.67%,22.72%,-17.75%,65.58%,21.76%,-62.35%,-13.50%,-48.74%,16.61%,15.23%,-9.06%,22.71%,-1.31%,61.87%,201.51%,-29.07%,931.56%,Upgrade
29,Shares Outstanding (Basic),10155,6163,9049,5523,9688,7224,7988,7012,8200,7575,7662,7544,7698,7543,7700,7662,7581,7574,7669,7718,Upgrade
30,Shares Outstanding (Diluted),10155,6163,9049,5523,9688,7224,7988,7012,8200,7575,7662,7544,7698,7543,7700,7662,7581,7574,7669,7718,Upgrade
31,Shares Change (YoY),4.82%,-14.69%,13.28%,-21.23%,18.15%,-4.64%,4.25%,-7.06%,6.52%,0.43%,-0.49%,-1.53%,1.55%,-0.41%,0.40%,-0.73%,-2.40%,3.50%,-0.17%,1.15%,Upgrade
32,EPS (Basic),0.28,0.39,0.17,0.09,0.16,0.29,0.27,0.36,0.13,0.38,0.17,0.29,0.36,0.44,0.33,0.25,0.32,0.49,0.27,0.25,Upgrade
33,EPS (Diluted),0.28,0.39,0.17,0.09,0.16,0.29,0.27,0.36,0.13,0.38,0.17,0.29,0.36,0.44,0.33,0.25,0.32,0.48,0.27,0.25,Upgrade
34,EPS Growth,74.85%,32.66%,-37.04%,-75.49%,24.27%,-23.33%,58.82%,23.15%,-64.39%,-13.95%,-48.48%,16.70%,13.47%,-8.35%,22.22%,-0.58%,65.84%,188.49%,-28.95%,1133.72%,Upgrade
35,Free Cash Flow,64554,-21858,-12061,-15157,4401,12291,-4829,20201,-8480,14119,13606,-19615,-2404,-2781,-3194,10142,11364,2657,-7378,16028,Upgrade
36,Free Cash Flow Per Share,6.36,-3.55,-1.33,-2.74,0.45,1.70,-0.60,2.88,-1.03,1.86,1.78,-2.60,-0.31,-0.37,-0.41,1.32,1.50,0.35,-0.96,2.08,Upgrade
37,Dividend Per Share,-,0.100,-,0.300,-,-,-,0.350,-,-,-,0.500,-,-,-,0.450,-,-,-,0.350,Upgrade
38,Dividend Growth,-,-,-,-14.29%,-,-,-,-30.00%,-,-,-,11.11%,-,-,-,28.57%,-,-,-,-,Upgrade
39,Operating Margin,36.53%,47.80%,36.31%,30.62%,29.49%,39.88%,43.36%,52.18%,29.66%,41.01%,36.65%,52.63%,35.20%,48.58%,41.75%,37.54%,40.70%,56.60%,51.02%,55.58%,Upgrade
40,Profit Margin,42.14%,35.22%,31.40%,9.71%,32.67%,35.07%,33.57%,42.30%,22.56%,38.59%,28.00%,31.21%,32.72%,37.05%,30.94%,26.64%,33.77%,45.71%,38.64%,36.92%,Upgrade
41,Free Cash Flow Margin,955.68%,-323.51%,-246.22%,-305.54%,93.80%,203.30%,-75.16%,342.29%,-181.11%,189.48%,292.45%,-278.20%,-28.58%,-30.79%,-38.89%,142.35%,160.69%,32.99%,-137.69%,307.67%,Upgrade
42,Effective Tax Rate,9.91%,8.31%,5.94%,2.26%,-,15.02%,14.53%,15.16%,2.46%,17.79%,13.94%,16.66%,17.83%,21.28%,21.07%,18.37%,19.53%,22.62%,21.13%,18.77%,Upgrade
43,Revenue as Reported,7359,6829,4949,15285,4776,6760,6477,15741,4811,7931,4774,7379,8863,9687,8321,7742,7206,8819,5388,5452,Upgrade
