,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,26191,23832,28431,23977,22538,22057,21132,21570,21334,18338,19466,21816,25101,23728,26115,22296,24344,18940,25709,22342,Upgrade
1,Short-Term Investments,155290,121869,121476,114560,106202,129425,122233,126547,111340,132967,117087,117489,114546,115253,105686,97264,86981,95809,90843,79054,Upgrade
2,Trading Asset Securities,284512,261166,307160,211036,203953,169932,212358,150605,181971,128638,158087,120437,111124,87730,100974,54118,70503,79647,105388,66267,Upgrade
3,Accounts Receivable,-,2058,-,94840,-,2529,-,86120,15,2188,4.3,2599,-,3098,-,3354,75.89,3842,75.89,4718,Upgrade
4,Other Receivables,11124,85998,10660,2872,11771,87131,11982,1955,8600,86405,4950,98462,4535,97420,4668,87264,6727,63669,3792,55449,Upgrade
5,"Property, Plant & Equipment",4215,4084,4145,5255,3823,3883,3924,5080,3792,3852,3720,3785,3753,3721,3707,3691,2469,2452,2548,2644,Upgrade
6,Goodwill,2.34,2.37,2.35,2.35,2.38,2.39,2.27,2.32,2.35,2.22,2.1,2.12,2.16,2.16,2.19,2.18,2.28,2.37,2.37,2.32,Upgrade
7,Other Intangible Assets,1519,1543,1568,520.02,1511,1507,1518,437.83,1453,1458,1467,1490,1411,1411,1433,1454,1180,1197,1209,410.08,Upgrade
8,Investments in Debt & Equity Securities,139409,113503,137248,154718,155108,23030,142768,154844,119306,24884,107614,111453,98662,30554,119543,49522,116351,43657,110959,30888,Upgrade
9,Other Current Assets,133854,62623,134595,61938,151017,102777,134903,58565,130475,82961,129636,47498,144160,47733,125331,46908,112351,40241,85399,42272,Upgrade
10,Long-Term Deferred Tax Assets,2173,2242,2168,2562,2578,2558,2479,2583,2300,2267,2171,2119,1900,1823,1541,1324,1267,1066,1189,1059,Upgrade
11,Other Long-Term Assets,12363,10276,12322,9900,10417,133710,11149,8947,9669,96965,10463,8593,9906,93076,10279,90149,10384,71035,11334,89173,Upgrade
12,Total Assets,770653,689328,759774,682182,668918,678663,664448,617256,590257,581023,554667,535855,515101,505652,499280,457464,432635,421654,438448,394391,Upgrade
13,Accounts Payable,205702,6815,166946,137719,166849,3575,161705,139948,144623,3179,138643,2975,136728,1441,121952,2408,98548,2508,101084,1993,Upgrade
14,Accrued Expenses,9594,9511,9782,6381,9008,152835,11127,6134,8875,154481,9827,138229,10116,128580,8776,111971,7459,108535,6236,86682,Upgrade
15,Short-Term Debt,59481,68863,51712,56902,47275,59771,50795,43898,33053,49997,45373,36791,22602,55113,42674,39849,34454,27395,25192,16718,Upgrade
16,Current Portion of Long-Term Debt,45752,34985,27847,216274,20610,11455,18536,181171,14114,4917,11734,4905,8852,38473,7790,5001,4801,24913,5454,25644,Upgrade
17,Current Portion of Leases,-,374.53,-,307.7,-,288.41,-,287.53,-,291.23,-,301.57,-,-,-,237.98,-,-,-,266.13,Upgrade
18,Other Current Liabilities,10781,45511,10568,52275,19099,49118,20009,33020,14106,28606,9235,17377,10045,16886,8984,6096,3626,6513,2768,7614,Upgrade
19,Long-Term Debt,280156,237162,337188,63708,259006,259496,267421,78910,245226,222189,219389,219948,210687,156590,198494,186155,178497,145899,196516,158950,Upgrade
20,Long-Term Leases,1089,616.97,988.81,662.48,782.81,529.69,823.57,501.19,785.55,545.53,841.03,540.19,829.57,794.07,735.11,415.09,678.48,628.67,673.96,435.45,Upgrade
21,Long-Term Unearned Revenue,115.39,87.46,121.06,-,83.2,57.49,94.46,-,75.54,53.93,34.44,111.17,51.8,60.27,43.03,47.09,66.25,69.82,68.73,68.65,Upgrade
22,Long-Term Deferred Tax Liabilities,249.97,201.18,273.55,449.05,417.16,511.2,546,574.49,419.22,666.42,651.06,741.36,625.04,723.32,479.37,418.32,537.04,508.48,241.59,281.43,Upgrade
23,Other Long-Term Liabilities,9013,138769,8656,6452,5904,2155,4772,7345,5837,1828,5989,1637,4494,1579,3303,1431,3514,6913,3309,1006,Upgrade
24,Total Liabilities,622559,543677,614680,541506,529633,540668,536683,492463,467804,467481,442628,425054,406638,401364,394597,355190,333368,324796,342327,300254,Upgrade
25,Common Stock,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,7621,Upgrade
26,Additional Paid-In Capital,-,31274,-,-,-,31283,-,-,-,31260,-,31284,-,31244,-,31199,-,31205,-,31205,Upgrade
27,Retained Earnings,77432,74801,74754,73216,72053,70781,71904,69747,67052,66016,66963,65660,63447,60695,60776,58236,56338,53949,52935,50865,Upgrade
28,Comprehensive Income & Other,57970,27240,57820,55114,55043,23916,43560,43011,43674,4754,33015,2060,33032,683.17,31941,1106,32195,1175,32565,1543,Upgrade
29,Total Common Equity,142789,140703,139962,135718,134483,133368,122851,120146,118114,109417,107599,106625,104100,100243,100339,98162,96153,93951,93122,91234,Upgrade
30,Minority Interest,5306,4948,5133,4958,4802,4627,4914,4647,4339,4126,4441,4177,4363,4045,4344,4111,3113,2908,2999,2903,Upgrade
31,Shareholders' Equity,148095,145650,145094,140676,139285,137995,127765,124793,122453,113543,112039,110801,108463,104288,104683,102274,99267,96858,96121,94137,Upgrade
