,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,832.58,979.31,775.14,833.79,916.93,1119,588.16,971.68,324.53,299.03,Upgrade
1,Short-Term Investments,60.91,80,130,-,319.85,158.11,660.64,170.99,70,50,Upgrade
2,Trading Asset Securities,148,120,80,-,170,199,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,1041,1179,985.14,833.79,1407,1476,1249,1143,394.53,349.03,Upgrade
4,Cash Growth,5.72%,41.44%,-29.97%,-43.52%,12.65%,29.20%,216.53%,227.39%,21.97%,-2.39%,Upgrade
5,Accounts Receivable,122.17,105.19,156.49,137.09,134.42,110.04,118.5,107.14,57.19,72.55,Upgrade
6,Other Receivables,89.75,78.62,67.27,78.45,143.02,51.92,101.41,37.59,84.54,27.47,Upgrade
7,Receivables,211.92,183.81,223.76,215.54,277.44,161.96,219.92,144.73,141.73,100.02,Upgrade
8,Inventory,549.56,483.61,339.55,241.41,168.83,129.29,104.86,99.62,92.32,99.13,Upgrade
9,Other Current Assets,415.65,384.42,386.06,105.92,-,69.45,30,157.82,-,57.63,Upgrade
10,Total Current Assets,2219,2231,1935,1397,1853,1837,1604,1545,628.58,605.8,Upgrade
11,"Property, Plant & Equipment",983.61,884.86,798.2,783.39,758.27,724.07,574.81,483.52,453.47,448.18,Upgrade
12,Long-Term Investments,481.25,531.71,475.79,725.5,44.78,48.63,384.03,421.03,194.49,183.33,Upgrade
13,Other Intangible Assets,714.9,75.15,491.41,84.42,394.22,76.07,329.95,35.48,278.9,42.77,Upgrade
14,Long-Term Deferred Tax Assets,102.47,83.03,70.49,62.6,61.98,47,42.4,35.9,36.4,32.3,Upgrade
15,Long-Term Deferred Charges,-,581.52,-,357.99,-,288.76,-,269.42,-,216.14,Upgrade
16,Other Long-Term Assets,318.73,308.95,311.5,279.56,169.09,162.12,160.52,164.36,297.24,243.71,Upgrade
17,Total Assets,4820,4696,4082,3690,3281,3184,3095,2955,1889,1772,Upgrade
18,Accounts Payable,452.64,124.09,59.99,62.65,49.6,30.76,28.49,18.71,10.7,9.92,Upgrade
19,Accrued Expenses,221.3,284.58,236.8,290.88,170.9,237.14,-,143.51,-,117.53,Upgrade
20,Current Portion of Long-Term Debt,99,-,-,-,-,-,61.21,174.46,273.03,113.42,Upgrade
21,Current Portion of Leases,3.53,6.29,10.69,5.04,7.18,11.05,9.33,6.85,12.1,11.66,Upgrade
22,Current Income Taxes Payable,46.56,45.94,59.99,37.82,42.58,34.03,32.38,33.03,36.63,37.57,Upgrade
23,Current Unearned Revenue,3.5,12.5,2.87,13.17,7.33,11.43,9.21,19.35,7.51,9.17,Upgrade
24,Other Current Liabilities,-,296.74,264.48,175.18,208.79,157.51,273.76,97.68,134.92,41.95,Upgrade
25,Total Current Liabilities,826.52,770.14,634.83,584.74,486.37,481.91,414.38,493.6,474.89,341.22,Upgrade
26,Long-Term Debt,-,-,-,-,-,-,-,-,106.01,216.85,Upgrade
27,Long-Term Leases,1.88,3,3.66,4.64,3.01,4.63,6.81,4.67,6.6,11.53,Upgrade
28,Long-Term Unearned Revenue,42.56,40.93,44.48,37.17,42.39,32.08,32.9,30.29,31.92,40.97,Upgrade
29,Other Long-Term Liabilities,558.33,558.33,142.5,142.5,135,135,67.5,67.5,-,-,Upgrade
30,Total Liabilities,1429,1372,825.47,769.05,666.77,653.61,521.59,596.06,619.41,610.56,Upgrade
31,Common Stock,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,Upgrade
32,Additional Paid-In Capital,-,1643,1627,1628,1621,1621,1609,1608,791.3,778.64,Upgrade
33,Retained Earnings,-,1702,1659,1439,1329,1114,1026,821.4,704.32,605.37,Upgrade
34,Comprehensive Income & Other,3422,24.94,-43.35,-166.88,-354.73,-231.38,-81,-89.24,-232.87,-232.03,Upgrade
35,Total Common Equity,3422,3370,3243,2900,2595,2504,2554,2340,1263,1152,Upgrade
36,Minority Interest,-32.18,-46.27,13.1,20.61,19.61,26.52,19.38,18.35,6.88,9.65,Upgrade
37,Shareholders' Equity,3390,3324,3256,2921,2615,2530,2574,2358,1270,1162,Upgrade
38,Total Liabilities & Equity,4820,4696,4082,3690,3281,3184,3095,2955,1889,1772,Upgrade
39,Total Debt,104.42,9.3,14.35,9.67,10.19,15.67,77.36,185.98,397.75,353.45,Upgrade
40,Net Cash (Debt),937.07,1170,970.79,824.12,1397,1461,1171,956.69,-3.22,-4.42,Upgrade
41,Net Cash Growth,-3.47%,41.97%,-30.49%,-43.58%,19.22%,52.68%,-,-,-,-,Upgrade
42,Net Cash Per Share,0.21,0.27,0.22,0.19,0.31,0.32,0.26,0.22,-0.00,-0.00,Upgrade
