,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,112.18,98.35,91.02,71.99,73.51,58.79,60.49,52.4,1400631,54.02,66.05,50.62,58.73,44.17,48.45,23.95,35.63,54.82,63.02,72.21,Upgrade
1,Revenue Growth (YoY),52.60%,67.30%,50.48%,37.37%,-99.99%,8.82%,-8.41%,3.52%,2384864.96%,22.31%,36.33%,111.42%,64.85%,-19.43%,-23.12%,-66.84%,-40.54%,18.91%,45.94%,83.87%,Upgrade
2,Cost of Revenue,97.75,80.24,72.07,53.52,56.48,46.19,45.14,42.23,1145327,48.93,60.59,47.53,52.79,38.96,42.02,25.16,34.05,51.43,60.57,65.44,Upgrade
3,Gross Profit,14.43,18.11,18.96,18.47,17.03,12.59,15.35,10.17,255304,5.1,5.45,3.09,5.93,5.21,6.43,-1.21,1.58,3.4,2.45,6.77,Upgrade
4,"Selling, General & Admin",7.45,6.94,6.19,4.82,7.07,5.03,6.17,4.82,183748,4.15,5.81,3.87,4.28,3.7,5.79,3.7,4.31,2.89,2.96,4.04,Upgrade
5,Operating Expenses,7.45,6.94,6.19,4.82,7.07,5.03,6.17,4.82,183748,4.15,5.81,3.87,4.28,3.7,5.79,3.7,4.31,2.89,2.96,4.04,Upgrade
6,Operating Income,6.98,11.18,12.77,13.65,9.96,7.56,9.18,5.35,71556,0.95,-0.36,-0.78,1.66,1.52,0.63,-4.91,-2.73,0.51,-0.51,2.73,Upgrade
7,Interest Expense,-4.62,-2.06,-2.72,-2.87,-4.14,-2.62,-2.36,-2.96,-83852,-1.95,-1.48,-1.18,-1.77,-1.19,-1.2,-1.21,-1.22,-1.25,-1.24,-1.43,Upgrade
8,Interest & Investment Income,7.66,1.96,0.62,0.66,7.94,1.83,0.8,0.41,-,0.51,0.7,0.83,-,1.27,1.41,1.53,0.03,1.19,1.03,0.99,Upgrade
9,Earnings From Equity Investments,1.48,1.11,-0.2,-0.41,1.66,0.15,0.82,0.17,24665,0.48,0.59,-0.21,0.78,1.83,1.5,0.42,3.74,2.05,2.97,0.6,Upgrade
10,Currency Exchange Gain (Loss),-,-,-1.69,-1.71,-,-,-1.62,0.37,-76695,-1.18,-1.3,-0.75,-0.89,0.86,0.12,0.18,-1.5,0.18,0.83,-1.33,Upgrade
11,Other Non Operating Income (Expenses),-1.19,-2.12,-0.55,-0.54,-6.02,-0.43,-0.7,-0.65,94511,-0.71,-0.73,-0.79,2.59,-1.28,-0.39,-0.65,2.35,-0.36,-0.18,-0.45,Upgrade
12,EBT Excluding Unusual Items,10.32,10.06,8.22,8.78,9.41,6.49,6.11,2.69,30185,-1.9,-2.58,-2.88,2.37,3.01,2.07,-4.64,0.66,2.32,2.9,1.11,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,0.01,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-,-,0.09,0.03,-,-,0,-0,4375,-0,0.01,0,0,-,0,-,0.02,-,0,-,Upgrade
15,Other Unusual Items,-,-,-,-,-,-,3,-,222.7,-,-,-,0,-,-,-,1.73,-,-,-,Upgrade
16,Pretax Income,10.32,10.06,8.31,8.81,9.41,6.49,9.11,2.69,34783,-1.89,-2.57,-2.87,2.37,3.01,2.07,-4.64,2.41,2.32,2.91,1.11,Upgrade
17,Income Tax Expense,0.97,2.81,3.07,2.72,0.98,0.84,2.48,0.45,-17549,0.36,0.63,0.44,0.19,0.58,0.19,0.15,-0.79,0.7,0.59,0.41,Upgrade
18,Earnings From Continuing Operations,9.35,7.25,5.25,6.09,8.42,5.66,6.64,2.23,52332,-2.25,-3.2,-3.32,2.18,2.43,1.89,-4.79,3.2,1.63,2.31,0.7,Upgrade
19,Minority Interest in Earnings,-0.65,0.08,0.24,0.39,0.05,0.75,0.27,0.58,-618.37,0.79,0.6,0.83,0,0.5,-1.52,0.27,-0.53,0.05,0.3,0.35,Upgrade
20,Net Income,8.7,7.33,5.48,6.48,8.47,6.41,6.91,2.81,51713,-1.47,-2.6,-2.48,2.18,2.93,0.36,-4.52,2.67,1.67,2.61,1.05,Upgrade
21,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,35945,-,0.4,-,1.55,-,-,-,2.92,-,-,-,Upgrade
22,Net Income to Common,8.7,7.33,5.48,6.48,8.47,6.41,6.91,2.81,15768,-1.47,-3,-2.48,0.64,2.93,0.36,-4.52,-0.26,1.67,2.61,1.05,Upgrade
23,Net Income Growth,2.64%,14.40%,-20.60%,130.22%,-99.98%,-,-,-,2367066.27%,-,-,-,-18.15%,74.75%,-86.06%,-,-54.40%,43.36%,-45.66%,-,Upgrade
24,Shares Outstanding (Basic),932,667,609,589,959,649,655,563,712,489,560,552,724,731,520,665,3216,728,687,697,Upgrade
