,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,"Property, Plant & Equipment",228892,230242,234992.0,234629,235874.0,245657,251142.0,253018,253173.0,258945
1,Cash & Equivalents,-,-,1124.0,977,1340.0,2198,1800.0,2948,2260.0,5535
2,Accounts Receivable,217,257,258.0,229,211.0,343,260.0,278,384.0,522
3,Other Receivables,778,775,963.0,1012,1127.0,1184,901.0,970,1291.0,990
4,Investment In Debt and Equity Securities,5519,5063,5962.0,8907,13434.0,12675,14470.0,14912,14006.0,11186
5,Other Current Assets,2269,2060,1137.0,1971,2138.0,2516,2392.0,4240,5349.0,6743
6,Deferred Long-Term Tax Assets,-,-,225.0,219,226.0,248,249.0,125,303.0,263
7,Other Long-Term Assets,397,545,661.0,673,899.0,1282,1054.0,1812,1148.0,2784
8,Total Assets,238072,238942,245322.0,248617,255249.0,266103,272268.0,278303,277914.0,286968
9,Current Portion of Long-Term Debt,10799,11586,7929.0,6072,3583.0,5250,4500.0,2075,6261.0,16703
10,Long-Term Debt,26476,26464,32020.0,37029,45983.0,45857,45480.0,51714,48536.0,41424
11,Accounts Payable,105,79,110.0,91,103.0,81,108.0,96,317.0,258
12,Current Income Taxes Payable,380,539,386.0,888,549.0,807,518.0,645,540.0,818
13,Current Unearned Revenue,35,72,78.0,239,222.0,228,244.0,1075,2044.0,3283
14,Other Current Liabilities,5386,5722,6174.0,6345,6871.0,7011,7609.0,7609,7940.0,9202
15,Long-Term Deferred Tax Liabilities,2549,2552,2666.0,2678,2715.0,2623,2599.0,2587,2534.0,2449
16,Other Long-Term Liabilities,358,356,352.0,344,342.0,339,334.0,333,333.0,390
17,Total Liabilities,46088,47370,49715.0,53686,60368.0,62196,61392.0,66134,68505.0,74527
18,Common Stock,304,304,304.0,304,304.0,304,304.0,304,304.0,304
19,Additional Paid-In Capital,-,-,696.0,696,696.0,696,696.0,696,696.0,696
20,Retained Earnings,-,-,191122.0,190595,189362.0,198881,202129.0,202638,201729.0,207475
21,Comprehensive Income & Other,187516,187211,-710.0,-1036,2.0,-552,2977.0,3559,1822.0,-591
22,Total Common Equity,187820,187515,191412.0,190559,190364.0,199329,206106.0,207197,204551.0,207884
23,Minority Interest,4164,4057,4195.0,4372,4517.0,4578,4770.0,4972,4858.0,4557
24,Shareholders' Equity,191984,191572,195607.0,194931,194881.0,203907,210876.0,212169,209409.0,212441
25,Total Liabilities & Equity,238072,238942,245322.0,248617,255249.0,266103,272268.0,278303,277914.0,286968
26,Total Debt,37275,38050,39949.0,43101,49566.0,51107,49980.0,53789,54797.0,58127
27,Net Cash / Debt,-37275,-38050,-38825.0,-42124,-48226.0,-48909,-48180.0,-50841,-52537.0,-52592
28,Net Cash Per Share,-12.28,-12.53,-12.79,-13.87,-15.88,-16.11,-15.87,-16.75,-17.3,-17.32
29,Filing Date Shares Outstanding,3036,3036,3036.0,3036,3036.0,3036,3036.0,3036,3036.0,3036
30,Total Common Shares Outstanding,3036,3036,3036.0,3036,3036.0,3036,3036.0,3036,3036.0,3036
31,Book Value Per Share,61.86,61.76,63.04,62.77,62.7,65.66,67.88,68.25,67.37,68.47
32,Tangible Book Value,187820,187515,191412.0,190559,190364.0,199329,206106.0,207197,204551.0,207884
33,Tangible Book Value Per Share,61.86,61.76,63.04,62.77,62.7,65.66,67.88,68.25,67.37,68.47
34,Land,-,-,473.0,-,428.0,-,293.0,-,238.0,-
