,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Rental Revenue,6411,6501,6833,6473,6249,6210,8558,7485,8740,6775
1,Total Revenue,6411,6501,6833,6473,6249,6210,8558,7485,8740,6775
2,Revenue Growth (YoY,-6.18%,0.43%,9.35%,4.24%,-26.98%,-17.03%,-2.08%,10.48%,15.84%,-20.28%
3,Property Expenses,1370,1202,1461,1161,1254,1227,3079,2259,2983,1395
4,"Selling, General & Administrative",153,272,206,255,463,397,670,641,611,267
5,Depreciation & Amortization,112,112,113,117,137,140,173,157,139,147
6,Total Operating Expenses,1635,1586,1780,1533,1854,1764,3922,3057,3733,1809
7,Operating Income,4776,4915,5053,4940,4395,4446,4636,4428,5007,4966
8,Interest Expense,-875,-853,-1138,-960,-1209,-566,-346,-316,-670,-652
9,Income (Loss) on Equity Investments,-143,-113,-22,-146,-68,-,-65,-60,1,-76
10,Currency Exchange Gain (Loss),12,62,-39,-194,-11,389,81,-41,-195,-89
11,Other Non-Operating Income,-42,-21,-42,-30,26,13,-12,3,-168,-41
12,EBT Excluding Unusual Items,3728,3990,3812,3610,3133,4282,4294,4014,3975,4108
13,Asset Writedown,-1215,-4450,-437,-1203,-9857,-5133,-1919,-351,-6444,-8572
14,Pretax Income,2513,-460,3375,2407,-6724,-851,2375,3663,-2469,-4464
15,Income Tax Expense,571,607,511,627,689,679,890,709,816,389
16,Earnings From Continuing Operations,1942,-1067,2864,1780,-7413,-1530,1485,2954,-3285,-4853
17,Minority Interest in Earnings,1,15,97,25,25,62,-64,16,-115,399
18,Net Income,1943,-1052,2961,1805,-7388,-1468,1421,2970,-3400,-4454
19,Net Income to Common,1943,-1052,2961,1805,-7388,-1468,1421,2970,-3400,-4454
20,Net Income Growth,-34.38%,-,-,-,-,-,-,-,-,-
21,Basic Shares Outstanding,3036,3036,3036,3036,3036,3036,3036,3036,3036,3036
22,Diluted Shares Outstanding,3036,3036,3036,3036,3036,3036,3036,3036,3036,3036
23,EPS (Basic),0.64,-0.35,0.98,0.59,-2.43,-0.48,0.47,0.98,-1.12,-1.47
24,EPS (Diluted),0.64,-0.35,0.98,0.59,-2.44,-0.48,0.47,0.98,-1.12,-1.47
25,EPS Growth,-34.38%,-,-,-,-,-,-,-,-,-
26,Dividend Per Share,0.600,0.640,0.610,0.670,0.610,0.700,0.640,0.670,0.690,0.780
27,Dividend Growth,-1.64%,-4.48%,0%,-4.29%,-4.69%,4.48%,-7.25%,-14.10%,-25.81%,-29.09%
28,Operating Margin,74.50%,75.60%,73.95%,76.32%,70.33%,71.59%,54.17%,59.16%,57.29%,73.30%
29,Profit Margin,30.31%,-16.18%,43.33%,27.89%,-118.23%,-23.64%,16.60%,39.68%,-38.90%,-65.74%
30,Free Cash Flow Margin,-,50.16%,39.38%,49.03%,50.02%,57.36%,49.79%,49.53%,44.11%,14.30%
31,EBITDA,4902,5035,5174,5065,4534,4587,4805,4589,5150,5117
32,D&A For Ebitda,126,120,121,125,139,141,169,161,143,151
33,EBIT,4776,4915,5053,4940,4395,4446,4636,4428,5007,4966
