,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,216.54,199.75,338.56,733.49,598.46,678.39,623.99,858.41,418.28,408.46,-,638.42,296.65,341.23,391.26,422.85,299.36,287.6,154.17,168.62,Upgrade
1,Short-Term Investments,-,30.44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,117.66,117.19,100.12,-,171.56,181.26,200.19,-,-,-,-,-,0.85,0.82,0.91,0.86,1.12,1.04,1.02,1.08,Upgrade
3,Cash & Short-Term Investments,334.2,347.39,438.68,733.49,770.02,859.65,824.19,858.41,418.28,408.46,-,638.42,297.49,342.05,392.16,423.71,300.48,288.64,155.19,169.71,Upgrade
4,Cash Growth,-56.60%,-59.59%,-46.77%,-14.55%,84.09%,110.46%,-,34.46%,40.60%,19.42%,-,50.67%,-0.99%,18.50%,152.70%,149.67%,98.41%,81.94%,22.16%,40.77%,Upgrade
5,Accounts Receivable,510.32,486.03,422.04,418.38,305.15,271.44,261.12,279.27,210.16,214.13,217.45,218.95,408.51,427.38,455.14,501.15,423.46,465.29,568.95,615.54,Upgrade
6,Other Receivables,7.87,5.67,5.94,7.14,10.2,7.88,7.12,7.55,502.99,503.81,533.39,530.58,13.93,18.34,21.25,16.25,11.91,16.07,13.44,10.68,Upgrade
7,Receivables,518.19,491.71,427.98,425.52,315.35,279.32,268.23,286.82,713.15,717.94,750.84,749.53,422.44,445.72,476.4,517.4,435.37,481.36,582.4,626.22,Upgrade
8,Inventory,185.39,205.06,221.28,201.7,269.74,245.22,246.03,210.1,219.32,190.86,181.14,184.49,933.36,891.14,871.35,820.15,902.11,803.71,728.85,678.54,Upgrade
