,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,18.7,12.7,21.2,13.11,61.68,35.28,31.31,36.65,26.97,57.16,Upgrade
1,Trading Asset Securities,-,-,-,-,8.87,-,-,-,-,-,Upgrade
2,Cash & Short-Term Investments,18.7,12.7,21.2,13.11,70.55,35.28,31.31,36.65,26.97,57.16,Upgrade
3,Cash Growth,-11.75%,-3.11%,-69.96%,-62.84%,125.36%,-3.75%,16.07%,-35.87%,-71.58%,-12.73%,Upgrade
4,Accounts Receivable,40.58,45.03,26.96,58.78,21.77,-,38.48,43.03,50.99,46.67,Upgrade
5,Other Receivables,3.57,2.34,20.43,1.38,18.76,2.15,2.49,4.73,4.93,6.27,Upgrade
6,Receivables,44.15,47.38,47.4,60.16,40.52,2.15,41.52,49.19,91.48,88.63,Upgrade
7,Inventory,20.64,25.88,25.84,23.82,19.03,19.84,19.21,25.47,32.87,31.39,Upgrade
8,Prepaid Expenses,-,-,-,-,-,20.72,4.53,4.78,14.51,7.46,Upgrade
9,Other Current Assets,-,-,-,-,-,-,7.1,5.8,3.24,74.3,Upgrade
10,Total Current Assets,83.5,85.96,94.43,97.08,130.11,77.98,103.67,121.88,169.06,258.95,Upgrade
11,"Property, Plant & Equipment",22.49,24.27,81.52,75.12,69.95,72.85,75.93,77.61,81.1,87.13,Upgrade
12,Long-Term Investments,-,-,-,-,-,67.04,66.71,-,-,47.28,Upgrade
13,Goodwill,-,-,-,-,-,-,-,-,16.35,26.57,Upgrade
14,Other Intangible Assets,21.58,16.33,6.88,7.43,2.2,2.21,2.22,8.38,11.67,13.29,Upgrade
15,Long-Term Deferred Tax Assets,0.02,0.01,-,-,-,-,-,-,-,-,Upgrade
16,Other Long-Term Assets,204.13,217.77,176.09,159.82,27.17,26.69,0.45,0.46,0.78,5.64,Upgrade
17,Total Assets,331.71,344.33,358.93,339.45,229.42,246.77,248.98,208.33,278.95,438.86,Upgrade
18,Accounts Payable,16.93,2.36,3.47,3.04,4.52,5.61,4.35,4.77,6.98,3.04,Upgrade
19,Accrued Expenses,-,15.25,-,16.41,-,9.06,8.81,10.53,14.22,26.54,Upgrade
20,Short-Term Debt,11,136.87,30.91,141.65,-,90.96,-,62.28,-,96.09,Upgrade
21,Current Portion of Long-Term Debt,121.49,-,110.91,18,88.01,28,38.77,82.59,92.94,-,Upgrade
22,Current Portion of Leases,4.75,4.75,4.54,2.69,1.36,2.37,2.32,1.51,2.04,3.51,Upgrade
23,Current Income Taxes Payable,1.81,1.48,6.21,3.66,1.72,1.02,3.19,3.42,4.62,2.42,Upgrade
24,Current Unearned Revenue,0.04,0.04,0.05,0.21,0.04,0.26,0.38,0.41,0.38,0.62,Upgrade
25,Other Current Liabilities,1.22,4.74,20.8,6.29,12.67,6.54,7.16,14.11,19.16,76.16,Upgrade
26,Total Current Liabilities,157.24,165.5,176.88,191.96,108.31,143.82,64.99,179.6,140.35,208.37,Upgrade
27,Long-Term Debt,-,-,-,-,-,0.06,100.06,7.06,63.15,95.06,Upgrade
28,Long-Term Leases,5.74,6.46,8.39,4.08,-,0.21,1.34,1.53,1.7,0.22,Upgrade
29,Long-Term Deferred Tax Liabilities,1.32,0.77,-,0.01,0.03,0.04,0.07,1.1,1.68,2.4,Upgrade
30,Total Liabilities,164.3,172.73,185.26,196.04,108.33,144.12,166.46,189.29,206.88,306.04,Upgrade
31,Common Stock,7.77,7.77,7.77,7.77,7.77,7.77,7.7,6.41,6.41,6.39,Upgrade
32,Additional Paid-In Capital,424.5,424.5,424.5,424.5,424.5,424.5,417.41,296.6,296.6,293.02,Upgrade
33,Retained Earnings,-292.03,-287.77,-256.33,-286.83,-313.48,0.46,-349.7,-303.94,-243.2,-177.6,Upgrade
34,Comprehensive Income & Other,28.44,28.39,0.32,0.57,4.81,-327.57,9.29,21.97,17.12,20.9,Upgrade
35,Total Common Equity,168.68,172.89,176.26,146.01,123.61,105.16,84.7,21.05,76.94,142.71,Upgrade
36,Minority Interest,-1.28,-1.28,-2.59,-2.6,-2.52,-2.5,-2.17,-2.02,-4.87,-9.9,Upgrade
37,Shareholders' Equity,167.4,171.61,173.66,143.41,121.09,102.66,82.53,19.04,72.07,132.81,Upgrade
38,Total Liabilities & Equity,331.71,344.33,358.93,339.45,229.42,246.77,248.98,208.33,278.95,438.86,Upgrade
39,Total Debt,142.98,148.09,154.74,166.41,89.36,121.6,142.49,154.97,159.84,194.88,Upgrade
40,Net Cash (Debt),-124.28,-135.39,-133.55,-153.31,-18.81,-86.32,-111.18,-118.31,-132.87,-137.72,Upgrade
41,Net Cash Per Share,-0.04,-0.04,-0.04,-,-0.01,-,-0.04,-,-0.05,-,Upgrade
42,Filing Date Shares Outstanding,3108,3108,3108,3108,3108,3108,3078,2565,2565,2555,Upgrade
43,Total Common Shares Outstanding,3108,3108,3108,3108,3108,3108,3078,2565,2565,2555,Upgrade
44,Working Capital,-73.75,-79.55,-82.44,-94.88,21.8,-65.83,38.68,-57.73,28.71,50.58,Upgrade
45,Book Value Per Share,0.05,0.06,0.06,0.05,0.04,0.03,0.03,0.01,0.03,0.06,Upgrade
46,Tangible Book Value,147.11,156.56,169.38,138.58,121.41,102.95,82.47,12.67,48.92,102.85,Upgrade
47,Tangible Book Value Per Share,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.00,0.02,0.04,Upgrade
48,Land,-,11.77,-,87.76,-,87.76,-,87.76,-,87.76,Upgrade
49,Machinery,-,14.84,-,13.61,-,12.84,-,13,-,20.01,Upgrade
50,Leasehold Improvements,-,9.48,-,9.77,-,9.6,-,9.6,-,11.02,Upgrade
