,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,3723802,4500004,4504916,4775113,4804589,4598257,4647384,4612995,3930134,2643015,2981989,3124457,2849347,2564413,1748910,1547490,1493451,1454150,1395198,1508189,1567141,Upgrade
1,Market Cap Growth,-2.14%,-2.14%,-3.07%,3.51%,22.25%,73.98%,55.85%,47.64%,37.93%,3.07%,70.51%,101.90%,90.79%,76.35%,25.35%,2.61%,-4.70%,11.70%,2.90%,-8.36%,-15.16%,Upgrade
2,Enterprise Value,3480054,4228044,4067251,4333886,4489985,4381241,4553943,4534195,3903771,2646566,3019712,3141780,2835576,2577166,1834308,1540116,1517040,1565758,1308775,1308390,1309586,Upgrade
3,Last Close Price,37900.00,45800.00,45850.00,48600.00,48900.00,46800.00,47300.00,46950.00,40000.00,26900.00,30350.00,31800.00,29000.00,26100.00,17800.00,15750.00,15200.00,14800.00,14200.00,15350.00,15950.00,Upgrade
4,PE Ratio,25.27,30.53,33.23,32.81,33.78,26.37,23.31,21.58,16.65,11.29,12.98,13.47,12.51,10.52,7.12,9.27,14.00,21.21,-,-,14.54,Upgrade
5,PS Ratio,1.63,1.97,2.21,2.53,2.68,2.50,2.26,2.02,1.49,0.94,1.01,1.03,0.99,0.91,0.69,0.70,0.74,0.78,0.77,0.80,0.85,Upgrade
6,PB Ratio,1.68,1.92,1.92,2.08,2.13,2.05,2.11,2.13,1.85,1.27,1.49,1.60,1.51,1.39,0.99,0.91,0.91,0.90,0.83,0.89,0.92,Upgrade
7,P/TBV Ratio,2.09,2.09,2.07,2.24,2.31,2.22,2.28,2.36,2.05,1.41,1.65,1.79,1.69,1.56,1.11,1.03,1.03,1.05,1.04,1.11,1.16,Upgrade
8,P/FCF Ratio,-,-,-,-,29.73,33.00,79.44,97.06,428.90,-76.89,-,-,-,-,13.12,-,-,4.79,-18.87,-,25.94,Upgrade
