,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Revenue,661849,610510,475805,531129,425279,453793,385434,574317,642179,685652,737107,732813,805115,760779,587805,666296,529856,420640,415096,510118,Upgrade
1,Revenue Growth (YoY),55.63%,34.53%,23.45%,-7.52%,-33.78%,-33.82%,-47.71%,-21.63%,-20.24%,-9.87%,25.40%,9.98%,51.95%,80.86%,41.61%,30.62%,12.81%,-13.55%,12.46%,6.77%,Upgrade
2,Cost of Revenue,559692,522402,391483,468146,335315,408297,295524,472618,521758,577372,615562,624355,677848,630252,466305,504571,422131,345409,326448,402604,Upgrade
3,Gross Profit,102157,88108,84322,62983,89964,45496,89910,101699,120421,108280,121545,108458,127267,130526,121500,161726,107725,75231,88648,107514,Upgrade
4,"Selling, General & Admin",48324,52178,49774,54836,51701,47597,50393,55633,51437,50047,52636,61096,52925,55198,56782,91269,55464,55704,55023,78462,Upgrade
5,Operating Expenses,48324,52178,49774,54836,51701,47597,50393,55633,51437,50047,52636,61096,52925,55198,56782,91269,55464,55704,55023,78462,Upgrade
6,Operating Income,53833,35931,34548,8147,38262,-2101,39518,46066,68984,58233,68909,47361,74342,75329,64718,70457,52261,19527,33625,29052,Upgrade
7,Interest Expense,-2496,-3711,-2321,-4024,-2921,-4105,-4271,-4367,-3860,-4930,-4246,-3735,-3977,-5055,-3553,-3883,-3388,-2885,-1244,-1655,Upgrade
8,Interest & Investment Income,4357,4143,3539,8750,4228,4857,3182,3139,2164,2462,1753,2075,1891,-,4272,8994,1883,3126,1932,1954,Upgrade
9,Earnings From Equity Investments,23139,21360,19123,20998,22642,19949,12056,9646,19169,19434,11751,9638,9413,19457,7064,12725,14908,14813,-26509,6736,Upgrade
10,Currency Exchange Gain (Loss),-2220,3840,-218.94,3249,2657,455.37,-232.07,5690,-1660,-2159,-489.92,2460,-627.78,-467.4,-167.6,287.22,-113.95,-139.99,238.94,-61.81,Upgrade
11,Other Non Operating Income (Expenses),2205,-1601,2017,1535,-1666,-279.7,299.43,-5952,734.16,1130,653.83,-4730,164.68,555.39,-178.17,39815,11595,-48411,-1266,456.64,Upgrade
12,EBT Excluding Unusual Items,78818,59962,56687,38654,63201,18776,50552,54221,85532,74170,78331,53070,81206,89819,72155,128396,77146,-13970,6777,36482,Upgrade
13,Gain (Loss) on Sale of Investments,-,-,-,-,-558.98,-,-,-35.25,-27.05,-,-,27.07,16.42,-0.71,2.64,-52500,2677,-779.09,2608,-18605,Upgrade
14,Gain (Loss) on Sale of Assets,100,254.63,-,979.9,304.96,48233,217.79,138.17,640.42,10364,2752,1311,1411,5.45,3332,-4350,1768,-,-,1393,Upgrade
15,Pretax Income,78918,60217,56687,39634,62947,67009,50770,54324,86145,84533,81084,54408,82633,89824,75490,71546,81591,-14749,9385,19271,Upgrade
16,Income Tax Expense,21226,14295,10992,33030,17901,10411,8337,9857,14246,12872,15547,11058,15155,15806,13689,13596,14979,-6525,7954,4761,Upgrade
17,Earnings From Continuing Operations,57693,45922,45695,6604,45046,56597,42433,44466,71899,71661,65536,43350,67478,74018,61801,57950,66611,-8224,1431,14510,Upgrade
18,Minority Interest in Earnings,-3298,-2491,-2621,-108.23,-2462,-3225,-2651,-3523,-4291,-3911,-3431,-1880,-4084,-4180,-3719,-5411,-1609,-444.52,-3668,-38.19,Upgrade
19,Net Income,54395,43430,43075,6496,42584,53373,39782,40943,67608,67750,62105,41469,63395,69838,58082,52539,65003,-8668,-2237,14471,Upgrade
20,Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,2304,-,-,-,4933,-,-,-,-,-,-,-1,-,Upgrade
21,Net Income to Common,54395,43430,43075,6496,42584,53373,39782,38639,67608,67750,62105,36537,63395,69838,58082,52539,65003,-8668,-2236,14471,Upgrade
22,Net Income Growth,27.74%,-18.63%,8.28%,-84.14%,-37.01%,-21.22%,-35.94%,-1.27%,6.65%,-2.99%,6.93%,-21.07%,-2.47%,-,-,263.05%,88.13%,-,-,-59.77%,Upgrade
23,Shares Outstanding (Basic),55,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99,98,98,Upgrade
24,Shares Outstanding (Diluted),55,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,99,98,98,Upgrade
25,Shares Change (YoY),-44.06%,-0.31%,-,0.11%,-0.15%,0.16%,-0.01%,-0.04%,-0.02%,0.01%,0.01%,0.02%,0.03%,-0.29%,0.26%,0.49%,0.10%,0.31%,-0.31%,-0.37%,Upgrade
26,EPS (Basic),991.00,442.81,438.40,66.02,434.00,542.48,404.89,393.18,688.00,689.74,632.00,371.62,645.00,711.03,591.15,534.49,661.58,-88.00,-22.81,147.94,Upgrade
27,EPS (Diluted),991.00,442.79,438.00,65.91,434.00,542.48,404.89,392.92,688.00,689.74,632.00,371.62,645.00,711.02,591.00,533.76,661.58,-88.00,-22.83,147.94,Upgrade
28,EPS Growth,128.34%,-18.38%,8.18%,-83.22%,-36.92%,-21.35%,-35.93%,5.73%,6.67%,-2.99%,6.94%,-30.38%,-2.51%,-,-,260.80%,87.95%,-,-,-51.43%,Upgrade
29,Free Cash Flow,-19296,-62618,-7064,52087,90646,4725,14158,29821,9800,-6250,-24208,-13715,-3863,82681,-73594,-41431,165602,41142,-96083,193154,Upgrade
30,Free Cash Flow Per Share,-351.54,-638.44,-71.90,529.44,923.83,48.02,144.09,303.45,99.73,-63.62,-246.35,-139.50,-39.30,841.79,-749.02,-421.49,1685.46,417.67,-980.41,1974.57,Upgrade
31,Gross Margin,15.43%,14.43%,17.72%,11.86%,21.15%,10.03%,23.33%,17.71%,18.75%,15.79%,16.49%,14.80%,15.81%,17.16%,20.67%,24.27%,20.33%,17.88%,21.36%,21.08%,Upgrade
