,Fiscal Quarter,Current,Q3 2022,Q3 2021,Q2 2015,Q1 2015,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,Q3 2010,+6 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '22 Sep 30, 2022","Sep '21 Sep 30, 2021","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Jan '13 Jan 1, 2013","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011","Dec '10 Dec 31, 2010","Sep '10 Sep 30, 2010",+6 Quarters
0,Market Capitalization,778213,972766,1279187,140400,156000,140400,113100,62400,75400,66300,71500,71500,78000,79300,71500,119600,213200,210600,213200,196300,206700,Upgrade
1,Market Cap Growth,2870.08%,592.85%,1031.02%,125.00%,106.90%,111.76%,58.18%,-12.73%,-3.33%,-16.39%,0%,-40.22%,-63.41%,-62.35%,-66.46%,-39.07%,3.14%,-1.82%,40.17%,7.09%,-,Upgrade
2,Enterprise Value,1904811,1713914,2020335,175279,190879,174165,146865,96936,110523,109631,116548,117657,123889,126900,120388,168930,261505,249753,248161,228730,238437,Upgrade
3,Last Close Price,8000.00,10000.00,13150.00,10009.38,11121.53,10009.38,8063.11,4448.61,5375.41,4726.65,5097.37,5097.37,5560.77,5653.45,5097.37,8526.51,15199.43,15014.07,15199.43,13994.60,14736.03,Upgrade
4,PE Ratio,42.35,-227.48,-213.88,-,-,-,-,135.26,-29.29,-,156.67,-,29.49,47.18,29.72,-,35.32,31.88,31.27,31.75,15.53,Upgrade
5,PS Ratio,0.72,3.79,19.14,2.35,2.66,2.51,2.01,1.10,1.33,1.20,1.35,1.34,1.54,1.51,1.22,2.01,2.58,2.54,2.73,2.71,4.16,Upgrade
6,PB Ratio,0.71,0.87,-,1.05,1.17,1.01,0.81,0.45,0.54,0.48,0.51,0.51,0.55,0.56,0.51,0.85,1.52,1.50,1.47,1.37,1.48,Upgrade
7,P/TBV Ratio,2.62,1.08,-,1.84,2.05,1.76,1.40,0.77,0.95,0.84,0.89,0.90,0.96,1.00,0.91,1.55,2.76,2.75,2.63,2.48,2.73,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-,-,-75.63,-,-,139.51,340.21,-,-66.53,-6.59,-,-,-,-,-,-,Upgrade
