,Fiscal Quarter,Q3 2022,Q3 2021,Q2 2015,Q1 2015,Q2 2014,Q1 2014,Q4 2013,Q3 2013,Q2 2013,Q1 2013,Q4 2012,Q3 2012,Q2 2012,Q1 2012,Q4 2011,Q3 2011,Q2 2011,Q1 2011,Q4 2010,Q3 2010,+6 Quarters
,Period Ending,"Sep '22 Sep 30, 2022","Sep '21 Sep 30, 2021","Jun '15 Jun 30, 2015","Mar '15 Mar 31, 2015","Jun '14 Jun 30, 2014","Mar '14 Mar 31, 2014","Dec '13 Dec 31, 2013","Sep '13 Sep 30, 2013","Jun '13 Jun 30, 2013","Mar '13 Mar 31, 2013","Jan '13 Jan 1, 2013","Sep '12 Sep 30, 2012","Jun '12 Jun 30, 2012","Mar '12 Mar 31, 2012","Dec '11 Dec 31, 2011","Sep '11 Sep 30, 2011","Jun '11 Jun 30, 2011","Mar '11 Mar 31, 2011","Dec '10 Dec 31, 2010","Sep '10 Sep 30, 2010",+6 Quarters
0,Cash & Equivalents,106027,-,4295,4295,946.7,-,942.47,749.48,1329,1558,1532,840.79,1159,1038,660.98,670.23,1025,1130,835.02,1601,Upgrade
1,Short-Term Investments,-,-,4.89,4.89,-,-,4.89,-,4.89,-,4.89,-,3,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,0.27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,106028,-,4299,4299,946.7,947.36,947.36,749.48,1334,1558,1537,840.79,1162,1038,660.98,670.23,1025,1130,835.02,1601,Upgrade
4,Cash Growth,11099.77%,-,353.83%,473.65%,-29.02%,-39.21%,-38.37%,-10.86%,14.74%,50.18%,132.58%,25.45%,13.40%,-8.19%,-20.84%,-58.14%,-63.91%,-62.75%,-53.88%,-,Upgrade
5,Accounts Receivable,69949,-,15986,15986,1725,-,2434,2214,2066,2976,2125,2181,2277,3279,3027,2065,2052,3925,4609,1763,Upgrade
6,Other Receivables,302646,-,8574,8574,1648,-,1906,2506,1798,2361,1991,1981,1175,1515,1297,1388,1231,1238,1058,1238,Upgrade
7,Receivables,433514,-,27059,27059,3373,-,4340,4720,3864,5338,4116,4162,3452,4794,4324,3453,3283,5163,5666,3000,Upgrade
8,Inventory,8695,-,1777,1777,2089,-,2220,3339,3416,3453,3321,4913,4855,4870,4920,5068,5586,9355,10359,1431,Upgrade
