,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,285.09,511.27,346.13,470.79,243.63,428.87,311.43,693.47,237.07,650.78,Upgrade
1,Revenue Growth (YoY),-17.63%,8.60%,42.07%,9.78%,-21.77%,-38.16%,31.36%,6.56%,-38.01%,20.27%,Upgrade
2,Cost of Revenue,166.4,316.25,209.47,332.38,122.78,277.86,195.11,555.9,183.13,525.76,Upgrade
3,Gross Profit,118.69,195.02,136.66,138.41,120.85,151.01,116.31,137.57,53.94,125.03,Upgrade
4,"Selling, General & Admin",45.15,82.16,47.75,73.62,57.65,94.03,53.32,95.31,53.55,96.23,Upgrade
5,Operating Expenses,64.36,94.5,64.34,78.17,50.35,88.22,50.83,103.49,54.14,95.33,Upgrade
6,Operating Income,54.33,100.52,72.32,60.24,70.51,62.79,65.48,34.08,-0.2,29.7,Upgrade
7,Interest Expense,-5.49,-3.9,-5.88,-6.15,-5.77,-7.72,-10.32,-14.36,-23.78,-15.38,Upgrade
8,Interest & Investment Income,7.15,9.86,3.72,3.92,3.61,5.43,4.28,8.79,8.8,13.23,Upgrade
9,Earnings From Equity Investments,-0.71,1.22,-0.3,-0.89,-,-,-,-0.48,-0.08,-1.26,Upgrade
10,Currency Exchange Gain (Loss),-38.16,-38.7,-,-16.56,-,-8.19,-,-,-,-,Upgrade
11,Other Non Operating Income (Expenses),-41.23,-2.65,6.46,62.83,-42.95,-0.61,-1.73,-16.46,14.91,9.44,Upgrade
12,EBT Excluding Unusual Items,-24.11,66.35,76.32,103.39,25.4,51.7,57.71,11.56,-0.36,35.73,Upgrade
13,Impairment of Goodwill,-,-8.98,-,-,-,-,-,-98.86,-,-97.82,Upgrade
14,Gain (Loss) on Sale of Investments,0.08,64.52,7.48,-54.49,-,29.38,3.12,-113.05,51.01,5.06,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,-,27.74,-,-,-,6.95,-,2.47,Upgrade
16,Asset Writedown,-,-3.09,-,0.42,-,-0.74,-,-,-,-0.29,Upgrade
17,Pretax Income,-24.04,118.8,83.79,77.05,25.4,80.34,60.83,-193.4,50.65,-54.84,Upgrade
18,Income Tax Expense,3.88,9.73,6.05,4.76,3.94,16.72,19.09,15.28,7.84,4.4,Upgrade
19,Earnings From Continuing Operations,-27.92,109.07,77.75,72.3,21.47,63.62,41.74,-208.68,42.81,-59.24,Upgrade
20,Minority Interest in Earnings,-10.48,-26.98,-22.64,-17.85,-27.43,-18.74,-12.1,-7.87,-3.36,-5.39,Upgrade
21,Net Income,-38.39,82.09,55.11,54.45,-5.96,44.88,29.64,-216.55,39.45,-64.63,Upgrade
22,Net Income to Common,-38.39,82.09,55.11,54.45,-5.96,44.88,29.64,-216.55,39.45,-64.63,Upgrade
23,Net Income Growth,-,50.77%,-,21.32%,-,-,-24.87%,-,188.94%,-,Upgrade
24,Shares Outstanding (Basic),1698,1698,1676,1676,1654,1654,1654,1654,1654,1654,Upgrade
25,Shares Outstanding (Diluted),1698,1699,1682,1692,1654,1655,1654,1654,1654,1654,Upgrade
26,Shares Change (YoY),0.92%,0.44%,1.71%,2.21%,0.01%,0.07%,-,-,-,-,Upgrade
27,EPS (Basic),-0.02,0.05,0.03,0.03,-0.00,0.03,0.02,-0.13,0.02,-0.04,Upgrade
28,EPS (Diluted),-0.02,0.05,0.03,0.03,-0.00,0.03,0.02,-0.13,0.02,-0.04,Upgrade
29,EPS Growth,-,48.83%,-,19.73%,-,-,-10.40%,-,142.29%,-,Upgrade
30,Free Cash Flow,-46.82,86.68,134.62,6.59,17.27,331.86,-4.17,408.16,-203.01,-190.59,Upgrade
31,Free Cash Flow Per Share,-0.03,0.05,0.08,0.00,0.01,0.20,-0.00,0.25,-0.12,-0.12,Upgrade
32,Operating Margin,19.06%,19.66%,20.89%,12.80%,28.94%,14.64%,21.03%,4.91%,-0.08%,4.56%,Upgrade
33,Profit Margin,-13.47%,16.06%,15.92%,11.57%,-2.45%,10.46%,9.52%,-31.23%,16.64%,-9.93%,Upgrade
34,Free Cash Flow Margin,-16.42%,16.95%,38.89%,1.40%,7.09%,77.38%,-1.34%,58.86%,-85.63%,-29.29%,Upgrade
35,EBITDA,84.83,129.12,99.84,88.91,92.34,102.19,83.04,53.24,10.59,37.45,Upgrade
36,D&A For EBITDA,30.5,28.6,27.52,28.67,21.84,39.4,17.56,19.16,10.79,7.76,Upgrade
37,EBIT,54.33,100.52,72.32,60.24,70.51,62.79,65.48,34.08,-0.2,29.7,Upgrade
