,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,253,474,529,653,637,699,582,567,458,2783,2669,Upgrade
1,Market Cap Growth,-27.36%,-27.36%,-16.95%,-6.55%,9.33%,23.29%,27.12%,-79.64%,-82.84%,-2.92%,1.75%,Upgrade
2,Enterprise Value,335,528,612,654,690,643,524,399,687,2854,2884,Upgrade
3,Last Close Price,0.33,0.59,0.62,0.75,0.69,0.74,0.58,0.55,0.44,0.47,0.41,Upgrade
4,PE Ratio,4.64,8.58,9.16,9.85,9.39,9.42,7.24,0.18,0.15,33.92,-,Upgrade
5,PS Ratio,0.17,0.31,0.36,0.44,0.44,0.49,0.43,0.45,0.38,5.17,-,Upgrade
6,PB Ratio,0.39,0.74,0.80,1.03,0.97,1.12,0.90,0.94,0.79,5.53,3.68,Upgrade
7,P/TBV Ratio,1.68,1.68,1.75,2.37,2.13,2.64,2.03,2.32,2.07,19.12,7.25,Upgrade
8,P/FCF Ratio,1.17,2.20,2.92,3.12,3.67,5.17,3.82,6.20,-22.58,-,-,Upgrade
9,P/OCF Ratio,1.86,1.86,2.41,2.48,2.72,3.60,2.88,4.81,56.32,-,-,Upgrade
10,EV/Sales Ratio,0.22,0.35,0.41,0.44,0.47,0.45,0.38,0.32,0.58,5.30,-,Upgrade
11,EV/EBITDA Ratio,1.19,4.59,5.22,5.20,5.60,5.04,4.19,3.48,7.17,144.62,-,Upgrade
12,EV/EBIT Ratio,5.14,7.89,8.59,7.95,8.56,7.49,6.18,5.35,12.86,-,-,Upgrade
13,EV/FCF Ratio,1.56,2.45,3.38,3.13,3.97,4.76,3.44,4.36,-33.89,-,-,Upgrade
14,Debt / Equity Ratio,0.40,0.40,0.42,0.41,0.39,0.38,0.36,0.32,0.35,1.28,0.98,Upgrade
15,Debt / FCF Ratio,1.19,1.19,1.52,1.24,1.48,1.73,1.54,2.10,-10.11,-,-,Upgrade
16,Return on Capital Employed (ROCE),8.32%,8.56%,8.78%,10.57%,10.02%,11.48%,10.94%,10.63%,7.79%,-,-,Upgrade
17,Earnings Yield,21.88%,11.66%,10.92%,10.15%,10.65%,10.61%,13.80%,543.77%,685.71%,2.95%,-,Upgrade
18,FCF Yield,85.17%,45.38%,34.25%,32.01%,27.28%,19.36%,26.15%,16.13%,-4.43%,-3.23%,-,Upgrade
19,Dividend Yield,18.46%,10.20%,9.67%,9.39%,10.19%,9.50%,12.07%,3.63%,-,12.74%,-,Upgrade
20,Buyback Yield / Dilution,0.01%,0.04%,-0.04%,-0.07%,-0.10%,-0.14%,-1.24%,-1.79%,-,-0.00%,-,Upgrade
21,Total Shareholder Return,18.47%,10.24%,9.63%,9.31%,10.09%,9.36%,10.84%,1.84%,-,12.73%,-,Upgrade
