,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,15,18,26,39,488,130,201,101,114,214,113,130,121,187,20,20,17,25,47,55,222,Upgrade
1,Market Cap Growth,-86.32%,-86.32%,-87.27%,-61.26%,328.00%,-39.36%,77.42%,-22.11%,-5.66%,14.63%,476.74%,556.68%,601.06%,659.26%,-58.65%,-63.84%,-92.22%,-93.60%,-89.30%,-91.25%,-61.26%,Upgrade
2,Enterprise Value,234,218,226,223,675,297,368,243,256,331,230,246,237,351,184,188,186,311,333,371,538,Upgrade
3,Last Close Price,0.03,0.04,0.06,0.09,1.07,0.28,0.44,0.22,0.25,0.47,0.25,0.28,0.27,0.41,0.16,0.16,0.14,0.20,0.39,0.53,2.56,Upgrade
4,PE Ratio,-,-,-,-,-,-10.62,-,-,-,-,-,-,-,-8.91,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,0.07,0.08,0.12,0.20,2.73,0.78,1.31,0.68,0.77,1.57,0.87,1.17,1.41,2.61,0.33,0.35,0.40,0.58,0.29,0.23,0.71,Upgrade
6,PB Ratio,0.21,0.21,0.31,0.45,5.64,1.42,2.95,1.49,1.38,2.60,-,1.96,1.66,2.57,-,0.74,0.51,0.73,-,0.23,0.80,Upgrade
7,P/OCF Ratio,0.69,0.69,2.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,EV/Sales Ratio,1.06,0.99,1.07,1.16,3.78,1.79,2.40,1.63,1.72,2.43,1.78,2.22,2.78,4.91,3.12,3.35,4.27,7.27,2.03,1.53,1.71,Upgrade
9,EV/EBITDA Ratio,9.83,10.60,15.09,21.91,1054.35,-102.36,-30.28,-,-,-,-,65.51,-,-78.48,-,-,-,-,-78.74,-,-,Upgrade
10,EV/EBIT Ratio,-,-99.63,-45.19,-,-,-,-,-,-,-,-,-23.06,-,-16.23,-,-,-,-,-,-,-,Upgrade
11,Debt / Equity Ratio,1.76,1.76,1.76,1.36,1.36,1.16,1.60,1.60,0.99,0.99,-,1.14,1.32,1.32,-,4.59,3.78,3.78,-,0.51,0.43,Upgrade
12,Debt / EBITDA Ratio,6.18,4.15,4.15,9.63,9.63,13.09,9.51,-,-,-,-,4.46,-,3.79,-,-,-,-,-,-,-,Upgrade
13,Asset Turnover,0.66,0.69,0.70,0.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
14,Inventory Turnover,442.37,720.39,60.00,33.17,60.19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Quick Ratio,0.28,0.28,0.28,0.13,0.13,0.21,-,0.27,-,0.22,-,0.24,-,0.39,-,0.12,-,0.13,-,0.34,-,Upgrade
16,Current Ratio,0.35,0.35,0.35,0.36,0.36,0.30,-,0.36,-,0.33,-,0.35,-,0.57,-,0.27,-,0.35,-,0.57,-,Upgrade
17,Return on Equity (ROE),-8.95%,-8.81%,-16.25%,-15.76%,153.87%,-9.58%,-57.85%,-22.06%,-,-,14.55%,-47.57%,-,-,-95.91%,-120.79%,-,-,-76.48%,-,Upgrade,
18,Return on Assets (ROA),0.81%,0.84%,-1.75%,-1.79%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
19,Return on Capital (ROIC),1.18%,1.26%,-2.68%,-2.72%,-2.28%,-0.16%,-15.51%,-5.92%,-,-,2.13%,-12.00%,-,-,-12.09%,-15.75%,-,-,-8.15%,-,Upgrade,
20,Return on Capital Employed (ROCE),-,-1.24%,-2.82%,-,-,-,-,-,-,-,-,-8.17%,-,-14.85%,-,-,-,-,-,-,-,Upgrade
21,Earnings Yield,-100.88%,-87.95%,-32.70%,-19.40%,-2.26%,-9.41%,-8.96%,-18.82%,-11.05%,-7.24%,-10.06%,-11.50%,-16.64%,-11.23%,-486.24%,-458.44%,-609.54%,-413.69%,-72.31%,-67.53%,-22.97%,Upgrade
22,FCF Yield,-74.81%,-65.22%,-30.94%,-10.72%,-0.43%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
23,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-63.61%,-400.00%,-400.00%,-400.00%,-205.27%,-5.63%,-38.38%,-39.89%,-36.18%,-32.44%,-1.10%,-6.09%,Upgrade,
24,Total Shareholder Return,-,-,-,-,-,-,-,-,-63.61%,-400.00%,-400.00%,-400.00%,-205.27%,-5.63%,-38.38%,-39.89%,-36.18%,-32.44%,-1.10%,-6.09%,Upgrade,
