,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,287.85,260.39,320.98,386.87,338.44,455.17,387.98,502.12,408.82,465.37,Upgrade
1,Short-Term Investments,-,51.83,-,63.55,-,78.1,6.01,106.13,-,74.57,Upgrade
2,Trading Asset Securities,-,-,0.27,0.41,4.45,6.42,7.63,5.96,-,-,Upgrade
3,Cash & Short-Term Investments,287.85,312.23,321.26,450.84,342.89,539.69,401.61,614.22,408.82,539.95,Upgrade
4,Cash Growth,-10.40%,-30.75%,-6.31%,-16.46%,-14.62%,-12.13%,-1.76%,13.76%,-28.04%,41.66%,Upgrade
5,Accounts Receivable,139.5,173.71,298.53,370.6,400.46,452.11,413.39,392.55,321.2,318.45,Upgrade
6,Other Receivables,-,-,-,-,0.16,-,0.54,-,0.98,0.11,Upgrade
7,Receivables,139.5,173.71,298.53,370.6,400.61,452.11,413.93,392.55,322.18,318.56,Upgrade
8,Inventory,24.49,27.35,29.07,43.12,66.26,82.08,99.38,78.75,61.08,70.29,Upgrade
9,Prepaid Expenses,54.79,3.64,68.16,3.53,77.54,3.18,105.21,2.7,79.54,2.92,Upgrade
10,Other Current Assets,37.16,98.99,40.97,42.2,34.89,42.31,7.99,2.58,1.67,2.43,Upgrade
11,Total Current Assets,543.78,615.92,757.98,910.29,922.2,1119,1028,1091,873.28,934.14,Upgrade
12,"Property, Plant & Equipment",457.66,477.33,493.79,568.98,606.02,612.58,358.37,361.58,363.34,379.92,Upgrade
13,Long-Term Investments,36.69,36.58,45.27,44.81,49.91,50.71,49.76,50.64,69.53,72.08,Upgrade
14,Long-Term Deferred Tax Assets,19.29,19.72,17,15.54,17.73,18.5,19.46,18.74,17.82,18.23,Upgrade
15,Other Long-Term Assets,786.26,805.88,813.91,761.89,622.43,640.06,892.47,874.46,831.44,894,Upgrade
16,Total Assets,1844,1955,2128,2302,2218,2441,2348,2396,2155,2298,Upgrade
17,Accounts Payable,140.6,195.52,217.06,260.78,259.15,352.4,234.13,234.07,151.88,166.29,Upgrade
18,Accrued Expenses,-,-,-,-,-,35.84,-,54.62,-,38.88,Upgrade
19,Short-Term Debt,-,40.44,-,81.68,-,80,-,50,-,25.65,Upgrade
20,Current Portion of Long-Term Debt,163.12,131.01,263.3,207.44,285.03,189.21,277.55,219.69,226.32,190.79,Upgrade
21,Current Portion of Leases,2.52,3.58,3,3.57,2.6,2.78,3.55,2.95,1.13,2.67,Upgrade
22,Current Income Taxes Payable,10.21,11.3,10.3,10.8,11.24,11.74,10.86,12.18,12.01,12.54,Upgrade
23,Current Unearned Revenue,-,1.81,-,1.9,-,3.35,-,3.46,-,5.53,Upgrade
24,Other Current Liabilities,55.5,61.97,61.96,87.09,73.01,48.84,82.44,45.66,74.71,41.75,Upgrade
25,Total Current Liabilities,371.95,445.63,555.61,653.25,631.03,724.17,608.53,622.63,466.04,484.1,Upgrade
26,Long-Term Leases,3.04,3.87,4.22,5.21,5.43,0.75,1.75,1.84,0.08,0.7,Upgrade
27,Long-Term Unearned Revenue,0.19,0.34,0.47,0.64,0.81,1,1.14,1.28,1.32,1.49,Upgrade
28,Long-Term Deferred Tax Liabilities,54.71,56.36,55.85,51.58,32.69,33.37,35.39,33.33,21.97,21.27,Upgrade
29,Other Long-Term Liabilities,4.48,5.18,4.22,3.67,-,-,1.35,4,4,4,Upgrade
30,Total Liabilities,434.37,511.37,620.37,714.33,669.96,759.28,648.15,663.08,493.41,511.56,Upgrade
31,Common Stock,190.37,190.37,190.37,190.37,190.37,190.37,190.37,190.37,190.37,190.37,Upgrade
32,Additional Paid-In Capital,194.99,194.99,-,233.06,233.06,271.14,271.14,309.21,271.14,309.21,Upgrade
33,Retained Earnings,1000,1014,-,1082,1131,1177,1207,1203,1271,1334,Upgrade
34,Comprehensive Income & Other,-90.48,-75.77,1189,-55.15,-126.14,-92.95,-112.01,-117.89,-195.52,-182.96,Upgrade
35,Total Common Equity,1295,1323,1379,1451,1429,1546,1557,1585,1537,1651,Upgrade
36,Minority Interest,114.2,120.76,128.28,136.6,119.67,135.93,143.26,148.46,124.95,135.73,Upgrade
37,Shareholders' Equity,1409,1444,1508,1587,1548,1682,1700,1733,1662,1787,Upgrade
38,Total Liabilities & Equity,1844,1955,2128,2302,2218,2441,2348,2396,2155,2298,Upgrade
39,Total Debt,168.68,178.9,270.52,297.9,293.06,272.73,282.84,274.47,227.53,219.82,Upgrade
40,Net Cash (Debt),119.16,133.33,50.74,152.94,49.83,266.95,118.77,339.74,181.29,320.13,Upgrade
41,Net Cash Growth,134.85%,-12.82%,1.83%,-42.71%,-58.04%,-21.42%,-34.49%,6.13%,-47.96%,190.00%,Upgrade
42,Net Cash Per Share,0.06,0.07,0.03,0.08,0.03,0.14,0.06,0.18,0.10,0.17,Upgrade
43,Filing Date Shares Outstanding,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,Upgrade
44,Total Common Shares Outstanding,1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,Upgrade
45,Working Capital,171.83,170.3,202.37,257.04,291.17,395.2,419.59,468.16,407.24,450.04,Upgrade
46,Book Value Per Share,0.68,0.70,0.72,0.76,0.75,0.81,0.82,0.83,0.81,0.87,Upgrade
47,Tangible Book Value,1295,1323,1379,1451,1429,1546,1557,1585,1537,1651,Upgrade
48,Tangible Book Value Per Share,0.68,0.70,0.72,0.76,0.75,0.81,0.82,0.83,0.81,0.87,Upgrade
49,Land,-,261.5,-,261.5,-,261.5,-,-,-,-,Upgrade
50,Machinery,-,129.66,-,135.25,-,209.47,-,201.92,-,191.94,Upgrade
51,Construction In Progress,-,1.41,-,0.32,-,1.11,-,10.58,-,0.64,Upgrade
52,Leasehold Improvements,-,30.5,-,50.9,-,59.75,-,48.23,-,34.21,Upgrade
