,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,161.11,239.37,256.29,343.9,321.7,452.81,432.67,487.6,293.9,442.72,Upgrade
1,Revenue Growth (YoY),-37.14%,-30.40%,-20.33%,-24.05%,-25.65%,-7.14%,47.21%,10.14%,-19.52%,-16.31%,Upgrade
2,Cost of Revenue,94.78,146,175.07,257.62,251.81,361.23,323.66,335,198.82,311.39,Upgrade
3,Gross Profit,66.33,93.36,81.22,86.28,69.88,91.58,109.01,152.6,95.09,131.33,Upgrade
4,"Selling, General & Admin",74.92,82.18,90.63,121.7,116.58,118.64,120.21,128.46,105.4,133.58,Upgrade
5,Other Operating Expenses,4.87,47.9,6.93,23.11,5.01,8.84,10.08,3.65,8.91,-19.45,Upgrade
6,Operating Expenses,79.79,130.07,97.56,144.81,121.59,127.47,130.29,132.11,114.31,114.13,Upgrade
7,Operating Income,-13.46,-36.71,-16.33,-58.53,-51.71,-35.9,-21.28,20.5,-19.22,17.2,Upgrade
8,Interest Expense,-3.69,-6.05,-6.51,-5.27,-3.01,-2.88,-2.81,-3.06,-3.66,-4.53,Upgrade
9,Interest & Investment Income,3.25,2.78,3.59,2.81,2.12,3.23,-,1.67,2.38,3.68,Upgrade
10,Earnings From Equity Investments,1.02,0.56,1.11,0.78,0.94,0.94,0.81,1.85,-0.57,-1.07,Upgrade
11,Currency Exchange Gain (Loss),-0.56,-0.68,-2.18,-2,0.21,0.25,-,-0,-0.42,-0.7,Upgrade
12,Other Non Operating Income (Expenses),8.5,1,1.71,34.25,1.94,-3.61,9.71,5.16,3.81,8.3,Upgrade
13,EBT Excluding Unusual Items,-4.93,-39.11,-18.61,-27.95,-49.5,-37.97,-13.58,26.1,-17.68,22.88,Upgrade
14,Gain (Loss) on Sale of Investments,-,-0.01,-0.15,-0.68,-0.77,-0.63,-,2.15,-,0.57,Upgrade
15,Gain (Loss) on Sale of Assets,0.05,0.49,0.06,0.32,0.22,0.12,-,0.42,0.06,0.04,Upgrade
16,Asset Writedown,-11.63,-40.58,12.8,-19.55,-5.2,-0.46,15.54,-39.28,-59.88,-232.36,Upgrade
17,Other Unusual Items,-0.6,-3.64,2.42,-14.34,-3,2.45,-,-15.56,10.02,8.56,Upgrade
18,Pretax Income,-17.12,-82.84,-3.49,-62.2,-58.26,-36.49,1.96,-26.17,-67.48,-200.32,Upgrade
19,Income Tax Expense,-0.25,-3.66,2.55,-2.02,0.55,-0.86,1.76,2.03,1.2,-0.14,Upgrade
20,Earnings From Continuing Operations,-16.87,-79.19,-6.03,-60.18,-58.81,-35.63,0.2,-28.2,-68.68,-200.18,Upgrade
21,Minority Interest in Earnings,3.41,13.92,2.72,12.18,12.73,10.7,4.09,-2.59,5.23,-5.09,Upgrade
22,Net Income,-13.46,-65.26,-3.32,-48,-46.08,-24.93,4.29,-30.79,-63.45,-205.27,Upgrade
23,Net Income to Common,-13.46,-65.26,-3.32,-48,-46.08,-24.93,4.29,-30.79,-63.45,-205.27,Upgrade
24,Shares Outstanding (Basic),1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,Upgrade
25,Shares Outstanding (Diluted),1904,1904,1904,1904,1904,1904,1904,1904,1904,1904,Upgrade
26,EPS (Basic),-0.01,-0.03,-0.00,-0.03,-0.02,-0.01,0.00,-0.02,-0.03,-0.11,Upgrade
27,EPS (Diluted),-0.01,-0.03,-0.00,-0.03,-0.02,-0.01,0.00,-0.02,-0.03,-0.11,Upgrade
28,Free Cash Flow,-26.74,77.31,8.33,64.48,-94.1,98.72,-78.52,37.51,-38.74,79.01,Upgrade
29,Free Cash Flow Per Share,-0.01,0.04,0.00,0.03,-0.05,0.05,-0.04,0.02,-0.02,0.04,Upgrade
30,Operating Margin,-8.35%,-15.34%,-6.37%,-17.02%,-16.07%,-7.93%,-4.92%,4.20%,-6.54%,3.88%,Upgrade
31,Profit Margin,-8.36%,-27.27%,-1.29%,-13.96%,-14.32%,-5.50%,0.99%,-6.31%,-21.59%,-46.37%,Upgrade
32,Free Cash Flow Margin,-16.60%,32.30%,3.25%,18.75%,-29.25%,21.80%,-18.15%,7.69%,-13.18%,17.85%,Upgrade
33,EBITDA,-3.91,-27.97,-3.17,-44.22,-36.27,-21.37,-8.56,33.38,-7.48,28.33,Upgrade
34,D&A For EBITDA,9.54,8.74,13.16,14.31,15.44,14.53,12.73,12.89,11.74,11.14,Upgrade
35,EBIT,-13.46,-36.71,-16.33,-58.53,-51.71,-35.9,-21.28,20.5,-19.22,17.2,Upgrade
