,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,15466,13384,10932,10042,12046,12744,6815,6309,7348,6258,8690,Upgrade
1,Market Cap Growth,33.27%,33.27%,-9.24%,-21.20%,76.74%,102.01%,-7.24%,0.81%,-15.45%,-42.38%,3.09%,Upgrade
2,Enterprise Value,17119,16498,9800,8850,11710,12991,9054,9010,8727,7969,9999,Upgrade
3,Last Close Price,6.17,5.09,3.91,3.38,3.75,3.65,1.89,1.70,1.94,1.62,2.18,Upgrade
4,PE Ratio,5.49,4.70,3.16,2.76,2.76,4.01,4.34,6.23,9.82,6.31,6.83,Upgrade
5,Forward PE,6.26,4.14,2.99,2.68,3.06,5.78,4.32,4.48,5.81,6.09,6.00,Upgrade
6,PS Ratio,0.52,0.45,0.35,0.33,0.39,0.44,0.26,0.29,0.37,0.34,0.48,Upgrade
7,PB Ratio,0.82,0.71,0.57,0.57,0.69,0.75,0.44,0.43,0.53,0.49,0.68,Upgrade
8,P/TBV Ratio,0.71,0.71,0.57,0.57,0.69,0.75,0.44,0.43,0.53,0.50,0.69,Upgrade
9,P/FCF Ratio,12.00,10.38,-,4.01,4.08,4.12,2.44,-7.18,-,408.04,-,Upgrade
10,P/OCF Ratio,3.73,3.73,5.82,2.46,2.96,3.49,2.00,67.85,-,4.40,8.71,Upgrade
11,PEG Ratio,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,10.64,Upgrade
12,EV/Sales Ratio,0.57,0.55,0.32,0.29,0.38,0.44,0.34,0.42,0.44,0.44,0.55,Upgrade
13,EV/EBITDA Ratio,3.93,3.81,1.99,1.67,1.79,2.50,2.55,3.15,3.49,2.89,3.32,Upgrade
14,EV/EBIT Ratio,5.45,5.26,2.63,2.17,2.22,3.41,4.40,6.48,8.35,5.48,5.73,Upgrade
15,EV/FCF Ratio,13.28,12.80,-,3.53,3.97,4.20,3.24,-10.25,-,519.61,-,Upgrade
16,Debt / Equity Ratio,0.66,0.66,0.56,0.37,0.39,0.53,0.34,0.29,0.30,0.34,0.30,Upgrade
17,Debt / FCF Ratio,9.58,9.58,-,2.57,2.31,2.93,1.89,-4.82,-,282.01,-,Upgrade
18,Return on Capital Employed (ROCE),15.28%,15.28%,18.24%,20.83%,27.43%,17.90%,10.38%,8.46%,6.72%,9.19%,10.66%,Upgrade
19,Earnings Yield,18.39%,21.25%,31.68%,36.29%,36.24%,24.96%,23.06%,16.04%,10.18%,15.85%,14.64%,Upgrade
20,FCF Yield,8.34%,9.63%,-4.60%,24.96%,24.51%,24.26%,41.00%,-13.93%,-12.66%,0.25%,-9.51%,Upgrade
21,Dividend Yield,6.02%,7.30%,11.55%,14.82%,16.06%,12.00%,11.48%,8.25%,5.28%,8.49%,8.04%,Upgrade
22,Buyback Yield / Dilution,0.25%,0.52%,-0.02%,-0.03%,-0.11%,-0.01%,-0.01%,0.01%,0.16%,0.50%,0.37%,Upgrade
23,Total Shareholder Return,6.27%,7.83%,11.53%,14.79%,15.95%,11.98%,11.47%,8.26%,5.44%,8.99%,8.41%,Upgrade
