,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,106.61,166.69,140.58,169.02,203.32,315.96,273.51,-,174.81,-,Upgrade
1,Revenue Growth (YoY),-24.16%,-1.38%,-30.86%,-46.51%,-25.66%,-,56.46%,-,-30.56%,-,Upgrade
2,Cost of Revenue,114.43,173.69,138.06,150.17,218.8,264.39,213.84,-,145.57,-,Upgrade
3,Gross Profit,-7.81,-7,2.52,18.85,-15.47,51.57,59.66,-,29.23,-,Upgrade
4,"Selling, General & Admin",23.76,26.77,23.08,47.38,15.16,26.85,23.79,-,19.34,-,Upgrade
5,Other Operating Expenses,-2.69,-8.18,-0.39,-0.28,-2.57,1,-3.17,-,-7.32,-,Upgrade
6,Operating Expenses,21.07,18.59,22.7,47.1,12.59,27.85,20.62,-,12.01,-,Upgrade
7,Operating Income,-28.88,-25.59,-20.18,-28.25,-28.06,23.73,39.04,-,17.22,-,Upgrade
8,Interest Expense,-6.55,-5.89,-2.64,-3.27,-3.43,-3.2,-2.66,-,-1.72,-,Upgrade
9,Interest & Investment Income,8.49,3.57,6.68,0.65,8.19,3.9,8.36,-,1.47,-,Upgrade
10,Earnings From Equity Investments,-0.88,0.37,0.31,1.59,0.81,2.21,2,-,1.22,-,Upgrade
11,Currency Exchange Gain (Loss),-0.07,-0.27,-,-0.04,-,0.07,-,-,-,-,Upgrade
12,EBT Excluding Unusual Items,-27.89,-27.81,-15.83,-29.32,-22.5,26.71,46.73,-,18.19,-,Upgrade
13,Merger & Restructuring Charges,-,-0.6,-,-,-,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Investments,-,5.76,-,-,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,0.05,-0.42,-,-,-,0.09,-,-,-,-,Upgrade
16,Other Unusual Items,-,0.14,-,-,-,-,-,-,-,-,Upgrade
17,Pretax Income,-27.84,-22.93,-15.83,-29.32,-22.5,26.8,46.73,-,18.19,-,Upgrade
18,Income Tax Expense,-1.3,-0.17,-0.22,-6.19,-2.56,12.34,17.19,-,7.49,-,Upgrade
19,Earnings From Continuing Operations,-26.54,-22.76,-15.6,-23.13,-19.94,14.46,29.55,-,10.7,-,Upgrade
20,Earnings From Discontinued Operations,-13.08,-,-1.83,-,-,-,-,-,0.11,-,Upgrade
21,Net Income to Company,-39.62,-22.76,-17.43,-23.13,-19.94,14.46,29.55,-,10.81,-,Upgrade
22,Minority Interest in Earnings,3.75,3.67,-,1.32,1.28,1.35,1.19,-,-,-,Upgrade
23,Net Income,-35.87,-19.09,-17.43,-21.81,-18.66,15.81,30.73,-,10.81,-,Upgrade
24,Net Income to Common,-35.87,-19.09,-17.43,-21.81,-18.66,15.81,30.73,-,10.81,-,Upgrade
25,Net Income Growth,-,-,-,-,-,-,184.31%,-,-66.30%,-,Upgrade
26,Shares Outstanding (Basic),552,552,552,552,552,552,552,-,552,-,Upgrade
27,Shares Outstanding (Diluted),552,552,552,552,552,552,552,-,552,-,Upgrade
28,EPS (Basic),-0.06,-0.03,-0.03,-0.04,-0.03,0.03,0.06,-,0.02,-,Upgrade
29,EPS (Diluted),-0.06,-0.03,-0.03,-0.04,-0.03,0.03,0.06,-,0.02,-,Upgrade
30,EPS Growth,-,-,-,-,-,-,184.32%,-,-66.30%,-,Upgrade
31,Free Cash Flow,-63.46,-109.85,-17.98,13.29,69.05,-51.84,38.06,-,-97.53,-,Upgrade
32,Free Cash Flow Per Share,-0.11,-0.20,-0.03,0.02,0.13,-0.09,0.07,-,-0.18,-,Upgrade
33,Dividend Per Share,-,-,-,-,-,-,0.072,-,0.066,-,Upgrade
34,Dividend Growth,-,-,-,-,-,-,9.71%,-,-,-,Upgrade
35,Operating Margin,-27.09%,-15.35%,-14.35%,-16.72%,-13.80%,7.51%,14.27%,-,9.85%,-,Upgrade
36,Profit Margin,-33.65%,-11.45%,-12.40%,-12.90%,-9.18%,5.00%,11.24%,-,6.18%,-,Upgrade
37,Free Cash Flow Margin,-59.52%,-65.90%,-12.79%,7.87%,33.96%,-16.41%,13.92%,-,-55.79%,-,Upgrade
38,EBITDA,-14.47,-14.91,-7.31,-16.24,-14.19,34.52,55.23,-,28.64,-,Upgrade
39,D&A For EBITDA,14.42,10.68,12.87,12.02,13.87,10.8,16.19,8.15,11.42,8.9,Upgrade
40,EBIT,-28.88,-25.59,-20.18,-28.25,-28.06,23.73,39.04,-,17.22,-,Upgrade
