,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1225,883,1540,1998,1684,2528,2418,1468,756,745,856,Upgrade
1,Market Cap Growth,-55.80%,-55.80%,-8.52%,-20.96%,-30.37%,72.18%,219.71%,97.04%,-11.61%,-1.46%,15.67%,Upgrade
2,Enterprise Value,1280,776,1247,1697,1249,2164,2004,1069,510,649,775,Upgrade
3,Last Close Price,2.22,1.52,2.65,3.44,2.90,4.35,4.16,2.49,1.28,1.19,1.37,Upgrade
4,PE Ratio,-,-,-,-,-,-,51.95,47.78,-,68.94,-,Upgrade
5,PS Ratio,4.48,3.23,5.01,6.45,4.52,4.87,4.10,5.37,-,4.26,-,Upgrade
6,PB Ratio,2.53,1.52,2.42,3.73,2.90,4.02,3.55,2.19,1.18,1.41,1.62,Upgrade
7,P/TBV Ratio,2.09,2.09,3.41,3.81,2.97,4.12,3.64,2.26,1.22,1.41,1.65,Upgrade
8,P/FCF Ratio,-,-,-,-,20.44,146.88,-,38.58,-,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-,13.53,35.02,-,25.90,-,-,-,Upgrade
10,EV/Sales Ratio,4.68,2.84,4.06,5.48,3.36,4.17,3.40,3.91,-,3.71,-,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,22.33,19.36,-,22.65,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,31.93,27.39,-,37.67,-,Upgrade
13,EV/FCF Ratio,-7.39,-,-,-,15.17,125.74,-,28.09,-,-,-,Upgrade
14,Debt / Equity Ratio,0.52,0.52,0.41,0.31,0.31,0.21,0.20,0.21,0.13,0.11,0.07,Upgrade
15,Debt / FCF Ratio,-,-,-,-,2.19,7.67,-,3.73,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,8.66%,5.47%,-,3.09%,-,Upgrade
17,Earnings Yield,-4.49%,-6.22%,-2.37%,-1.96%,-2.40%,-0.11%,1.92%,2.09%,-,1.45%,-,Upgrade
18,FCF Yield,-14.14%,-19.62%,-8.30%,-0.23%,4.89%,0.68%,-0.57%,2.59%,-,-13.09%,-,Upgrade
19,Dividend Yield,6.18%,-,-,-,-,-,-,2.91%,-,5.55%,-,Upgrade
20,Total Shareholder Return,6.18%,-,-,-,-,-,-,2.91%,-,5.55%,-,Upgrade
