,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,8574,8542,8492,8062,7206,5883,4407,3668,1944,2377
1,Revenue Growth (YoY),0.97%,5.95%,17.84%,37.04%,63.53%,60.38%,126.67%,54.35%,20.97%,60.57%
2,Cost of Revenue,5224,5275,4931,4751,3793,3351,2110,1918,1162,1389
3,Gross Profit,3350,3267,3561,3311,3413,2532,2297,1751,782.36,987.7
4,"Selling, General & Admin",996.05,1004,785.03,845.29,587.22,592.58,408,354.01,251.84,268.31
5,Research & Development,344.06,444.38,341.44,411.69,271.13,386.21,115.38,179.32,124.41,150.53
6,Other Operating Expenses,-,22.33,1.14,-7.76,6.27,16.95,7.34,4.95,-,-
7,Operating Expenses,1530,1637,1258,1445,929.18,1002,656.54,602.76,427.89,420.79
8,Operating Income,1820,1630,2302,1866,2484,1530,1640,1148,354.47,566.9
9,Interest Expense,-68.07,-79.67,-78.82,-41.72,-22.66,-18.32,-20.87,-20.33,-22.41,-14.99
10,Interest & Investment Income,192,144.34,74.84,63.47,52.32,31.74,26.29,51.49,29.37,39.82
11,Earnings From Equity Investments,-,-,-,-,-,-,-,3.73,-1.1,-3.43
12,Currency Exchange Gain (Loss),-89.71,-121.67,168.4,310.79,106.41,-121.49,88.91,-214.35,123.05,10.69
13,Other Non Operating Income (Expenses),103.41,96.33,77.05,36.27,123.29,60.71,110.65,18.17,124.37,7.3
14,EBT Excluding Unusual Items,1957,1670,2544,2235,2743,1482,1845,986.57,607.76,606.29
15,Gain (Loss) on Sale of Investments,51.08,21.32,-7.49,192.68,186.75,452.48,212.96,274.09,97.35,8.3
16,Other Unusual Items,-,-46.2,-7.37,-,-,-,-,-,-,-
17,Pretax Income,2008,1645,2529,2428,2930,1935,2058,1261,705.11,614.59
18,Income Tax Expense,228.07,412.06,191.12,498.96,308.91,309.09,175.45,298.66,-25.6,53.73
19,Earnings From Continuing Operations,1780,1233,2338,1929,2621,1626,1883,961.99,730.7,560.85
20,Minority Interest in Earnings,-281.23,-99.71,-71.19,-43.46,-86.16,-79.47,-40.64,-9.22,5.41,2.91
21,Net Income,1499,1133,2267,1885,2535,1546,1842,952.77,736.11,563.76
22,Net Income to Common,1499,1133,2267,1885,2535,1546,1842,952.77,736.11,563.76
23,Net Income Growth,-33.86%,-39.90%,-10.59%,21.92%,37.62%,62.30%,150.25%,69.00%,63.57%,47.96%
24,Shares Outstanding (Basic),4103,4169,4158,4170,4176,4198,4149,4030,3876,3749
25,Shares Outstanding (Diluted),4256,4348,4350,4365,4386,4436,4408,4273,4145,4006
26,Shares Change (YoY),-2.16%,-0.40%,-0.83%,-1.58%,-0.49%,3.81%,6.33%,6.66%,3.94%,0.54%
27,EPS (Basic),0.37,0.27,0.55,0.45,0.61,0.37,0.44,0.24,0.19,0.15
28,EPS (Diluted),0.35,0.25,0.52,0.43,0.58,0.35,0.42,0.22,0.18,0.14
29,EPS Growth,-33.02%,-41.21%,-10.34%,22.68%,38.10%,59.63%,133.33%,60.56%,58.87%,41.84%
30,Free Cash Flow,-565.27,-,368.84,899.87,-1227,198.58,-3275,-1661,-2482,-1471
31,Free Cash Flow Per Share,-0.13,-,0.08,0.21,-0.28,0.04,-0.74,-0.39,-0.60,-0.37
32,Operating Margin,21.22%,19.09%,27.11%,23.15%,34.47%,26.00%,37.22%,31.29%,18.23%,23.85%
33,Profit Margin,17.48%,13.26%,26.69%,23.38%,35.18%,26.28%,41.80%,25.97%,37.86%,23.72%
34,Free Cash Flow Margin,-6.59%,-,4.34%,11.16%,-17.02%,3.38%,-74.32%,-45.28%,-127.69%,-61.88%
35,EBITDA,2473,2267,2853,2167,2902,1697,1925,1231,540.27,616.7
36,D&A For EBITDA,653.32,636.14,550.69,300.5,418.13,167.45,284.8,83.11,185.81,49.8
37,EBIT,1820,1630,2302,1866,2484,1530,1640,1148,354.47,566.9
