,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,9154,9670,7355,6395,8135,9003,11282,7096,3710,6205
1,Short-Term Investments,340.08,340,248.45,304.47,335.57,1148,1922,1272,695.12,458
2,Trading Asset Securities,35.08,1234,1091,2015,1393,975.58,735.74,112.47,970.57,85
3,Cash & Short-Term Investments,9529,11243,8694,8714,9864,11126,13939,8481,5376,6748
4,Cash Growth,9.60%,29.02%,-11.86%,-21.68%,-29.23%,31.20%,159.30%,25.67%,77.45%,65.23%
5,Accounts Receivable,6179,6184,5394,5158,5562,3273,2913,2371,1762,1377
6,Other Receivables,622.8,490.64,464.54,616.59,482.41,908.05,1235,349.37,459.19,288.18
7,Receivables,6802,6675,5858,5775,6045,4181,4148,2770,2221,1665
8,Inventory,1963,1766,1965,2281,2144,1687,1707,1084,611.76,399.39
9,Other Current Assets,1523,1514,1360,1700,2604,2535,2185,1870,1204,858.93
10,Total Current Assets,19817,21198,17878,18470,20657,19530,21979,14204,9412,9672
11,"Property, Plant & Equipment",30776,29939,28995,25916,21846,19756,17739,12870,10036,6796
12,Long-Term Investments,2808,2934,2760,2709,2431,2203,1609,1074,561.27,452.16
13,Goodwill,1530,1530,1530,1530,1530,1530,1334,185.41,185.41,185.41
14,Other Intangible Assets,474.8,511.83,543.96,548.78,563.98,600.65,585.5,391.86,405.56,415.85
15,Long-Term Accounts Receivable,151.62,165.5,101.4,109.17,116.94,124.49,84.46,87.67,-,-
16,Long-Term Deferred Tax Assets,479.88,235.78,263.6,222.57,244.64,220.79,174.71,80.14,58.74,36.04
17,Other Long-Term Assets,68.88,60.69,69.78,58.88,84.31,68.42,75.24,70.35,64.46,44.57
18,Total Assets,56106,56576,52141,49564,47473,44033,43581,28964,20724,17602
19,Accounts Payable,874.53,833.27,573.2,794.39,995.33,617.78,534.61,646,355.38,185.81
20,Accrued Expenses,918.93,805.04,921.29,997.89,459.52,852.59,445.9,532.15,200.23,264.72
21,Short-Term Debt,-,-,195.38,-,-,-,-,-,-,-
22,Current Portion of Long-Term Debt,892.6,576.33,1156,1321,2347,2122,1161,767.13,745.92,506.11
23,Current Portion of Leases,192.6,154.98,124.94,149.06,126.25,103.56,133.44,60.71,82.01,26.49
24,Current Income Taxes Payable,451.77,618.88,589.95,773.83,587,557.73,309.67,250.89,95.77,142.15
25,Current Unearned Revenue,2917,3090,2861,3379,2664,1734,1064,664.86,461.41,336.4
26,Other Current Liabilities,560.53,1558,1719,1903,1817,2268,1793,1577,1234,1410
27,Total Current Liabilities,6808,7636,8141,9319,8996,8256,5442,4498,3175,2871
28,Long-Term Debt,1264,1571,1659,1462,531.9,640.51,2074,1838,2215,1395
29,Long-Term Leases,2218,2259,2201,1490,1393,1429,1231,666.51,648.75,266.11
30,Long-Term Unearned Revenue,1068,969.23,968.98,949.46,909.01,876.73,891.39,873.69,160.78,148.89
31,Long-Term Deferred Tax Liabilities,107.13,122.54,126.61,132.08,162.31,124.21,197.68,180.89,20.99,24.73
32,Other Long-Term Liabilities,-,-,-,-,-,-,161,7.26,724.74,-
33,Total Liabilities,11465,12558,13097,13351,11993,11326,9997,8064,6945,4706
34,Common Stock,0.23,0.24,0.23,0.23,0.24,0.24,0.23,0.23,0.22,0.21
35,Additional Paid-In Capital,-,24489,-,22102,24056,27044,26976,15950,10339,10260
36,Retained Earnings,-,14978,-,11578,9693,7158,5612,3769,2817,2080
37,Treasury Stock,-,-916.92,-,-,-,-2517,-,-,-,-
38,Comprehensive Income & Other,40655,1782,37738,1367,712.48,593.13,633.19,845.19,478.33,443.87
39,Total Common Equity,40655,40332,37738,35047,34462,32279,33221,20564,13634,12784
40,Minority Interest,3986,3686,1306,1166,1019,427.57,363.04,334.95,144.16,111.74
41,Shareholders' Equity,44641,44018,39044,36213,35481,32706,33584,20899,13779,12896
42,Total Liabilities & Equity,56106,56576,52141,49564,47473,44033,43581,28964,20724,17602
43,Total Debt,4567,4561,5336,4422,4399,4295,4599,3332,3692,2194
44,Net Cash (Debt),4961,6682,3358,4293,5466,6831,9340,5149,1684,4555
