,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,3769,3613,4723,4271,5395,5837,4078,4952,4529,3888,2598,3018,3548,4647,4028,4925,4298,-,-,-,-,Upgrade
1,Market Cap Growth,-38.10%,-38.10%,15.83%,-13.75%,19.11%,50.12%,56.97%,64.08%,27.66%,-16.32%,-35.51%,-38.72%,-17.46%,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,2852,2697,3807,3139,4297,4739,3020,3879,3337,2696,1371,1748,2327,3426,2827,3714,3904,-,-,-,-,Upgrade
3,Last Close Price,22.51,21.58,28.21,25.51,31.95,34.57,24.16,29.25,26.09,22.40,14.97,17.39,20.26,26.54,23.01,28.13,24.44,-,-,-,-,Upgrade
4,PE Ratio,26.17,25.12,35.16,35.43,46.27,54.28,42.36,65.56,64.10,46.62,26.54,27.67,31.90,43.31,41.01,57.93,53.63,-,-,-,-,Upgrade
5,PS Ratio,3.06,2.94,3.33,2.97,3.55,4.23,3.16,4.12,3.95,3.35,2.04,2.55,3.10,4.06,3.90,4.92,4.71,-,-,-,-,Upgrade
6,PB Ratio,2.07,1.93,2.53,2.38,3.00,3.27,2.33,2.93,2.67,2.31,1.52,1.77,2.06,2.75,2.44,3.08,2.69,-,-,-,-,Upgrade
7,P/TBV Ratio,2.10,2.10,2.75,2.57,3.25,3.53,2.51,3.16,2.87,2.49,1.64,1.91,2.24,2.99,2.67,3.39,2.95,-,-,-,-,Upgrade
8,P/FCF Ratio,-,-,-,-,-,-207.87,-113.99,-66.52,-,65.87,147.19,-,64.06,-,38.45,45.59,35.31,-,-,-,-,Upgrade
9,P/OCF Ratio,-,-,37.76,-,-,46.10,58.84,254.79,-,29.01,22.63,27.68,31.29,39.40,30.21,36.76,28.71,-,-,-,-,Upgrade
10,EV/Sales Ratio,2.32,2.19,2.68,2.18,2.83,3.44,2.34,3.23,2.91,2.32,1.08,1.48,2.03,2.99,2.74,3.71,4.28,-,-,-,-,Upgrade
11,EV/EBITDA Ratio,11.87,11.24,18.81,16.46,23.02,28.84,26.17,49.30,58.16,-,13.64,19.26,24.21,33.51,25.64,31.40,32.83,-,-,-,-,Upgrade
12,EV/EBIT Ratio,14.07,13.31,23.06,20.43,29.03,37.66,39.12,95.27,156.17,-,21.12,31.32,38.00,50.40,37.49,44.39,45.83,-,-,-,-,Upgrade
13,EV/FCF Ratio,-,-,-,-,-,-168.77,-84.42,-52.11,-,45.68,77.67,-,42.01,-,26.98,34.38,32.07,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.15,0.15,0.15,0.11,0.11,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.00,0.00,-,-,-,-,-,-,-,Upgrade
15,Debt / EBITDA Ratio,1.14,0.96,0.76,1.24,1.24,0.38,0.10,0.08,0.17,-,0.07,0.20,0.03,0.04,-,-,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-1.96,-0.91,-0.15,-,0.26,0.69,-,0.05,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,-,0.65,0.49,0.49,0.69,0.78,0.70,0.29,0.59,0.63,0.60,0.32,0.84,0.52,0.58,0.45,1.17,0.85,-,-,Upgrade,
18,Inventory Turnover,-,-,2.55,1.54,1.49,1.75,1.58,1.47,0.79,1.41,1.15,0.97,0.71,1.66,1.01,1.27,1.10,2.89,1.31,-,-,Upgrade
19,Quick Ratio,-,-,2.85,3.15,3.15,2.80,3.19,3.55,3.85,3.41,3.80,4.10,4.49,3.94,5.68,5.04,5.96,2.79,3.44,3.89,-,Upgrade
20,Current Ratio,-,-,3.11,3.48,3.48,3.08,3.57,4.03,4.39,3.75,4.22,4.55,5.04,4.35,6.33,5.52,6.48,3.17,3.94,4.37,-,Upgrade
21,Return on Equity (ROE),3.75%,15.45%,6.17%,6.19%,7.76%,13.81%,5.03%,2.89%,3.59%,7.18%,2.67%,5.47%,6.61%,9.78%,2.98%,6.21%,9.76%,12.39%,5.28%,7.55%,Upgrade,
22,Return on Assets (ROA),-,7.96%,3.03%,3.04%,2.57%,7.78%,2.83%,0.88%,-2.73%,3.78%,0.56%,1.76%,1.42%,3.05%,1.33%,3.57%,4.30%,7.71%,-,-,Upgrade,
23,Return on Capital (ROIC),7.24%,9.79%,3.73%,3.88%,3.38%,9.98%,3.55%,1.12%,-3.53%,4.81%,0.70%,2.23%,1.77%,3.69%,1.60%,4.47%,5.71%,9.82%,3.72%,5.78%,Upgrade,
24,Return on Capital Employed (ROCE),-,-,8.14%,7.88%,7.59%,6.78%,4.25%,2.34%,1.23%,-,3.64%,3.13%,3.40%,3.85%,4.39%,5.02%,5.11%,8.79%,6.52%,6.60%,-,Upgrade
25,Earnings Yield,3.82%,3.98%,2.84%,2.82%,2.16%,1.84%,2.36%,1.53%,1.56%,2.15%,3.77%,3.61%,3.14%,2.31%,2.44%,1.73%,1.86%,-,-,-,-,Upgrade
26,FCF Yield,-,-2.81%,-1.49%,0.76%,-0.48%,-0.88%,-1.50%,-2.72%,1.52%,0.68%,0.95%,1.56%,1.59%,2.60%,2.19%,2.83%,-,-,-,-,Upgrade,
27,Dividend Yield,1.11%,-,-,-,-,0.72%,-,-,-,0.89%,-,-,-,0.94%,-,-,-,-,-,-,-,Upgrade
