,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,174,195,169,224,285,433,552,575,300,157,224,Upgrade
1,Market Cap Growth,-12.77%,-12.77%,-40.83%,-48.35%,-48.28%,-24.79%,84.13%,266.67%,34.04%,-42.11%,-28.79%,Upgrade
2,Enterprise Value,1035,1077,1078,1079,1263,1393,1556,1454,1203,1028,1021,Upgrade
3,Last Close Price,0.36,0.41,0.35,0.47,0.60,0.91,1.16,1.21,0.63,0.33,0.47,Upgrade
4,PE Ratio,7.82,8.78,41.42,-,6.68,6.23,7.21,7.26,12.45,-,7.08,Upgrade
5,Forward PE,-,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,Upgrade
6,PS Ratio,0.11,0.13,0.11,0.14,0.15,0.21,0.26,0.29,0.19,0.11,0.17,Upgrade
7,PB Ratio,0.12,0.13,0.11,0.15,0.19,0.27,0.33,0.36,0.19,0.12,0.16,Upgrade
8,P/TBV Ratio,0.13,0.13,0.11,0.15,0.19,0.28,0.33,0.37,0.20,0.12,0.16,Upgrade
9,P/FCF Ratio,1.30,1.46,1.97,1.62,2.19,-,-26.25,-,5.47,-,-,Upgrade
10,P/OCF Ratio,1.05,1.05,1.31,1.19,1.37,2.57,7.21,-,2.28,4.11,3.66,Upgrade
11,EV/Sales Ratio,0.68,0.71,0.73,0.67,0.68,0.68,0.74,0.74,0.75,0.74,0.79,Upgrade
12,EV/EBITDA Ratio,6.21,7.17,8.82,9.96,8.01,8.72,9.17,7.70,9.02,14.66,11.38,Upgrade
13,EV/EBIT Ratio,11.20,10.94,16.01,-,13.02,14.27,14.88,11.66,16.08,63.01,30.66,Upgrade
14,EV/FCF Ratio,7.73,8.04,12.56,7.84,9.72,-,-74.07,-,21.98,-,-,Upgrade
15,Debt / Equity Ratio,0.68,0.68,0.72,0.78,0.75,0.76,0.67,0.74,0.71,0.82,0.76,Upgrade
16,Debt / FCF Ratio,7.79,7.79,12.95,8.39,8.73,-,-54.11,-,20.11,-,-,Upgrade
17,Return on Capital Employed (ROCE),5.92%,5.92%,3.99%,-,6.13%,5.77%,5.85%,7.25%,4.50%,1.13%,2.20%,Upgrade
18,Earnings Yield,12.79%,11.39%,2.41%,-1.38%,14.96%,16.05%,13.87%,13.77%,8.03%,-8.44%,14.13%,Upgrade
19,FCF Yield,77.16%,68.69%,50.86%,61.63%,45.57%,17.51%,-3.81%,-7.04%,18.28%,-18.25%,4.60%,Upgrade
20,Buyback Yield / Dilution,-,-,-,-,-,-0.00%,0.00%,0.00%,-,-,Upgrade,
21,Total Shareholder Return,-,-,-,-,-,-0.00%,0.00%,0.00%,-,-,Upgrade,
