,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020",+2 Quarters
0,Market Capitalization,6860,3528,4236,4958,7332,9837,12893,11857,14769,19044,18310,Upgrade
1,Market Cap Growth,-28.84%,-28.84%,-42.22%,-49.60%,-43.13%,-17.04%,-12.70%,-37.74%,-19.34%,3.27%,48.99%,Upgrade
2,Enterprise Value,17144,14096,14699,15579,17855,20341,23256,22502,25163,29572,27271,Upgrade
3,Last Close Price,5.23,2.61,2.96,3.27,4.66,6.02,7.55,6.68,8.03,10.04,9.40,Upgrade
4,PE Ratio,667.48,343.31,-3.29,-,26.93,17.78,27.87,57.31,1094.21,-,124.29,Upgrade
5,Forward PE,29.53,26.63,12.32,21.21,18.21,17.41,22.60,28.37,29.55,33.46,29.21,Upgrade
6,PS Ratio,0.64,0.33,0.39,0.42,0.64,0.85,1.07,1.03,1.32,2.01,2.49,Upgrade
7,PB Ratio,2.69,1.38,1.53,1.62,1.58,2.00,2.44,2.14,2.48,2.95,2.60,Upgrade
8,P/FCF Ratio,4.05,2.08,2.89,3.32,5.10,7.31,8.37,6.65,8.39,11.61,14.52,Upgrade
9,P/OCF Ratio,1.71,1.71,2.28,2.50,3.73,5.28,6.22,5.04,6.23,8.74,10.55,Upgrade
10,PEG Ratio,0.93,0.93,0.93,0.93,0.93,0.93,0.93,1.01,0.38,0.68,0.59,Upgrade
11,EV/Sales Ratio,1.61,1.32,1.36,1.33,1.55,1.75,1.93,1.96,2.24,3.13,3.71,Upgrade
12,EV/EBITDA Ratio,8.11,7.23,7.97,8.37,8.71,9.54,10.99,10.65,12.29,14.52,14.27,Upgrade
13,EV/EBIT Ratio,19.83,16.30,19.79,21.60,20.77,21.72,26.79,27.60,38.18,49.27,41.94,Upgrade
14,EV/FCF Ratio,10.11,8.31,10.02,10.43,12.42,15.11,15.10,12.63,14.29,18.03,21.63,Upgrade
15,Debt / Equity Ratio,4.50,4.50,4.12,3.77,2.50,2.38,2.20,2.13,1.99,1.72,1.59,Upgrade
16,Debt / FCF Ratio,6.78,6.78,7.76,7.70,8.09,8.71,7.57,6.61,6.74,6.78,8.90,Upgrade
17,Return on Capital Employed (ROCE),5.99%,5.99%,5.08%,4.80%,5.15%,5.41%,4.96%,4.55%,3.76%,3.43%,3.46%,Upgrade
18,Earnings Yield,0.15%,0.29%,-30.43%,-25.56%,3.71%,5.62%,3.59%,1.74%,0.09%,0.51%,0.80%,Upgrade
19,FCF Yield,24.72%,48.06%,34.63%,30.12%,19.61%,13.68%,11.95%,15.03%,11.93%,8.61%,6.89%,Upgrade
20,Dividend Yield,6.06%,12.09%,11.82%,12.24%,8.57%,9.97%,10.27%,11.46%,9.59%,7.47%,7.77%,Upgrade
21,Buyback Yield / Dilution,-12.76%,-12.76%,-,11.32%,-0.01%,-0.03%,0.02%,0.04%,-0.03%,-11.80%,-47.11%,Upgrade
22,Total Shareholder Return,-6.71%,-0.68%,11.82%,23.56%,8.57%,9.94%,10.29%,11.50%,9.56%,-4.33%,-39.34%,Upgrade
