,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020",+2 Quarters
0,Cash & Equivalents,1217,804.44,1017,979.73,1129,1154,1421,1232,676.46,691.83,Upgrade
1,Trading Asset Securities,-,12.77,13.78,27.56,76.39,-,-,-,40.52,-,Upgrade
2,Cash & Short-Term Investments,1217,817.22,1031,1007,1206,1154,1421,1232,716.97,691.83,Upgrade
3,Cash Growth,18.13%,-18.87%,-14.52%,-12.74%,-15.16%,-6.30%,98.21%,78.07%,8.17%,64.38%,Upgrade
4,Accounts Receivable,1224,1223,1225,1330,1205,1481,1285,1531,1662,1818,Upgrade
5,Other Receivables,516.5,430.89,471.58,479.53,521.56,574.04,398.71,449.77,379.78,369.22,Upgrade
6,Receivables,1741,1654,1696,1809,1726,2055,1684,1981,2042,2187,Upgrade
7,Inventory,106.2,123.86,105.68,134.02,111.48,112.31,110.62,133.44,154.64,162.72,Upgrade
8,Other Current Assets,-,-,-,-,-,-,400.38,-,-,-,Upgrade
9,Total Current Assets,3064,2595,2833,2951,3043,3321,3616,3346,2913,3042,Upgrade
10,"Property, Plant & Equipment",3761,3868,4109,4260,4437,4373,4582,4755,4999,4931,Upgrade
11,Long-Term Investments,-,6.13,10.62,66.76,74.03,62.4,22.7,13.91,13.83,10.56,Upgrade
12,Goodwill,7817,7817,7817,9017,9017,9017,9017,9017,9017,9000,Upgrade
13,Other Intangible Assets,2368,2569,2776,2986,3203,3365,3606,3908,4201,4572,Upgrade
14,Long-Term Accounts Receivable,-,-,-,-,-,-,-,3.44,6.53,3.16,Upgrade
15,Long-Term Deferred Tax Assets,137.85,105.93,66.67,71.04,26.72,44.54,68.91,68.92,91.26,90.82,Upgrade
16,Long-Term Deferred Charges,464.95,468.96,464.53,494.67,513.05,541.9,564.85,577.11,595.15,584.21,Upgrade
17,Other Long-Term Assets,56.02,73.1,72.29,76.34,98.53,268.23,290.79,281.32,287.81,288.81,Upgrade
18,Total Assets,17669,17503,18148,19937,20427,21008,21768,21970,22124,22521,Upgrade
19,Accounts Payable,945.88,971.82,927.67,963.72,778.65,946.46,935.86,1060,830.81,836.94,Upgrade
20,Current Portion of Long-Term Debt,302.59,246.81,284.86,422.9,297.7,419.07,481.28,1416,1311,778.69,Upgrade
21,Current Portion of Leases,145.58,143.46,150.91,149.14,136.27,139.62,166.65,204.89,234.26,233.74,Upgrade
22,Current Income Taxes Payable,159.66,82.05,193.84,106.03,240.43,159.01,189.5,126.87,199.52,109.31,Upgrade
23,Current Unearned Revenue,606.61,503.37,573.98,579.13,600.1,778.65,632.49,603.51,706.83,693.24,Upgrade
24,Other Current Liabilities,1075,920.69,980.88,1015,1078,1075,1458,1028,1350,1085,Upgrade
25,Total Current Liabilities,3235,2868,3112,3236,3131,3517,3864,4439,4632,3737,Upgrade
26,Long-Term Debt,10705,10677,10672,10667,10913,10852,10831,9886,9120,9681,Upgrade
27,Long-Term Leases,348.54,317.91,385.11,389.07,381.85,248.4,305.13,371.08,445.8,528.41,Upgrade
28,Long-Term Unearned Revenue,177.3,191.52,160.16,153.92,145.81,161.45,194.82,193.82,219.94,178.5,Upgrade
29,Long-Term Deferred Tax Liabilities,593.2,629.42,684.67,732.88,800.66,840.45,904.85,953.31,1033,1084,Upgrade
30,Other Long-Term Liabilities,55.19,57.63,82.59,107.71,130.65,95.6,130.22,170.44,212.26,273.08,Upgrade
31,Total Liabilities,15115,14742,15097,15287,15503,15715,16231,16013,15664,15481,Upgrade
32,Common Stock,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,Upgrade
33,Additional Paid-In Capital,-,-,-,132.1,427.88,1019,1574,2151,2713,3260,Upgrade
34,Retained Earnings,-410.92,-197.82,96.43,1551,1528,1279,974.2,815.89,767.33,807.17,Upgrade
35,Comprehensive Income & Other,2965,2959,2955,2967,2969,2995,2989,2990,2980,2975,Upgrade
36,Total Common Equity,2554,2762,3051,4650,4924,5293,5538,5957,6460,7042,Upgrade
37,Minority Interest,-,-,-,-,-,-,-,-,-,-2.37,Upgrade
38,Shareholders' Equity,2554,2762,3051,4650,4924,5293,5538,5957,6460,7040,Upgrade
39,Total Liabilities & Equity,17669,17503,18148,19937,20427,21008,21768,21970,22124,22521,Upgrade
40,Total Debt,11502,11385,11493,11628,11729,11659,11784,11877,11111,11222,Upgrade
41,Net Cash (Debt),-10284,-10568,-10462,-10621,-10523,-10504,-10363,-10645,-10394,-10530,Upgrade
42,Net Cash Per Share,-6.96,-7.15,-7.98,-7.19,-7.12,-7.11,-7.01,-7.20,-7.03,-7.12,Upgrade
43,Filing Date Shares Outstanding,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,Upgrade
44,Total Common Shares Outstanding,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312,Upgrade
45,Working Capital,-170.86,-272.84,-279.52,-285.18,-87.58,-196.17,-248.16,-1093,-1719,-695.28,Upgrade
46,Book Value Per Share,1.95,2.11,2.33,3.55,3.75,4.04,4.22,4.54,4.93,5.37,Upgrade
47,Tangible Book Value,-7630,-7624,-7541,-7352,-7295,-7089,-7085,-6967,-6757,-6529,Upgrade
48,Tangible Book Value Per Share,-5.82,-5.81,-5.75,-5.61,-5.56,-5.40,-5.40,-5.31,-5.15,-4.98,Upgrade
49,Land,111.2,-,111.2,-,111.2,-,111.2,-,111.2,-,Upgrade
50,Machinery,8769,-,8414,-,8160,-,7649,-,7152,-,Upgrade
51,Leasehold Improvements,118.46,-,105.34,-,106.78,-,110.94,-,112.86,-,Upgrade
