,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,169,277,508,671,958,891,989,970,1104,816,862,Upgrade
1,Market Cap Growth,-58.78%,-58.78%,-46.98%,-24.67%,-3.11%,-8.11%,-10.43%,18.82%,28.15%,-41.75%,-55.60%,Upgrade
2,Enterprise Value,1455,1732,1956,2204,2778,2836,3281,3239,3740,3515,3698,Upgrade
3,Last Close Price,0.19,0.30,0.56,0.74,1.05,0.96,0.98,0.89,1.01,0.75,0.75,Upgrade
4,PE Ratio,-,-,-,-,-,6.71,1.75,4.88,-,-,-,Upgrade
5,PS Ratio,17.63,28.90,5.08,6.57,12.37,7.31,3.12,2.01,4.84,15.80,7.57,Upgrade
6,PB Ratio,0.07,0.11,0.17,0.19,0.25,0.22,0.24,0.23,0.32,0.22,0.21,Upgrade
7,P/TBV Ratio,0.11,0.11,0.17,0.20,0.27,0.23,0.25,0.24,0.32,0.22,0.21,Upgrade
8,P/FCF Ratio,-,-,-,-5.93,-,-,-,3.97,-23.19,-,-,Upgrade
9,P/OCF Ratio,-,-,-,-6.24,-,-,-,3.77,-34.57,-,-,Upgrade
10,EV/Sales Ratio,152.01,180.87,19.54,21.56,35.86,23.26,10.34,6.72,16.39,68.06,32.47,Upgrade
11,EV/FCF Ratio,-10.49,-,-,-19.47,-,-,-,13.26,-78.54,-,-,Upgrade
12,Debt / Equity Ratio,0.46,0.46,0.44,0.40,0.38,0.50,0.49,0.85,0.77,0.84,0.84,Upgrade
13,Debt / FCF Ratio,-,-,-,-12.47,-,-,-,14.90,-56.65,-,-,Upgrade
14,Earnings Yield,-585.61%,-357.12%,-126.94%,-64.57%,-15.33%,14.91%,57.25%,20.48%,-59.97%,-92.20%,-112.69%,Upgrade
15,FCF Yield,-82.21%,-50.13%,-9.57%,-16.87%,-30.44%,-36.67%,-5.90%,25.18%,-4.31%,-35.72%,-44.44%,Upgrade
16,Dividend Yield,0.00%,-,-,-,-,-,15.28%,11.27%,-,-,10.68%,Upgrade
17,Buyback Yield / Dilution,0.83%,0.38%,1.28%,4.55%,4.34%,0.64%,-0.05%,-0.23%,0.57%,1.15%,0.75%,Upgrade
18,Total Shareholder Return,0.83%,0.38%,1.28%,4.55%,4.34%,0.64%,15.22%,11.04%,0.57%,1.15%,11.43%,Upgrade
