,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Operating Revenue,4.63,4.94,95.14,7.11,70.38,51.57,265.8,216.48,11.67,39.98,Upgrade
1,Revenue,4.63,4.94,95.14,7.11,70.38,51.57,265.8,216.48,11.67,39.98,Upgrade
2,Revenue Growth (YoY),-95.13%,-30.47%,35.18%,-86.22%,-73.52%,-76.18%,2177.85%,441.46%,-84.21%,-60.21%,Upgrade
3,Cost of Revenue,87.16,62.69,94.08,35.9,62.76,48.59,243.59,181.76,8.25,58.66,Upgrade
4,Gross Profit,-82.53,-57.75,1.06,-28.8,7.62,2.99,22.22,34.72,3.42,-18.68,Upgrade
5,"Selling, General & Admin",106.5,158.93,70.26,133.63,87.77,190.48,102.86,98.11,101.07,106.58,Upgrade
6,Operating Expenses,92.14,159.35,71.24,139.61,89.59,201.62,71.87,126.34,190.31,165.56,Upgrade
7,Operating Income,-174.67,-217.1,-70.18,-168.41,-81.97,-198.63,-49.65,-91.63,-186.89,-184.24,Upgrade
8,Interest Expense,-65.87,-48.89,-36.6,-30.68,-16.34,-15.39,-44.54,-48.02,-55.72,-65.88,Upgrade
9,Interest & Investment Income,5.07,26.12,5.71,27.5,5.62,25.49,8.54,37.94,16.52,54.53,Upgrade
10,Earnings From Equity Investments,-23.23,-0.45,-37.69,-60.81,247.58,134.57,745.22,-143.07,-78.77,-156.9,Upgrade
11,Currency Exchange Gain (Loss),-,0.65,-,-2.5,-,-4.05,-,16.28,-,-2.49,Upgrade
12,Other Non Operating Income (Expenses),-5.53,-83.92,-10.18,-34.75,-13.56,-10.39,-10.28,-241.96,31.6,-28.5,Upgrade
13,EBT Excluding Unusual Items,-264.23,-323.59,-148.94,-269.65,141.33,-68.4,649.28,-470.45,-273.26,-383.48,Upgrade
14,Gain (Loss) on Sale of Investments,-220.41,-149.97,-,-,-,-,70,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,-,-,-,-,-,101.76,-,106.59,-,-,Upgrade
16,Asset Writedown,-45,-99,-35,-,-24.1,-52.39,-,0.39,-61.07,-69.85,Upgrade
17,Other Unusual Items,-,-,-,-,-,0.39,-159,5.56,-,2.13,Upgrade
18,Pretax Income,-529.64,-572.56,-183.94,-269.65,117.23,-18.65,560.28,-357.92,-334.33,-451.19,Upgrade
19,Income Tax Expense,0.04,-74.26,0.07,0.06,0.08,7.17,1.28,3.49,-31.7,-0.03,Upgrade
20,Earnings From Continuing Operations,-529.68,-498.3,-184,-269.71,117.15,-25.82,559.01,-361.41,-302.62,-451.16,Upgrade
21,Minority Interest in Earnings,25.38,14.45,22.97,-2.7,8.35,33.2,-0.22,1.27,0.6,0.72,Upgrade
22,Net Income,-504.3,-483.85,-161.04,-272.41,125.5,7.38,558.79,-360.14,-302.02,-450.44,Upgrade
23,Net Income to Common,-504.3,-483.85,-161.04,-272.41,125.5,7.38,558.79,-360.14,-302.02,-450.44,Upgrade
24,Net Income Growth,-,-,-,-,-77.54%,-,-,-,-,-,Upgrade
25,Shares Outstanding (Basic),907,907,911,919,954,960,960,960,958,966,Upgrade
26,Shares Outstanding (Diluted),907,907,911,919,954,961,960,960,958,966,Upgrade
27,Shares Change (YoY),-0.38%,-1.28%,-4.55%,-4.34%,-0.64%,0.05%,0.23%,-0.57%,-1.15%,-0.75%,Upgrade
28,EPS (Basic),-0.56,-0.53,-0.18,-0.30,0.13,0.01,0.58,-0.38,-0.32,-0.47,Upgrade
29,EPS (Diluted),-0.56,-0.53,-0.18,-0.30,0.13,0.01,0.58,-0.38,-0.32,-0.47,Upgrade
30,EPS Growth,-,-,-,-,-77.59%,-,-,-,-,-,Upgrade
31,Free Cash Flow,-58.57,-80.14,31.51,-144.74,-146.93,-179.9,121.52,122.69,-170.31,-121.21,Upgrade
32,Free Cash Flow Per Share,-0.06,-0.09,0.03,-0.16,-0.15,-0.19,0.13,0.13,-0.18,-0.13,Upgrade
33,Dividend Per Share,-,-,-,-,-,0.050,0.100,-,-,0.050,Upgrade
34,Dividend Growth,-,-,-,-,-,-,-,-,-,-58.33%,Upgrade
35,Operating Margin,-3771.76%,-4392.13%,-73.77%,-2368.91%,-116.46%,-385.15%,-18.68%,-42.33%,-1601.59%,-460.83%,Upgrade
36,Profit Margin,-10889.61%,-9788.53%,-169.27%,-3831.93%,178.32%,14.31%,210.23%,-166.37%,-2588.22%,-1126.66%,Upgrade
37,Free Cash Flow Margin,-1264.80%,-1621.28%,33.12%,-2035.98%,-208.76%,-348.82%,45.72%,56.68%,-1459.49%,-303.19%,Upgrade
38,EBITDA,-166.78,-204.88,-57.85,-155.45,-68.22,-184.07,-35.4,-77.33,-168.02,-132.1,Upgrade
39,D&A For EBITDA,7.89,12.22,12.33,12.96,13.75,14.56,14.26,14.3,18.87,52.15,Upgrade
40,EBIT,-174.67,-217.1,-70.18,-168.41,-81.97,-198.63,-49.65,-91.63,-186.89,-184.24,Upgrade
41,Revenue as Reported,-,4.94,-,7.11,70.38,51.57,265.8,216.48,11.67,39.98,Upgrade
