,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,425.62,431.96,434.02,1146,922.63,978.92,993.06,3066,3322,4367,3739,3599,4562,3606,3080,4270,1880,2002,1303,1999,Upgrade
1,Short-Term Investments,10.13,10.13,10.13,10.13,10.83,10.83,10.83,1124,1161,1161,1113,1113,1113,1154,1154,1264,1704,1904,791,791,Upgrade
2,Trading Asset Securities,51.01,39.69,57.47,68.55,70.31,65.29,70.25,68.9,62,68.01,90.29,96.38,73.62,71.95,69.12,70.59,116.57,203.53,715.42,1011,Upgrade
3,Cash & Short-Term Investments,486.76,481.78,501.62,1225,1004,1055,1074,4259,4545,5597,4943,4808,5748,4832,4303,5605,3701,4110,2809,3801,Upgrade
4,Cash Growth,-51.51%,-54.34%,-53.30%,-71.25%,-77.92%,-81.15%,-78.27%,-11.42%,-20.93%,15.81%,14.87%,-14.21%,55.31%,17.59%,53.18%,47.44%,67.57%,78.34%,98.84%,146.25%,Upgrade
5,Accounts Receivable,404.41,358.4,313.45,279.74,347.89,311.99,296.49,271.89,29.81,34.39,36.55,60.5,36.14,34.22,34.12,33.58,33.9,31.25,20.36,17.86,Upgrade
6,Other Receivables,442.27,982.72,983.42,391.1,2062,1420,2030,755.88,1528,935.87,1570,945.13,2257,1233,1306,1243,2546,1985,1966,1903,Upgrade
7,Receivables,846.67,1341,1297,670.84,2410,1732,2326,1028,1557,970.27,1606,1006,2293,1267,1340,1276,2580,2017,1987,1920,Upgrade
8,Inventory,7.67,65.86,65.94,95.88,105.61,105.97,106.65,23134,25212,25608,24878,23937,22371,21704,20381,19788,16551,15576,15664,13528,Upgrade
9,Prepaid Expenses,-,12.95,-,4.17,-,16.1,-,653.34,-,615.45,-,470.79,-,531.28,-,352.23,309.71,242.12,411.19,-,Upgrade
10,Other Current Assets,29.1,23.5,25.9,612.64,30.34,631.19,41.38,810.34,876.65,761.63,847.95,815.53,833.2,701.45,757.96,359.75,17.07,93.28,82.28,425.53,Upgrade
11,Total Current Assets,1370,1925,1890,2608,3549,3540,3549,29884,32191,33552,32275,31037,31245,29036,26782,27381,23159,22038,20953,19675,Upgrade
12,"Property, Plant & Equipment",110.04,116.81,99.98,105.43,59.61,61.57,34.87,311.81,277.63,274.01,750.89,740.34,708.25,706.52,666.49,746.71,785.18,789.87,952.19,806.39,Upgrade
13,Long-Term Investments,154.23,153.99,152.82,153.04,155.74,151.72,149.05,368.52,181.34,181.91,182.29,182.48,174.52,493.18,499.43,500.03,625.91,633.27,640.79,1762,Upgrade
14,Goodwill,-,-,-,-,-,-,-,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,Upgrade
15,Other Intangible Assets,11.45,12.01,13.12,14.19,9.77,10.64,11.19,12.17,3.75,3.49,2.98,2.57,2.35,2.05,2.03,2.19,1.71,1.62,2.38,2.49,Upgrade
16,Long-Term Deferred Tax Assets,30.46,30.83,28.06,28.48,21.79,20.55,9.99,302.13,379.29,364.96,336.11,336.93,314.96,305.69,286.42,393.94,575.86,585.88,345.69,270.06,Upgrade
