,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Market Capitalization,521,511,591,631,641,781,631,541,601,651,802,Upgrade
1,Market Cap Growth,-19.05%,-19.05%,-7.81%,-19.23%,1.59%,44.44%,5.00%,-16.92%,-25.00%,-36.27%,-32.20%,Upgrade
2,Last Close Price,0.52,0.49,0.57,0.61,0.60,0.74,0.59,0.51,0.53,0.58,0.71,Upgrade
3,PE Ratio,7.67,7.19,4.01,4.07,3.41,3.28,2.73,4.93,8.91,16.43,-,Upgrade
4,PS Ratio,0.22,0.22,0.25,0.30,0.23,0.25,0.23,0.34,1.04,1.35,1.51,Upgrade
5,PB Ratio,0.19,0.19,0.21,0.23,0.23,0.28,0.23,0.20,0.23,0.27,0.33,Upgrade
6,P/FCF Ratio,0.11,0.11,0.19,-0.73,-,0.06,0.10,0.24,-2.19,-,1.69,Upgrade
7,P/OCF Ratio,0.11,0.11,0.19,-0.74,-,0.06,0.10,0.24,-2.27,-,1.66,Upgrade
8,Debt / Equity Ratio,0.14,0.14,0.09,0.13,0.09,0.14,0.07,0.07,0.06,0.04,0.03,Upgrade
9,Debt / FCF Ratio,0.08,0.08,0.08,-0.42,-,0.03,0.03,0.09,-0.57,-,0.14,Upgrade
10,Earnings Yield,13.65%,13.92%,24.92%,24.58%,29.28%,30.45%,36.67%,20.26%,11.23%,6.09%,4.15%,Upgrade
11,FCF Yield,887.74%,905.15%,527.76%,-137.08%,1035.81%,1549.39%,964.39%,410.63%,-45.64%,-71.87%,59.00%,Upgrade
12,Buyback Yield / Dilution,0.86%,1.71%,-,-0.00%,-,-,-,-,-,-,-,Upgrade
13,Total Shareholder Return,3.80%,1.71%,-,-0.00%,-,-,-,-,-,-,-,Upgrade
