,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Cash & Equivalents,772.47,18818,16876,16467,1230,10366,946.72,684.95,573.09,576.87,Upgrade
1,Short-Term Investments,65.69,319.42,35.23,235.54,56.64,121.69,6343,5029,4186,3630,Upgrade
2,Trading Asset Securities,1394,1128,916,933.28,741.32,876.46,642.72,466.44,442.28,323.91,Upgrade
3,Accounts Receivable,414.6,444.18,355.73,211.7,345.54,215.03,61.74,6.46,12.37,12.37,Upgrade
4,Other Receivables,68.07,80.99,47.87,43.17,92.24,43.42,27.86,68.85,43.94,69.63,Upgrade
5,"Property, Plant & Equipment",75.76,75.97,71.21,69.44,64.37,60.21,59.88,58.26,66.25,60.01,Upgrade
6,Other Intangible Assets,17.21,14.5,9.66,8.2,6.64,7.15,6.52,6.77,7.32,8.48,Upgrade
7,Investments in Debt & Equity Securities,1.4,1.4,1.4,1.4,1.4,1.4,187.96,165.02,51.46,1.48,Upgrade
8,Other Current Assets,30718,9152,11633,10748,28146,8918,6860,6250,5207,3827,Upgrade
9,Long-Term Deferred Tax Assets,32.3,8.73,10.42,21.99,0.71,0.78,0.84,0.86,6.35,18.92,Upgrade
10,Other Long-Term Assets,44.32,43.26,39.77,39.78,25.28,25.38,87.74,73.53,90.19,89.23,Upgrade
11,Total Assets,33699,30126,30047,28859,30882,20682,15416,12926,10713,8929,Upgrade
12,Accounts Payable,1233,1537,1603,1216,1035,649.43,12128,10171,8226,6389,Upgrade
13,Accrued Expenses,95.42,92.97,85.89,119.36,142.71,156.2,90.11,83.44,38.58,44.02,Upgrade
14,Short-Term Debt,327.97,195.2,310.2,194.65,298.08,140,114.93,109.16,57.32,44.6,Upgrade
15,Current Portion of Leases,-,-,-,-,-,-,7.82,0.25,13.59,8.18,Upgrade
16,Other Current Liabilities,29203,25482,25082,24407,26563,17237,643.99,258.11,116.03,239.05,Upgrade
17,Long-Term Debt,-,-,-,-,-,-,31.05,1.91,-,-,Upgrade
18,Long-Term Leases,27.68,29.39,25.36,25.27,24.99,19.07,15.47,19.82,11.98,8.43,Upgrade
19,Long-Term Deferred Tax Liabilities,14.05,3.18,11.97,0,11.35,24.33,22.72,6.24,3.67,0.01,Upgrade
20,Other Long-Term Liabilities,199.08,198.83,381.9,377.04,370.53,152.61,11,8.79,5.26,5.02,Upgrade
21,Total Liabilities,31152,27566,27552,26417,28527,18400,13116,10686,8487,6744,Upgrade
22,Common Stock,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,Upgrade
23,Additional Paid-In Capital,650.63,650.63,650.63,650.63,650.63,650.63,650.63,650.63,650.63,650.63,Upgrade
24,Retained Earnings,880.87,894.3,828.72,776.62,701.19,628.51,646.06,585.44,570.37,528.6,Upgrade
25,Comprehensive Income & Other,13.62,13.46,13.86,13.13,1.23,0.92,1.19,1.43,3.84,3.07,Upgrade
26,Total Common Equity,2547,2560,2495,2442,2355,2282,2300,2239,2227,2184,Upgrade
27,Minority Interest,-,-,-,-,-,-,-,-,-,0.46,Upgrade
28,Shareholders' Equity,2547,2560,2495,2442,2355,2282,2300,2239,2227,2185,Upgrade
29,Total Liabilities & Equity,33699,30126,30047,28859,30882,20682,15416,12926,10713,8929,Upgrade
30,Total Debt,355.65,224.59,335.56,219.92,323.08,159.07,169.27,131.15,82.89,61.21,Upgrade
31,Net Cash (Debt),1876,20041,17491,17416,1705,11205,7763,6049,5118,4470,Upgrade
32,Net Cash Growth,-89.27%,15.07%,926.15%,55.43%,-78.04%,85.23%,51.68%,35.33%,-4.73%,-8.98%,Upgrade
33,Net Cash Per Share,1.91,20.00,17.46,17.38,1.70,11.18,7.75,6.04,5.11,4.46,Upgrade
34,Filing Date Shares Outstanding,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,Upgrade
35,Total Common Shares Outstanding,1002,1002,1002,1002,1002,1002,1002,1002,1002,1002,Upgrade
36,Working Capital,2615,2645,2779,2701,2661,2380,2036,1970,2025,2019,Upgrade
37,Book Value Per Share,2.54,2.56,2.49,2.44,2.35,2.28,2.30,2.24,2.22,2.18,Upgrade
38,Tangible Book Value,2530,2546,2485,2434,2348,2275,2293,2233,2219,2176,Upgrade
39,Tangible Book Value Per Share,2.53,2.54,2.48,2.43,2.34,2.27,2.29,2.23,2.22,2.17,Upgrade
