,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Interest and Dividend Income,149.99,-88.63,212.26,120.7,299.35,110.78,138.31,100.35,96.32,102.71,Upgrade
1,Total Interest Expense,149.83,-124.08,124.08,-91.74,91.74,-37.27,37.27,27.35,23.83,25.79,Upgrade
2,Net Interest Income,0.15,35.45,88.18,212.44,207.62,148.05,101.04,73.01,72.48,76.93,Upgrade
3,Brokerage Commission,-,353.81,-,355.41,-,233.02,165.99,38.69,32.2,242.4,Upgrade
4,Asset Management Fee,-,-0.27,0.27,-,-,-,-,-,-,0.39,Upgrade
5,Gain on Sale of Investments (Rev),91.83,110.66,35.97,-61.35,-58.48,20.16,40.69,45.04,67.54,-56.89,Upgrade
6,Other Revenue,741.08,830,698.48,593.11,1200,869.03,676.45,196.13,-36.27,41.3,Upgrade
7,Revenue,833.06,1330,822.91,1100,1349,1270,984.17,352.87,135.95,304.13,Upgrade
8,Revenue Growth (YoY),1.23%,20.92%,-38.99%,-13.43%,37.05%,259.98%,623.90%,16.03%,-20.14%,18.63%,Upgrade
9,Salaries & Employee Benefits,-,-,-,-,-,-,-,113.2,72.38,75.65,Upgrade
10,Cost of Services Provided,223.55,236.55,200.47,220.2,185.9,240.32,215.68,17.55,12.98,249.35,Upgrade
11,Other Operating Expenses,604.83,1004,526.96,775.82,1031,874.2,665.26,160.68,-21,-25.71,Upgrade
12,Total Operating Expenses,828.24,1241,727.62,996.65,1217,1115,880.94,299.31,74.85,306.27,Upgrade
13,Operating Income,4.82,88.52,95.29,102.97,132.07,155.63,103.23,53.56,61.11,-2.14,Upgrade
14,Currency Exchange Gains,-0.11,0.21,-0.48,-1.32,0.01,-0.16,0.01,-0.14,-,-0.1,Upgrade
15,Other Non-Operating Income (Expenses),-2.77,-1.01,-1.16,-7.34,6.55,-1.71,-0.55,-1.07,0.99,-0.97,Upgrade
16,EBT Excluding Unusual Items,1.94,87.72,93.65,94.31,138.63,153.76,102.69,34.83,63.06,-4.91,Upgrade
17,Asset Writedown,-0.12,-0.16,-0.01,-0,-0.01,-0.23,-0.01,-,-,-,Upgrade
18,Gain (Loss) on Sale of Investments,-,-,-,7.53,-15.1,-,-,-,-,-,Upgrade
19,Pretax Income,1.82,87.55,93.87,101.83,123.55,153.53,102.67,34.83,63.06,-4.91,Upgrade
20,Income Tax Expense,1.23,21.96,25.74,26.38,32.91,41.05,26.58,19.76,21.36,-1.95,Upgrade
21,Earnings From Continuing Ops.,0.59,65.59,68.13,75.46,90.65,112.48,76.09,15.07,41.71,-2.96,Upgrade
22,Minority Interest in Earnings,-,-,-,-,-,-,-,-,0.06,-2.68,Upgrade
23,Net Income,0.59,65.59,68.13,75.46,90.65,112.48,76.09,15.07,41.77,-5.64,Upgrade
24,Net Income to Common,0.59,65.59,68.13,75.46,90.65,112.48,76.09,15.07,41.77,-5.64,Upgrade
25,Net Income Growth,-99.13%,-13.08%,-24.84%,-32.92%,19.13%,646.49%,82.19%,-,18.01%,-,Upgrade
26,Shares Outstanding (Basic),985,1002,1002,1002,1002,1002,1002,1002,1002,1002,Upgrade
27,Shares Outstanding (Diluted),985,1002,1002,1002,1002,1002,1002,1002,1002,1002,Upgrade
28,Shares Change (YoY),-1.71%,-,0.00%,-,-,-,-,-,-,-,Upgrade
29,EPS (Basic),0.00,0.07,0.07,0.08,0.09,0.11,0.08,0.02,0.04,-0.01,Upgrade
30,EPS (Diluted),0.00,0.06,0.07,0.08,0.09,0.11,0.08,0.02,0.04,-0.01,Upgrade
31,EPS Growth,-99.12%,-20.33%,-24.44%,-32.92%,18.58%,646.51%,89.75%,-,13.24%,-,Upgrade
32,Free Cash Flow,1780,2524,307.58,-1108,6983,3353,1606,241.45,-472.49,45.88,Upgrade
33,Free Cash Flow Per Share,1.81,2.52,0.31,-1.11,6.97,3.35,1.60,0.24,-0.47,0.05,Upgrade
34,Operating Margin,0.58%,6.66%,11.58%,9.36%,9.79%,12.25%,10.49%,15.18%,44.95%,-0.70%,Upgrade
35,Profit Margin,0.07%,4.93%,8.28%,6.86%,6.72%,8.85%,7.73%,4.27%,30.72%,-1.86%,Upgrade
36,Free Cash Flow Margin,213.69%,189.84%,37.38%,-100.79%,517.74%,263.99%,163.16%,68.43%,-347.53%,15.09%,Upgrade
37,Revenue as Reported,833.2,1330,823.38,1099,1349,1270,984.66,-,189.29,-,Upgrade
