,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,420,471,780,951,1263,1646,1930,3689,2355,3320,4228,Upgrade
1,Market Cap Growth,-50.45%,-50.45%,-38.20%,-42.24%,-34.56%,-55.38%,-18.07%,11.11%,-44.30%,-63.66%,-32.57%,Upgrade
2,Enterprise Value,8904,10109,10015,10441,11097,12212,9046,14542,13251,13866,14718,Upgrade
3,Last Close Price,0.15,0.17,0.28,0.34,0.45,0.58,0.68,1.30,0.83,1.17,1.49,Upgrade
4,PE Ratio,-,-,-,-0.96,-,2.01,2.85,5.99,9.38,7.47,6.01,Upgrade
5,Forward PE,-,1.60,1.82,1.96,1.66,2.06,2.17,7.16,3.36,4.62,5.09,Upgrade
6,PS Ratio,0.01,0.02,0.02,0.03,0.04,0.04,0.04,0.08,0.06,0.09,0.10,Upgrade
7,PB Ratio,0.05,0.06,0.09,0.11,0.15,0.15,0.18,0.36,0.25,0.39,0.49,Upgrade
8,P/TBV Ratio,0.08,0.08,0.13,0.16,0.22,0.22,0.26,0.52,0.37,0.60,0.76,Upgrade
9,P/FCF Ratio,0.57,0.64,-,-,-,2.86,1.63,1.88,1.19,3.27,152.64,Upgrade
10,P/OCF Ratio,0.36,0.36,4.06,-,1.44,1.42,1.04,1.38,0.93,2.05,5.71,Upgrade
11,PEG Ratio,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,Upgrade
12,EV/Sales Ratio,0.29,0.33,0.28,0.29,0.31,0.32,0.20,0.30,0.32,0.37,0.36,Upgrade
13,EV/EBITDA Ratio,9.13,12.73,7.30,-28.09,-,5.46,3.99,6.56,7.18,6.96,6.21,Upgrade
14,EV/EBIT Ratio,20.95,23.03,10.01,-14.26,-,6.59,4.83,7.91,9.10,8.49,7.36,Upgrade
15,EV/FCF Ratio,12.16,13.80,-,-,-,21.20,7.66,7.40,6.69,13.68,531.37,Upgrade
16,Debt / Equity Ratio,1.08,1.08,1.18,1.15,1.17,1.05,1.19,0.92,1.39,1.45,1.44,Upgrade
17,Debt / FCF Ratio,12.14,12.14,-,-,-,19.28,10.73,4.75,6.66,12.10,448.64,Upgrade
18,Return on Capital Employed (ROCE),3.62%,3.62%,7.79%,-5.88%,-,11.84%,11.18%,11.22%,8.72%,10.98%,15.69%,Upgrade
19,Earnings Yield,-66.71%,-59.48%,17.75%,-103.80%,-62.49%,49.65%,35.12%,16.69%,10.66%,13.39%,16.65%,Upgrade
20,FCF Yield,174.39%,155.48%,-57.61%,-48.40%,20.58%,35.00%,61.22%,53.24%,84.04%,30.54%,0.66%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,-,-,-,0.00%,-0.01%,-0.01%,Upgrade,
22,Total Shareholder Return,-,-,-,-,-,-,-,0.00%,-0.01%,-0.01%,Upgrade,
