,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,12983,15937,15970,17048,14650,17692,19891,20531,14603,19103,Upgrade
1,Revenue Growth (YoY),-18.70%,-6.52%,9.01%,-3.64%,-26.35%,-13.83%,36.21%,7.48%,-15.89%,-3.56%,Upgrade
2,Cost of Revenue,12923,15550,15062,17921,13314,16637,18660,19718,13666,17616,Upgrade
3,Gross Profit,59.82,386.93,907.68,-872.63,1336,1055,1231,813.1,936.99,1487,Upgrade
4,"Selling, General & Admin",765.55,901.13,828.89,939.34,847.54,936.27,981.4,932.78,847.76,1014,Upgrade
5,Other Operating Expenses,-834.41,-794.13,-549.17,-506.42,-456.9,-518.28,-640.96,-758.12,-497.97,-428.31,Upgrade
6,Operating Expenses,-68.86,107,279.72,432.92,390.64,417.99,340.44,174.66,349.78,585.39,Upgrade
7,Operating Income,128.68,279.93,627.96,-1306,945.38,636.69,890.68,638.44,587.21,901.21,Upgrade
8,Interest Expense,-256.51,-255.13,-295.54,-275.6,-263.78,-297.12,-300.89,-298.19,-348.14,-424.01,Upgrade
9,Interest & Investment Income,3.58,3.1,6.22,10.61,10.14,10.01,12.27,7.38,9.13,14.25,Upgrade
10,Earnings From Equity Investments,-5.22,-7.88,-0.04,4.88,5.98,14.33,13.78,-2.13,2.45,56.93,Upgrade
11,Currency Exchange Gain (Loss),21.55,-58.5,104.97,120.98,125.96,-46.19,-19.29,-100.37,-51.4,-51.54,Upgrade
12,EBT Excluding Unusual Items,-107.92,-38.47,443.57,-1445,823.69,317.73,596.55,245.13,199.24,496.83,Upgrade
13,Impairment of Goodwill,-,-78.6,-,-,-,-,-,-,-,-,Upgrade
14,Gain (Loss) on Sale of Investments,52.5,-26.12,36.64,48.14,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,-4.69,16.28,-3.48,-3.73,0.37,-5.92,-0.24,-35.03,1.44,-9.93,Upgrade
16,Asset Writedown,57.5,-117.94,-,-,-,0.96,-,-4.79,-,2.24,Upgrade
17,Other Unusual Items,2.18,-11.17,8.38,4.69,0.61,-,-,-,-,-,Upgrade
18,Pretax Income,-0.42,-256.01,485.12,-1396,824.67,312.77,596.32,205.3,200.68,489.14,Upgrade
19,Income Tax Expense,63.07,-45.95,160.96,-155.5,285.07,158.27,207.45,91.44,113.86,181.61,Upgrade
20,Earnings From Continuing Operations,-63.49,-210.07,324.16,-1240,539.6,154.5,388.86,113.87,86.82,307.53,Upgrade
21,Minority Interest in Earnings,0.54,12.26,-0.61,3.42,-0.93,4.43,4.2,4.87,5.87,4.91,Upgrade
22,Net Income,-62.94,-197.8,323.55,-1237,538.67,158.92,393.07,118.73,92.69,312.44,Upgrade
23,Net Income to Common,-62.94,-197.8,323.55,-1237,538.67,158.92,393.07,118.73,92.69,312.44,Upgrade
24,Net Income Growth,-,-,-39.94%,-,37.04%,33.85%,324.07%,-62.00%,-70.74%,61.30%,Upgrade
25,Shares Outstanding (Basic),2838,2838,2838,2838,2838,2838,2838,2838,2838,2838,Upgrade
26,Shares Outstanding (Diluted),2838,2838,2838,2838,2838,2838,2838,2838,2838,2838,Upgrade
27,Shares Change (YoY),-,-,-,-,-,-,-,-0.00%,0.01%,0.01%,Upgrade
28,EPS (Basic),-0.02,-0.07,0.11,-0.44,0.19,0.06,0.14,0.04,0.03,0.11,Upgrade
29,EPS (Diluted),-0.02,-0.07,0.11,-0.44,0.19,0.06,0.14,0.04,0.03,0.11,Upgrade
30,EPS Growth,-,-,-39.94%,-,37.04%,33.85%,324.07%,-62.00%,-70.74%,61.29%,Upgrade
31,Free Cash Flow,716.5,-34.9,-373.15,-52.66,282.54,209.14,753.13,879.74,786.86,137.29,Upgrade
32,Free Cash Flow Per Share,0.25,-0.01,-0.13,-0.02,0.10,0.07,0.27,0.31,0.28,0.05,Upgrade
33,Operating Margin,0.99%,1.76%,3.93%,-7.66%,6.45%,3.60%,4.48%,3.11%,4.02%,4.72%,Upgrade
34,Profit Margin,-0.48%,-1.24%,2.03%,-7.25%,3.68%,0.90%,1.98%,0.58%,0.63%,1.64%,Upgrade
35,Free Cash Flow Margin,5.52%,-0.22%,-2.34%,-0.31%,1.93%,1.18%,3.79%,4.28%,5.39%,0.72%,Upgrade
36,EBITDA,293.06,446.11,798.66,-1143,1110,797.98,1048,795.74,757.54,1060,Upgrade
37,D&A For EBITDA,164.38,166.18,170.7,162.93,164.68,161.28,156.98,157.3,170.34,158.31,Upgrade
38,EBIT,128.68,279.93,627.96,-1306,945.38,636.69,890.68,638.44,587.21,901.21,Upgrade
39,Advertising Expenses,78.29,-,97.54,-,115.24,-,139.09,-,90.53,-,Upgrade
