,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q1 2020,Q4 2019,Q3 2019,Q2 2019,+8 Quarters
,Period Ending,"Mar '25 Mar 10, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019","Jun '19 Jun 30, 2019",+8 Quarters
0,Market Capitalization,1623764,1497980,1395065,1475110,1829593,1578024,1334078,1299774,968160,705156,1269280,1048205,2195512,2191700,1234976,655604,491703,239075,209191,195398,101094,Upgrade
1,Market Cap Growth,-5.07%,-5.07%,4.57%,13.49%,88.98%,123.78%,5.11%,24.00%,-55.90%,-67.83%,2.78%,59.88%,346.51%,816.74%,490.36%,235.52%,386.38%,119.06%,-,-,-,Upgrade
2,Enterprise Value,3333174,3466599,3280092,3235827,3590311,3444103,3198108,3050762,2464365,2153513,2643751,1641110,2788417,2784606,1827881,1248509,1084608,578108,325442,311649,449001,Upgrade
3,Last Close Price,42600.00,39300.00,36600.00,37692.19,46750.00,40321.87,34088.54,33211.98,24738.54,16763.10,30173.58,24918.13,52192.15,52101.53,29358.08,15585.15,11688.87,8341.09,7298.45,6817.24,7057.84,Upgrade
4,PE Ratio,7.94,7.31,10.10,26.72,34.68,36.83,41.25,44.57,33.83,23.02,36.53,30.01,64.05,59.29,65.96,56.11,40.39,34.17,-,31.32,-139.95,Upgrade
5,PS Ratio,0.33,0.30,0.31,0.36,0.47,0.51,0.47,0.51,0.45,0.32,0.43,0.36,0.80,0.77,0.81,0.34,0.21,0.12,0.10,0.10,0.05,Upgrade
6,PB Ratio,2.52,1.91,2.02,2.39,3.04,2.62,2.33,2.32,1.66,1.14,2.11,1.77,3.72,3.71,-,-,-,0.62,0.53,0.50,0.68,Upgrade
7,P/TBV Ratio,2.39,2.39,2.61,2.97,3.82,3.29,2.93,2.92,2.08,1.42,2.63,2.20,4.71,4.70,-,-,-,0.81,0.71,0.66,0.68,Upgrade
8,P/FCF Ratio,21.97,20.27,-,-,-,-6.18,-3.27,-,-,-,-,-,-,-,-3.04,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,17.21,17.21,-,-,-,-6.18,-3.27,-,-,-,-,-,-,-,-3.11,-,-,-,-,-,-,Upgrade
