,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,12917,12781,9345,12136,13226,14202,13103,15578,15421,14884,19342,20213,22188,26481,27891,16124,15100,14481,13943,14558,17833,Upgrade
1,Market Cap Growth,-10.01%,-10.01%,-28.68%,-22.09%,-14.23%,-4.58%,-32.26%,-22.93%,-30.50%,-43.79%,-30.65%,25.35%,46.95%,82.87%,100.03%,10.76%,-15.33%,-16.65%,-29.33%,-34.40%,-6.79%,Upgrade
2,Enterprise Value,17127,17058,15003,16814,17928,18661,19172,20354,20049,19626,22724,22916,26953,33336,36469,23344,18130,15929,15470,16003,19634,Upgrade
3,Last Close Price,0.94,0.82,0.60,0.61,0.73,0.82,0.79,0.83,0.84,0.68,1.10,1.20,1.28,1.82,2.04,1.08,0.79,0.72,0.70,0.72,1.03,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,176.09,10.07,-,6.96,7.22,7.87,19.91,22.02,29.46,17.06,17.22,Upgrade
5,PS Ratio,0.26,0.39,0.26,0.31,0.31,0.32,0.31,0.36,0.37,0.40,0.47,0.42,0.45,0.57,0.64,0.46,0.52,0.53,0.55,0.57,0.68,Upgrade
6,PB Ratio,0.41,0.63,0.46,0.57,0.60,0.64,0.58,0.64,0.64,0.61,0.72,0.72,0.81,0.95,1.02,0.64,0.63,0.64,0.65,0.69,0.82,Upgrade
7,P/TBV Ratio,0.75,0.75,0.54,0.67,0.71,0.74,0.67,0.74,0.74,0.70,0.82,0.81,0.92,1.08,1.16,0.74,0.73,0.74,0.74,0.78,0.94,Upgrade
8,P/FCF Ratio,9.47,14.54,15.95,-,58.38,-,36.86,-,-11.16,-,-,-,24.76,-,15.22,-,11.41,25.44,-14.82,-,-21.46,Upgrade
9,P/OCF Ratio,7.09,7.09,6.08,-,11.75,15.50,12.79,-,9.28,2.85,3.29,2.36,3.22,7.71,8.28,-,9.50,12.86,-30.91,-,-39.33,Upgrade
