,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+14 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+14 Quarters
0,Market Capitalization,130,150,208,244,200,200,96,120,107,100,108,176,158,180,180,128,144,108,124,168,199,Upgrade
1,Market Cap Growth,-24.80%,-24.80%,116.67%,103.33%,86.57%,100.00%,-11.11%,-31.82%,-32.32%,-44.44%,-40.00%,37.50%,10.00%,66.67%,45.16%,-23.81%,-27.71%,-44.90%,-40.38%,-32.26%,-23.38%,Upgrade
2,Last Close Price,0.14,0.19,0.26,0.30,0.25,0.25,0.12,0.15,0.13,0.13,0.14,0.22,0.20,0.23,0.23,0.16,0.18,0.14,0.15,0.21,0.25,Upgrade
3,PE Ratio,19.50,-,-,-,47.25,-44.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PS Ratio,5.93,8.25,8.44,10.65,9.20,17.60,29.24,32.92,21.62,22.03,20.43,30.39,27.93,25.40,22.19,13.42,15.54,10.90,10.38,8.87,6.36,Upgrade
5,PB Ratio,16.53,23.03,31.84,31.88,-,201.41,-76.43,-95.54,-,18.31,9.40,15.33,-,8.57,5.69,4.04,-,2.33,2.32,3.15,-,Upgrade
6,P/FCF Ratio,14.47,75.28,208.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,P/OCF Ratio,14.47,75.28,208.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,Debt / Equity Ratio,6.27,6.27,6.27,5.49,-,43.32,-42.48,-42.48,-,9.88,1.31,1.31,-,0.34,0.26,0.26,-,0.23,0.00,0.00,-,Upgrade
9,Debt / FCF Ratio,3.94,20.51,41.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Asset Turnover,0.21,0.17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
11,Quick Ratio,0.82,0.82,0.82,2.07,-,2.56,-,1.93,-,3.59,-,1.28,-,1.19,-,1.43,-,2.24,-,2.21,-,Upgrade
12,Current Ratio,0.86,0.86,0.86,2.16,-,2.64,-,1.97,-,3.62,-,1.37,-,1.24,-,1.48,-,2.48,-,2.36,-,Upgrade
13,Return on Equity (ROE),-34.35%,-31.64%,-16.28%,-,-,-,-,-,-108.01%,-130.06%,-,-,-63.74%,-81.58%,-,-,-18.98%,-35.06%,-,-,Upgrade,
14,Return on Assets (ROA),-4.32%,-3.63%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
15,Earnings Yield,4.27%,3.68%,4.83%,3.65%,2.12%,-2.23%,-11.14%,-10.62%,-13.19%,-15.54%,-16.15%,-11.46%,-14.57%,-14.08%,-13.07%,-16.99%,-16.36%,-21.91%,-19.55%,-10.31%,-0.34%,Upgrade
16,FCF Yield,6.91%,1.33%,0.48%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01%,-,Upgrade,
18,Total Shareholder Return,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.01%,-,Upgrade,
