,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,7237,7678,8793,8333,9878,10635,10942,9110,8113,13485,5610,7316,5995,6991,5532,3839,5514,4541,6009,4774,Upgrade
1,Short-Term Investments,43096,31564,38787,38841,40179,42126,47964,40146,40010,34282,34931,34039,32054,29429,29756,26446,24248,23068,22492,22653,Upgrade
2,Trading Asset Securities,38189,36982,42752,43197,43072,41186,45274,44999,45121,40524,41781,46422,44073,38557,36181,29927,26582,30926,26377,22258,Upgrade
3,Accounts Receivable,18264,18738,19081,20233,19813,19617,19516,17862,17543,18314,18800,19713,18591,16676,15618,15216,14283,11265,9143,8860,Upgrade
4,Other Receivables,-,52.07,-,68.07,-,133.48,-,87.92,-,155.37,-,28.46,263.32,11.09,174.74,-,146.96,40.79,115.51,7.83,Upgrade
5,"Property, Plant & Equipment",1229,1268,1297,1329,1287,1303,1329,1341,1326,1311,1344,1378,1346,1369,1335,895.09,911.8,934.94,889.35,886.04,Upgrade
6,Goodwill,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,19.85,Upgrade
7,Other Intangible Assets,233.1,243.01,254.13,267.29,219.21,221.04,231.15,242.29,199.52,203.15,208.84,225.04,196.23,193.78,198.84,123.9,109.02,103.47,95.79,102.16,Upgrade
8,Investments in Debt & Equity Securities,12015,10884,7680,8167,7653,6275,3680,820.94,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,Other Current Assets,15250,18440,15096,18020,18006,22012,16334,18380,15899,16867,15601,15019,15801,15845,11078,10560,10908,8560,7673,7146,Upgrade
10,Long-Term Deferred Tax Assets,629.11,583.2,652.56,556.13,801.33,766.56,721.65,560.88,638.01,584.28,571.9,501.91,762.37,679.83,525.08,508.28,279.19,269.64,222.14,197.03,Upgrade
11,Other Long-Term Assets,9298,7262,8618,5094,6051,411.76,4840,2684,3139,134.19,2188,127.6,3491,123.42,4911,3555,2276,103.19,1022,99.51,Upgrade
12,Total Assets,145460,134975,143030,145528,146979,145901,150852,136961,132009,126513,121056,125251,122593,110359,105331,91090,85277,80249,74060,67404,Upgrade
13,Accounts Payable,-,260.9,547.67,704.54,443.1,484.19,340.94,201.76,204.42,394.07,250.02,578.22,929.3,289.09,91.51,109.02,70.93,187.34,6.83,56.29,Upgrade
14,Accrued Expenses,28826,21644,21588,21670,20119,23163,22697,22124,20338,25263,23298,21405,23532,19950,19787,16676,16386,17559,16746,13904,Upgrade
15,Short-Term Debt,24497,25476,25498,30014,30409,28675,32025,31514,27650,24361,28672,37746,28231,24376,26348,18794,21435,22402,18439,15833,Upgrade
16,Current Portion of Long-Term Debt,-,-,-,2005,-,2575,-,4389,-,5428,-,3562,-,7249,-,6099,-,-,-,2073,Upgrade
17,Current Portion of Leases,-,155.53,-,147.16,-,129.15,-,119.68,-,140.7,-,105.7,-,-,-,-,-,-,-,-,Upgrade
18,Other Current Liabilities,358.43,656.33,324.89,539.29,757.86,7144,1060,1279,2055,4803,2510,4365,3528,5309,3008,2911,625.19,848.59,265.52,507,Upgrade
19,Long-Term Debt,30974,27580,29167,25556,24479,19763,26691,14666,22572,19147,19285,11536,20369,11123,16312,10045,15287,14391,14477,12251,Upgrade
