,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Operating Revenue,418.06,460.63,331.69,859.58,406.39,491.06,324.83,794.67,444.76,397.74,303.4,676.09,412.12,357.61,278.26,713.92,276.24,298.62,144.62,645.76,Upgrade
1,Revenue,418.06,460.63,331.69,859.58,406.39,491.06,324.83,794.67,444.76,397.74,303.4,676.09,412.12,357.61,278.26,713.92,276.24,298.62,144.62,645.76,Upgrade
2,Revenue Growth (YoY),2.87%,-6.20%,2.11%,8.17%,-8.63%,23.46%,7.06%,17.54%,7.92%,11.22%,9.04%,-5.30%,49.19%,19.75%,92.40%,10.56%,-15.16%,-12.32%,-43.94%,7.06%,Upgrade
3,Cost of Revenue,279.09,277.73,213.71,527.9,282.71,338.21,224.4,517.32,332.61,268.81,220,461.28,279.83,253.86,203.79,349.34,209.01,179.87,139.92,376.23,Upgrade
4,Gross Profit,138.97,182.89,117.99,331.68,123.68,152.85,100.43,277.36,112.15,128.93,83.41,214.81,132.28,103.75,74.47,364.58,67.22,118.75,4.7,269.53,Upgrade
5,"Selling, General & Admin",74.47,74.79,74.55,192.4,91.8,77.68,82.27,146.85,83.04,76.35,73.22,136.36,82.89,82.55,73.51,138.43,67.24,74.92,63.8,135.8,Upgrade
6,Research & Development,26.45,15.25,20.24,53.18,11.39,10.14,11.75,26.9,14.96,13.83,13.35,19.42,21.55,15.22,10.25,31.81,18.57,8.02,11.77,33.03,Upgrade
7,Other Operating Expenses,-25.77,17.49,-8.17,12.95,-49.69,25.5,-15.78,81.43,-23.23,-17.53,-20.29,58.01,-16.93,-16.99,-17.55,42.96,-9.79,-15.4,-12.27,47.95,Upgrade
8,Operating Expenses,77.37,114.37,88.05,297.57,54.55,120.24,84.01,264.39,79.24,77.71,72.18,246.13,91.47,87.39,70.73,271.4,82.59,75.46,67.13,276.15,Upgrade
9,Operating Income,61.6,68.52,29.94,34.11,69.13,32.61,16.41,12.96,32.91,51.22,11.23,-31.32,40.81,16.35,3.74,93.18,-15.36,43.29,-62.43,-6.62,Upgrade
10,Interest Expense,-0.3,-0.75,-,-3.66,-0.83,-2.17,-,-3.85,-,-,-,-4.65,-1.63,-,-,-,-,-,-,-,Upgrade
11,Interest & Investment Income,11.31,14.96,16.5,13.83,14.26,13.9,11.83,11.8,20.56,3.28,10.94,53.63,-,74.33,6.28,6.48,7.35,9.96,5.31,30.35,Upgrade
12,Currency Exchange Gain (Loss),0.15,-0.15,-,0.22,0.3,-0.3,-,-0.15,0.28,-0.28,-,0.08,-,-,-,0.23,-0.05,0.05,-,-0.02,Upgrade
13,Other Non Operating Income (Expenses),3.54,0.36,-0.53,3.09,-37.52,37.65,-0.56,-15.63,-10.08,25.04,-0.99,8.95,-9.71,1.04,-1.36,-10.41,0.43,9.73,-0.06,-21.59,Upgrade
14,EBT Excluding Unusual Items,76.31,82.94,45.91,47.59,45.34,81.68,27.67,5.13,43.67,79.26,21.18,26.68,29.47,91.72,8.66,89.48,-7.64,63.02,-57.18,2.12,Upgrade
15,Gain (Loss) on Sale of Investments,-6.22,-2.13,-8.4,5.63,-11.63,5.39,0.61,-8.28,-14.37,5.94,0.89,-11.72,-14.57,10.08,-1.1,7.01,7.7,-3.89,-1.88,5.05,Upgrade
